callsign,parse_status,prefix_series,rsl,suffix,home_callsign,implied_class,flags
G1RVE,parsed,G1,,RVE,,Full,
G1RVF,parsed,G1,,RVF,,Full,
G1RVH,parsed,G1,,RVH,,Full,
G1RVK,parsed,G1,,RVK,,Full,
G1RVP,parsed,G1,,RVP,,Full,
G1RVQ,parsed,G1,,RVQ,,Full,
G1RVR,parsed,G1,,RVR,,Full,
G1RVS,parsed,G1,,RVS,,Full,
G1RVT,parsed,G1,,RVT,,Full,
G1RVU,parsed,G1,,RVU,,Full,
G1RVV,parsed,G1,,RVV,,Full,
G1RVX,parsed,G1,,RVX,,Full,
G1RVZ,parsed,G1,,RVZ,,Full,
G1RWA,parsed,G1,,RWA,,Full,
G1RWB,parsed,G1,,RWB,,Full,
G1RWD,parsed,G1,,RWD,,Full,
G1RWI,parsed,G1,,RWI,,Full,
G1RWJ,parsed,G1,,RWJ,,Full,
G1RWK,parsed,G1,,RWK,,Full,
G1RWL,parsed,G1,,RWL,,Full,
G1RWM,parsed,G1,,RWM,,Full,
G1RWQ,parsed,G1,,RWQ,,Full,
G1RWR,parsed,G1,,RWR,,Full,
G1RWS,parsed,G1,,RWS,,Full,
G1RWT,parsed,G1,,RWT,,Full,
G1RWU,parsed,G1,,RWU,,Full,
G1RWV,parsed,G1,,RWV,,Full,
G1RWX,parsed,G1,,RWX,,Full,
G1RWZ,parsed,G1,,RWZ,,Full,
G1RXA,parsed,G1,,RXA,,Full,
G1RXB,parsed,G1,,RXB,,Full,
G1RXC,parsed,G1,,RXC,,Full,
G1RXH,parsed,G1,,RXH,,Full,
G1RXK,parsed,G1,,RXK,,Full,
G1RXL,parsed,G1,,RXL,,Full,
G1RXM,parsed,G1,,RXM,,Full,
G1RXQ,parsed,G1,,RXQ,,Full,
G1RXR,parsed,G1,,RXR,,Full,
G1RXV,parsed,G1,,RXV,,Full,
G1RXW,parsed,G1,,RXW,,Full,
G1RXX,parsed,G1,,RXX,,Full,
G1RXY,parsed,G1,,RXY,,Full,
G1RYB,parsed,G1,,RYB,,Full,
G1RYE,parsed,G1,,RYE,,Full,
G1RYF,parsed,G1,,RYF,,Full,
G1RYH,parsed,G1,,RYH,,Full,
G1RYK,parsed,G1,,RYK,,Full,
G1RYM,parsed,G1,,RYM,,Full,
G1RYN,parsed,G1,,RYN,,Full,
G1RYO,parsed,G1,,RYO,,Full,
G1RYP,parsed,G1,,RYP,,Full,
G1RYQ,parsed,G1,,RYQ,,Full,
G1RYS,parsed,G1,,RYS,,Full,
G1RYU,parsed,G1,,RYU,,Full,
G1RYW,parsed,G1,,RYW,,Full,
G1RYY,parsed,G1,,RYY,,Full,
G1RZB,parsed,G1,,RZB,,Full,
G1RZC,parsed,G1,,RZC,,Full,
G1RZE,parsed,G1,,RZE,,Full,
G1RZF,parsed,G1,,RZF,,Full,
G1RZI,parsed,G1,,RZI,,Full,
G1RZJ,parsed,G1,,RZJ,,Full,
G1RZL,parsed,G1,,RZL,,Full,
G1RZM,parsed,G1,,RZM,,Full,
G1RZN,parsed,G1,,RZN,,Full,
G1RZO,parsed,G1,,RZO,,Full,
G1RZR,parsed,G1,,RZR,,Full,
G1RZT,parsed,G1,,RZT,,Full,
G1RZU,parsed,G1,,RZU,,Full,
G1RZV,parsed,G1,,RZV,,Full,
G1RZZ,parsed,G1,,RZZ,,Full,
G1SAA,parsed,G1,,SAA,,Full,
G1SAD,parsed,G1,,SAD,,Full,
G1SAF,parsed,G1,,SAF,,Full,
G1SAG,parsed,G1,,SAG,,Full,
G1SAJ,parsed,G1,,SAJ,,Full,
G1SAK,parsed,G1,,SAK,,Full,
G1SAL,parsed,G1,,SAL,,Full,
G1SAM,parsed,G1,,SAM,,Full,
G1SAN,parsed,G1,,SAN,,Full,
G1SAO,parsed,G1,,SAO,,Full,
G1SAQ,parsed,G1,,SAQ,,Full,
G1SAR,parsed,G1,,SAR,,Full,forbidden-suffix
G1SAS,parsed,G1,,SAS,,Full,
G1SAT,parsed,G1,,SAT,,Full,
G1SAU,parsed,G1,,SAU,,Full,
G1SAV,parsed,G1,,SAV,,Full,
G1SAX,parsed,G1,,SAX,,Full,
G1SBB,parsed,G1,,SBB,,Full,
G1SBC,parsed,G1,,SBC,,Full,
G1SBD,parsed,G1,,SBD,,Full,
G1SBE,parsed,G1,,SBE,,Full,
G1SBG,parsed,G1,,SBG,,Full,
G1SBI,parsed,G1,,SBI,,Full,
G1SBJ,parsed,G1,,SBJ,,Full,
G1SBK,parsed,G1,,SBK,,Full,
G1SBN,parsed,G1,,SBN,,Full,
G1SBO,parsed,G1,,SBO,,Full,
G1SBP,parsed,G1,,SBP,,Full,
G1SBR,parsed,G1,,SBR,,Full,
G1SBT,parsed,G1,,SBT,,Full,
G1SBU,parsed,G1,,SBU,,Full,
G1SBV,parsed,G1,,SBV,,Full,
G1SBW,parsed,G1,,SBW,,Full,
G1SBY,parsed,G1,,SBY,,Full,
G1SBZ,parsed,G1,,SBZ,,Full,
G1SCA,parsed,G1,,SCA,,Full,
G1SCB,parsed,G1,,SCB,,Full,
G1SCD,parsed,G1,,SCD,,Full,
G1SCE,parsed,G1,,SCE,,Full,
G1SCL,parsed,G1,,SCL,,Full,
G1SCM,parsed,G1,,SCM,,Full,
G1SCN,parsed,G1,,SCN,,Full,
G1SCO,parsed,G1,,SCO,,Full,
G1SCP,parsed,G1,,SCP,,Full,
G1SCQ,parsed,G1,,SCQ,,Full,
G1SCR,parsed,G1,,SCR,,Full,
G1SCT,parsed,G1,,SCT,,Full,
G1SCV,parsed,G1,,SCV,,Full,
G1SCX,parsed,G1,,SCX,,Full,
G1SCY,parsed,G1,,SCY,,Full,
G1SCZ,parsed,G1,,SCZ,,Full,
G1SDA,parsed,G1,,SDA,,Full,
G1SDC,parsed,G1,,SDC,,Full,
G1SDD,parsed,G1,,SDD,,Full,
G1SDH,parsed,G1,,SDH,,Full,
G1SDJ,parsed,G1,,SDJ,,Full,
G1SDK,parsed,G1,,SDK,,Full,
G1SDN,parsed,G1,,SDN,,Full,
G1SDO,parsed,G1,,SDO,,Full,
G1SDP,parsed,G1,,SDP,,Full,
G1SDT,parsed,G1,,SDT,,Full,
G1SDV,parsed,G1,,SDV,,Full,
G1SDW,parsed,G1,,SDW,,Full,
G1SDX,parsed,G1,,SDX,,Full,
G1SE,parsed,G1,,SE,,Full,
G1SEA,parsed,G1,,SEA,,Full,
G1SEC,parsed,G1,,SEC,,Full,
G1SED,parsed,G1,,SED,,Full,
G1SEF,parsed,G1,,SEF,,Full,
G1SEG,parsed,G1,,SEG,,Full,
G1SEH,parsed,G1,,SEH,,Full,
G1SEI,parsed,G1,,SEI,,Full,
G1SEJ,parsed,G1,,SEJ,,Full,
G1SEL,parsed,G1,,SEL,,Full,
G1SEM,parsed,G1,,SEM,,Full,
G1SEN,parsed,G1,,SEN,,Full,
G1SEO,parsed,G1,,SEO,,Full,
G1SES,parsed,G1,,SES,,Full,
G1SEU,parsed,G1,,SEU,,Full,
G1SEW,parsed,G1,,SEW,,Full,
G1SFA,parsed,G1,,SFA,,Full,
G1SFD,parsed,G1,,SFD,,Full,
G1SFG,parsed,G1,,SFG,,Full,
G1SFI,parsed,G1,,SFI,,Full,
G1SFK,parsed,G1,,SFK,,Full,
G1SFN,parsed,G1,,SFN,,Full,
G1SFO,parsed,G1,,SFO,,Full,
G1SFP,parsed,G1,,SFP,,Full,
G1SFR,parsed,G1,,SFR,,Full,
G1SFS,parsed,G1,,SFS,,Full,
G1SFU,parsed,G1,,SFU,,Full,
G1SGA,parsed,G1,,SGA,,Full,
G1SGB,parsed,G1,,SGB,,Full,
G1SGC,parsed,G1,,SGC,,Full,
G1SGD,parsed,G1,,SGD,,Full,
G1SGE,parsed,G1,,SGE,,Full,
G1SGG,parsed,G1,,SGG,,Full,
G1SGH,parsed,G1,,SGH,,Full,
G1SGK,parsed,G1,,SGK,,Full,
G1SGL,parsed,G1,,SGL,,Full,
G1SGM,parsed,G1,,SGM,,Full,
G1SGN,parsed,G1,,SGN,,Full,
G1SGO,parsed,G1,,SGO,,Full,
G1SGP,parsed,G1,,SGP,,Full,
G1SGR,parsed,G1,,SGR,,Full,
G1SGS,parsed,G1,,SGS,,Full,
G1SGT,parsed,G1,,SGT,,Full,
G1SGU,parsed,G1,,SGU,,Full,
G1SGW,parsed,G1,,SGW,,Full,
G1SGX,parsed,G1,,SGX,,Full,
G1SGZ,parsed,G1,,SGZ,,Full,
G1SHB,parsed,G1,,SHB,,Full,
G1SHC,parsed,G1,,SHC,,Full,
G1SHF,parsed,G1,,SHF,,Full,
G1SHG,parsed,G1,,SHG,,Full,
G1SHH,parsed,G1,,SHH,,Full,
G1SHI,parsed,G1,,SHI,,Full,
G1SHJ,parsed,G1,,SHJ,,Full,
G1SHM,parsed,G1,,SHM,,Full,
G1SHN,parsed,G1,,SHN,,Full,
G1SHP,parsed,G1,,SHP,,Full,
G1SHQ,parsed,G1,,SHQ,,Full,
G1SHT,parsed,G1,,SHT,,Full,
G1SHU,parsed,G1,,SHU,,Full,
G1SHV,parsed,G1,,SHV,,Full,
G1SHX,parsed,G1,,SHX,,Full,
G1SHY,parsed,G1,,SHY,,Full,
G1SHZ,parsed,G1,,SHZ,,Full,
G1SIA,parsed,G1,,SIA,,Full,
G1SIB,parsed,G1,,SIB,,Full,
G1SID,parsed,G1,,SID,,Full,
G1SIG,parsed,G1,,SIG,,Full,forbidden-suffix
G1SIH,parsed,G1,,SIH,,Full,
G1SIK,parsed,G1,,SIK,,Full,
G1SIM,parsed,G1,,SIM,,Full,
G1SIN,parsed,G1,,SIN,,Full,
G1SIO,parsed,G1,,SIO,,Full,
G1SIP,parsed,G1,,SIP,,Full,
G1SIQ,parsed,G1,,SIQ,,Full,
G1SIR,parsed,G1,,SIR,,Full,
G1SIT,parsed,G1,,SIT,,Full,
G1SIU,parsed,G1,,SIU,,Full,
G1SIV,parsed,G1,,SIV,,Full,
G1SIW,parsed,G1,,SIW,,Full,
G1SIX,parsed,G1,,SIX,,Full,
G1SIY,parsed,G1,,SIY,,Full,
G1SJA,parsed,G1,,SJA,,Full,
G1SJB,parsed,G1,,SJB,,Full,
G1SJD,parsed,G1,,SJD,,Full,
G1SJF,parsed,G1,,SJF,,Full,
G1SJG,parsed,G1,,SJG,,Full,
G1SJJ,parsed,G1,,SJJ,,Full,
G1SJO,parsed,G1,,SJO,,Full,
G1SJP,parsed,G1,,SJP,,Full,
G1SJR,parsed,G1,,SJR,,Full,
G1SJS,parsed,G1,,SJS,,Full,
G1SJT,parsed,G1,,SJT,,Full,
G1SJU,parsed,G1,,SJU,,Full,
G1SJY,parsed,G1,,SJY,,Full,
G1SJZ,parsed,G1,,SJZ,,Full,
G1SKA,parsed,G1,,SKA,,Full,
G1SKB,parsed,G1,,SKB,,Full,
G1SKD,parsed,G1,,SKD,,Full,
G1SKE,parsed,G1,,SKE,,Full,
G1SKF,parsed,G1,,SKF,,Full,
G1SKI,parsed,G1,,SKI,,Full,
G1SKL,parsed,G1,,SKL,,Full,
G1SKM,parsed,G1,,SKM,,Full,
G1SKN,parsed,G1,,SKN,,Full,
G1SKQ,parsed,G1,,SKQ,,Full,
G1SKR,parsed,G1,,SKR,,Full,
G1SKV,parsed,G1,,SKV,,Full,
G1SKW,parsed,G1,,SKW,,Full,
G1SKX,parsed,G1,,SKX,,Full,
G1SKY,parsed,G1,,SKY,,Full,
G1SLA,parsed,G1,,SLA,,Full,
G1SLE,parsed,G1,,SLE,,Full,
G1SLF,parsed,G1,,SLF,,Full,
G1SLG,parsed,G1,,SLG,,Full,
G1SLH,parsed,G1,,SLH,,Full,
G1SLI,parsed,G1,,SLI,,Full,
G1SLK,parsed,G1,,SLK,,Full,
G1SLN,parsed,G1,,SLN,,Full,
G1SLO,parsed,G1,,SLO,,Full,
G1SLP,parsed,G1,,SLP,,Full,
G1SLQ,parsed,G1,,SLQ,,Full,
G1SLS,parsed,G1,,SLS,,Full,
G1SLU,parsed,G1,,SLU,,Full,
G1SLV,parsed,G1,,SLV,,Full,
G1SLW,parsed,G1,,SLW,,Full,
G1SLZ,parsed,G1,,SLZ,,Full,
G1SMA,parsed,G1,,SMA,,Full,
G1SMB,parsed,G1,,SMB,,Full,
G1SMC,parsed,G1,,SMC,,Full,
G1SMD,parsed,G1,,SMD,,Full,
G1SMF,parsed,G1,,SMF,,Full,
G1SMG,parsed,G1,,SMG,,Full,
G1SMI,parsed,G1,,SMI,,Full,
G1SMJ,parsed,G1,,SMJ,,Full,
G1SMK,parsed,G1,,SMK,,Full,
G1SMP,parsed,G1,,SMP,,Full,
G1SMT,parsed,G1,,SMT,,Full,
G1SMW,parsed,G1,,SMW,,Full,
G1SMX,parsed,G1,,SMX,,Full,
G1SMY,parsed,G1,,SMY,,Full,
G1SMZ,parsed,G1,,SMZ,,Full,
G1SND,parsed,G1,,SND,,Full,
G1SNE,parsed,G1,,SNE,,Full,
G1SNG,parsed,G1,,SNG,,Full,
G1SNH,parsed,G1,,SNH,,Full,
G1SNI,parsed,G1,,SNI,,Full,
G1SNJ,parsed,G1,,SNJ,,Full,
G1SNK,parsed,G1,,SNK,,Full,
G1SNL,parsed,G1,,SNL,,Full,
G1SNM,parsed,G1,,SNM,,Full,
G1SNO,parsed,G1,,SNO,,Full,
G1SNQ,parsed,G1,,SNQ,,Full,
G1SNR,parsed,G1,,SNR,,Full,
G1SNS,parsed,G1,,SNS,,Full,
G1SNT,parsed,G1,,SNT,,Full,
G1SNU,parsed,G1,,SNU,,Full,
G1SNW,parsed,G1,,SNW,,Full,
G1SNX,parsed,G1,,SNX,,Full,
G1SNY,parsed,G1,,SNY,,Full,
G1SNZ,parsed,G1,,SNZ,,Full,
G1SOA,parsed,G1,,SOA,,Full,
G1SOB,parsed,G1,,SOB,,Full,
G1SOF,parsed,G1,,SOF,,Full,
G1SOG,parsed,G1,,SOG,,Full,
G1SOJ,parsed,G1,,SOJ,,Full,
G1SOL,parsed,G1,,SOL,,Full,
G1SOM,parsed,G1,,SOM,,Full,
G1SOR,parsed,G1,,SOR,,Full,
G1SOT,parsed,G1,,SOT,,Full,
G1SOU,parsed,G1,,SOU,,Full,
G1SOX,parsed,G1,,SOX,,Full,
G1SOY,parsed,G1,,SOY,,Full,
G1SOZ,parsed,G1,,SOZ,,Full,
G1SPA,parsed,G1,,SPA,,Full,
G1SPC,parsed,G1,,SPC,,Full,
G1SPE,parsed,G1,,SPE,,Full,
G1SPG,parsed,G1,,SPG,,Full,
G1SPJ,parsed,G1,,SPJ,,Full,
G1SPK,parsed,G1,,SPK,,Full,
G1SPL,parsed,G1,,SPL,,Full,
G1SPM,parsed,G1,,SPM,,Full,
G1SPO,parsed,G1,,SPO,,Full,
G1SPQ,parsed,G1,,SPQ,,Full,
G1SPT,parsed,G1,,SPT,,Full,
G1SPU,parsed,G1,,SPU,,Full,
G1SPW,parsed,G1,,SPW,,Full,
G1SPX,parsed,G1,,SPX,,Full,
G1SPY,parsed,G1,,SPY,,Full,
G1SPZ,parsed,G1,,SPZ,,Full,
G1SQA,parsed,G1,,SQA,,Full,
G1SQB,parsed,G1,,SQB,,Full,
G1SQC,parsed,G1,,SQC,,Full,
G1SQG,parsed,G1,,SQG,,Full,
G1SQH,parsed,G1,,SQH,,Full,
G1SQI,parsed,G1,,SQI,,Full,
G1SQM,parsed,G1,,SQM,,Full,
G1SQT,parsed,G1,,SQT,,Full,
G1SQW,parsed,G1,,SQW,,Full,
G1SQY,parsed,G1,,SQY,,Full,
G1SQZ,parsed,G1,,SQZ,,Full,
G1SRA,parsed,G1,,SRA,,Full,
G1SRB,parsed,G1,,SRB,,Full,
G1SRD,parsed,G1,,SRD,,Full,
G1SRF,parsed,G1,,SRF,,Full,
G1SRG,parsed,G1,,SRG,,Full,
G1SRJ,parsed,G1,,SRJ,,Full,
G1SRN,parsed,G1,,SRN,,Full,
G1SRP,parsed,G1,,SRP,,Full,
G1SRR,parsed,G1,,SRR,,Full,
G1SRX,parsed,G1,,SRX,,Full,
G1SRZ,parsed,G1,,SRZ,,Full,
G1SSA,parsed,G1,,SSA,,Full,
G1SSB,parsed,G1,,SSB,,Full,
G1SSF,parsed,G1,,SSF,,Full,
G1SSH,parsed,G1,,SSH,,Full,
G1SSJ,parsed,G1,,SSJ,,Full,
G1SSK,parsed,G1,,SSK,,Full,
G1SSL,parsed,G1,,SSL,,Full,
G1SSN,parsed,G1,,SSN,,Full,
G1SSO,parsed,G1,,SSO,,Full,
G1SSR,parsed,G1,,SSR,,Full,
G1SSS,parsed,G1,,SSS,,Full,
G1SST,parsed,G1,,SST,,Full,
G1SSW,parsed,G1,,SSW,,Full,
G1SSZ,parsed,G1,,SSZ,,Full,
G1STA,parsed,G1,,STA,,Full,
G1STD,parsed,G1,,STD,,Full,
G1STE,parsed,G1,,STE,,Full,
G1STF,parsed,G1,,STF,,Full,
G1STH,parsed,G1,,STH,,Full,
G1STK,parsed,G1,,STK,,Full,
G1STL,parsed,G1,,STL,,Full,
G1STO,parsed,G1,,STO,,Full,
G1STP,parsed,G1,,STP,,Full,
G1STQ,parsed,G1,,STQ,,Full,
G1STW,parsed,G1,,STW,,Full,
G1SUD,parsed,G1,,SUD,,Full,
G1SUE,parsed,G1,,SUE,,Full,
G1SUH,parsed,G1,,SUH,,Full,
G1SUI,parsed,G1,,SUI,,Full,
G1SUJ,parsed,G1,,SUJ,,Full,
G1SUK,parsed,G1,,SUK,,Full,
G1SUM,parsed,G1,,SUM,,Full,
G1SUP,parsed,G1,,SUP,,Full,
G1SUR,parsed,G1,,SUR,,Full,
G1SUT,parsed,G1,,SUT,,Full,
G1SUV,parsed,G1,,SUV,,Full,
G1SUW,parsed,G1,,SUW,,Full,
G1SUX,parsed,G1,,SUX,,Full,
G1SVD,parsed,G1,,SVD,,Full,
G1SVF,parsed,G1,,SVF,,Full,
G1SVG,parsed,G1,,SVG,,Full,
G1SVI,parsed,G1,,SVI,,Full,
G1SVJ,parsed,G1,,SVJ,,Full,
G1SVL,parsed,G1,,SVL,,Full,
G1SVN,parsed,G1,,SVN,,Full,
G1SVP,parsed,G1,,SVP,,Full,
G1SVQ,parsed,G1,,SVQ,,Full,
G1SVR,parsed,G1,,SVR,,Full,
G1SVV,parsed,G1,,SVV,,Full,
G1SVW,parsed,G1,,SVW,,Full,
G1SWE,parsed,G1,,SWE,,Full,
G1SWF,parsed,G1,,SWF,,Full,
G1SWH,parsed,G1,,SWH,,Full,
G1SWI,parsed,G1,,SWI,,Full,
G1SWK,parsed,G1,,SWK,,Full,
G1SWL,parsed,G1,,SWL,,Full,
G1SWN,parsed,G1,,SWN,,Full,
G1SWP,parsed,G1,,SWP,,Full,
G1SWQ,parsed,G1,,SWQ,,Full,
G1SWR,parsed,G1,,SWR,,Full,
G1SWS,parsed,G1,,SWS,,Full,
G1SWU,parsed,G1,,SWU,,Full,
G1SWW,parsed,G1,,SWW,,Full,
G1SWX,parsed,G1,,SWX,,Full,
G1SWY,parsed,G1,,SWY,,Full,
G1SWZ,parsed,G1,,SWZ,,Full,
G1SXA,parsed,G1,,SXA,,Full,
G1SXB,parsed,G1,,SXB,,Full,
G1SXF,parsed,G1,,SXF,,Full,
G1SXH,parsed,G1,,SXH,,Full,
G1SXJ,parsed,G1,,SXJ,,Full,
G1SXK,parsed,G1,,SXK,,Full,
G1SXN,parsed,G1,,SXN,,Full,
G1SXO,parsed,G1,,SXO,,Full,
G1SXP,parsed,G1,,SXP,,Full,
G1SXQ,parsed,G1,,SXQ,,Full,
G1SXT,parsed,G1,,SXT,,Full,
G1SXU,parsed,G1,,SXU,,Full,
G1SXV,parsed,G1,,SXV,,Full,
G1SXW,parsed,G1,,SXW,,Full,
G1SXX,parsed,G1,,SXX,,Full,
G1SXY,parsed,G1,,SXY,,Full,
G1SXZ,parsed,G1,,SXZ,,Full,
G1SYC,parsed,G1,,SYC,,Full,
G1SYG,parsed,G1,,SYG,,Full,
G1SYK,parsed,G1,,SYK,,Full,
G1SYM,parsed,G1,,SYM,,Full,
G1SYN,parsed,G1,,SYN,,Full,
G1SYO,parsed,G1,,SYO,,Full,
G1SYP,parsed,G1,,SYP,,Full,
G1SYR,parsed,G1,,SYR,,Full,
G1SYS,parsed,G1,,SYS,,Full,forbidden-suffix
G1SYT,parsed,G1,,SYT,,Full,
G1SYU,parsed,G1,,SYU,,Full,
G1SYV,parsed,G1,,SYV,,Full,
G1SYX,parsed,G1,,SYX,,Full,
G1SYZ,parsed,G1,,SYZ,,Full,
G1SZC,parsed,G1,,SZC,,Full,
G1SZD,parsed,G1,,SZD,,Full,
G1SZF,parsed,G1,,SZF,,Full,
G1SZG,parsed,G1,,SZG,,Full,
G1SZH,parsed,G1,,SZH,,Full,
G1SZJ,parsed,G1,,SZJ,,Full,
G1SZK,parsed,G1,,SZK,,Full,
G1SZL,parsed,G1,,SZL,,Full,
G1SZM,parsed,G1,,SZM,,Full,
G1SZN,parsed,G1,,SZN,,Full,
G1SZS,parsed,G1,,SZS,,Full,
G1SZT,parsed,G1,,SZT,,Full,
G1TAC,parsed,G1,,TAC,,Full,
G1TAG,parsed,G1,,TAG,,Full,
G1TAH,parsed,G1,,TAH,,Full,
G1TAI,parsed,G1,,TAI,,Full,
G1TAK,parsed,G1,,TAK,,Full,
G1TAL,parsed,G1,,TAL,,Full,
G1TAN,parsed,G1,,TAN,,Full,
G1TAO,parsed,G1,,TAO,,Full,
G1TAQ,parsed,G1,,TAQ,,Full,
G1TAR,parsed,G1,,TAR,,Full,
G1TAU,parsed,G1,,TAU,,Full,
G1TAV,parsed,G1,,TAV,,Full,
G1TAX,parsed,G1,,TAX,,Full,
G1TAY,parsed,G1,,TAY,,Full,
G1TAZ,parsed,G1,,TAZ,,Full,
G1TBA,parsed,G1,,TBA,,Full,
G1TBB,parsed,G1,,TBB,,Full,
G1TBC,parsed,G1,,TBC,,Full,
G1TBE,parsed,G1,,TBE,,Full,
G1TBI,parsed,G1,,TBI,,Full,
G1TBK,parsed,G1,,TBK,,Full,
G1TBL,parsed,G1,,TBL,,Full,
G1TBM,parsed,G1,,TBM,,Full,
G1TBN,parsed,G1,,TBN,,Full,
G1TBO,parsed,G1,,TBO,,Full,
G1TBR,parsed,G1,,TBR,,Full,
G1TBT,parsed,G1,,TBT,,Full,
G1TBV,parsed,G1,,TBV,,Full,
G1TBW,parsed,G1,,TBW,,Full,
G1TBX,parsed,G1,,TBX,,Full,
G1TCA,parsed,G1,,TCA,,Full,
G1TCD,parsed,G1,,TCD,,Full,
G1TCE,parsed,G1,,TCE,,Full,
G1TCF,parsed,G1,,TCF,,Full,
G1TCH,parsed,G1,,TCH,,Full,
G1TCK,parsed,G1,,TCK,,Full,
G1TCM,parsed,G1,,TCM,,Full,
G1TCN,parsed,G1,,TCN,,Full,
G1TCP,parsed,G1,,TCP,,Full,
G1TCT,parsed,G1,,TCT,,Full,
G1TCZ,parsed,G1,,TCZ,,Full,
G1TDA,parsed,G1,,TDA,,Full,
G1TDB,parsed,G1,,TDB,,Full,
G1TDC,parsed,G1,,TDC,,Full,
G1TDD,parsed,G1,,TDD,,Full,
G1TDG,parsed,G1,,TDG,,Full,
G1TDH,parsed,G1,,TDH,,Full,
G1TDK,parsed,G1,,TDK,,Full,
G1TDL,parsed,G1,,TDL,,Full,
G1TDM,parsed,G1,,TDM,,Full,
G1TDN,parsed,G1,,TDN,,Full,
G1TDO,parsed,G1,,TDO,,Full,
G1TDP,parsed,G1,,TDP,,Full,
G1TDQ,parsed,G1,,TDQ,,Full,
G1TDR,parsed,G1,,TDR,,Full,
G1TDT,parsed,G1,,TDT,,Full,
G1TDU,parsed,G1,,TDU,,Full,
G1TDV,parsed,G1,,TDV,,Full,
G1TDW,parsed,G1,,TDW,,Full,
G1TDX,parsed,G1,,TDX,,Full,
G1TDY,parsed,G1,,TDY,,Full,
G1TEA,parsed,G1,,TEA,,Full,
G1TEC,parsed,G1,,TEC,,Full,
G1TED,parsed,G1,,TED,,Full,
G1TEJ,parsed,G1,,TEJ,,Full,
G1TEL,parsed,G1,,TEL,,Full,
G1TEN,parsed,G1,,TEN,,Full,
G1TEQ,parsed,G1,,TEQ,,Full,
G1TER,parsed,G1,,TER,,Full,
G1TES,parsed,G1,,TES,,Full,
G1TEU,parsed,G1,,TEU,,Full,
G1TEW,parsed,G1,,TEW,,Full,
G1TEX,parsed,G1,,TEX,,Full,
G1TEY,parsed,G1,,TEY,,Full,
G1TEZ,parsed,G1,,TEZ,,Full,
G1TFB,parsed,G1,,TFB,,Full,
G1TFC,parsed,G1,,TFC,,Full,forbidden-suffix
G1TFF,parsed,G1,,TFF,,Full,
G1TFG,parsed,G1,,TFG,,Full,
G1TFH,parsed,G1,,TFH,,Full,
G1TFI,parsed,G1,,TFI,,Full,
G1TFK,parsed,G1,,TFK,,Full,
G1TFL,parsed,G1,,TFL,,Full,
G1TFM,parsed,G1,,TFM,,Full,
G1TFN,parsed,G1,,TFN,,Full,
G1TFP,parsed,G1,,TFP,,Full,
G1TFR,parsed,G1,,TFR,,Full,
G1TFU,parsed,G1,,TFU,,Full,
G1TFV,parsed,G1,,TFV,,Full,
G1TFW,parsed,G1,,TFW,,Full,
G1TFY,parsed,G1,,TFY,,Full,
G1TFZ,parsed,G1,,TFZ,,Full,
G1TGA,parsed,G1,,TGA,,Full,
G1TGC,parsed,G1,,TGC,,Full,
G1TGF,parsed,G1,,TGF,,Full,
G1TGG,parsed,G1,,TGG,,Full,
G1TGI,parsed,G1,,TGI,,Full,
G1TGJ,parsed,G1,,TGJ,,Full,
G1TGK,parsed,G1,,TGK,,Full,
G1TGM,parsed,G1,,TGM,,Full,
G1TGN,parsed,G1,,TGN,,Full,
G1TGP,parsed,G1,,TGP,,Full,
G1TGR,parsed,G1,,TGR,,Full,
G1TGS,parsed,G1,,TGS,,Full,
G1TGU,parsed,G1,,TGU,,Full,
G1TGW,parsed,G1,,TGW,,Full,
G1TGY,parsed,G1,,TGY,,Full,
G1TGZ,parsed,G1,,TGZ,,Full,
G1THA,parsed,G1,,THA,,Full,
G1THC,parsed,G1,,THC,,Full,
G1THD,parsed,G1,,THD,,Full,
G1THE,parsed,G1,,THE,,Full,
G1THF,parsed,G1,,THF,,Full,
G1THG,parsed,G1,,THG,,Full,
G1THJ,parsed,G1,,THJ,,Full,
G1THL,parsed,G1,,THL,,Full,
G1THM,parsed,G1,,THM,,Full,
G1THO,parsed,G1,,THO,,Full,
G1THP,parsed,G1,,THP,,Full,
G1THR,parsed,G1,,THR,,Full,
G1THS,parsed,G1,,THS,,Full,
G1THT,parsed,G1,,THT,,Full,
G1THV,parsed,G1,,THV,,Full,
G1THW,parsed,G1,,THW,,Full,
G1THX,parsed,G1,,THX,,Full,
G1THY,parsed,G1,,THY,,Full,
G1THZ,parsed,G1,,THZ,,Full,
G1TID,parsed,G1,,TID,,Full,
G1TIE,parsed,G1,,TIE,,Full,
G1TIF,parsed,G1,,TIF,,Full,
G1TIH,parsed,G1,,TIH,,Full,
G1TII,parsed,G1,,TII,,Full,
G1TIJ,parsed,G1,,TIJ,,Full,
G1TIK,parsed,G1,,TIK,,Full,
G1TIL,parsed,G1,,TIL,,Full,
G1TIM,parsed,G1,,TIM,,Full,
G1TIO,parsed,G1,,TIO,,Full,
G1TIQ,parsed,G1,,TIQ,,Full,
G1TIU,parsed,G1,,TIU,,Full,
G1TJH,parsed,G1,,TJH,,Full,
G1TJK,parsed,G1,,TJK,,Full,
G1TJL,parsed,G1,,TJL,,Full,
G1TJP,parsed,G1,,TJP,,Full,
G1TJR,parsed,G1,,TJR,,Full,
G1TJT,parsed,G1,,TJT,,Full,
G1TJV,parsed,G1,,TJV,,Full,
G1TJW,parsed,G1,,TJW,,Full,
