Value,Status,Product,Call Sign MMSI: Last Modified Date
M7JWR,Allocated,Amateur Foundation Radio Licence,15/03/2022
M6AYZ,Allocated,Amateur Foundation Radio Licence,01/06/2020
M7PVT,Allocated,Amateur Foundation Radio Licence,13/12/2022
M6PBT,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7MIJ,Allocated,Amateur Foundation Radio Licence,05/11/2021
M3XDE,Reserved,Amateur Foundation Radio Licence,12/08/2016
M7JKR,Allocated,Amateur Foundation Radio Licence,05/11/2021
M6MND,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7LTW,Allocated,Amateur Foundation Radio Licence,05/11/2021
M3AVB,Allocated,Amateur Foundation Radio Licence,12/08/2016
M7HUK,Allocated,Amateur Foundation Radio Licence,05/11/2021
M3TVJ,Allocated,Amateur Foundation Radio Licence,12/08/2016
M7MEJ,Allocated,Amateur Foundation Radio Licence,15/10/2022
M6BKE,Allocated,Amateur Foundation Radio Licence,26/01/2020
M7GFB,Allocated,Amateur Foundation Radio Licence,06/09/2022
M6AZC,Reserved,Amateur Foundation Radio Licence,10/08/2016
20HMQ,Allocated,Amateur Intermediate Radio Licence,05/11/2021
M6AZD,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7THE,Allocated,Amateur Foundation Radio Licence,24/01/2022
M6HJR,Allocated,Amateur Foundation Radio Licence,13/08/2016
M7CNH,Allocated,Amateur Foundation Radio Licence,08/11/2021
M6MCS,Allocated,Amateur Foundation Radio Licence,27/12/2020
20VUM,Allocated,Amateur Intermediate Radio Licence,03/06/2022
M6RMH,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7MZX,Allocated,Amateur Foundation Radio Licence,24/01/2022
M6MHO,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7IDP,Allocated,Amateur Foundation Radio Licence,15/03/2022
M6GAH,Allocated,Amateur Foundation Radio Licence,13/03/2017
M7DGF,Allocated,Amateur Foundation Radio Licence,25/04/2022
M6AZF,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7DNG,Allocated,Amateur Foundation Radio Licence,22/06/2022
M6KRU,Allocated,Amateur Foundation Radio Licence,13/05/2019
20HXR,Allocated,Amateur Intermediate Radio Licence,04/06/2022
M3WHD,Allocated,Amateur Foundation Radio Licence,02/07/2020
M0JUT,Allocated,Amateur Full Radio Licence,07/11/2021
M6HPW,Allocated,Amateur Foundation Radio Licence,14/09/2016
M0JUU,Allocated,Amateur Full Radio Licence,12/11/2021
M6HOM,Allocated,Amateur Foundation Radio Licence,23/07/2016
G8GNL,Allocated,,29/11/2022
M6EFT,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7CNI,Allocated,Amateur Foundation Radio Licence,08/11/2021
M6RSM,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7REH,Allocated,Amateur Foundation Radio Licence,24/01/2022
M6ION,Allocated,Amateur Foundation Radio Licence,26/02/2017
M7CZN,Allocated,Amateur Foundation Radio Licence,16/03/2022
M6DME,Allocated,Amateur Foundation Radio Licence,09/09/2018
M7GEW,Allocated,Amateur Foundation Radio Licence,24/01/2022
M3XWH,Allocated,Amateur Foundation Radio Licence,15/07/2021
M7RVF,Allocated,Amateur Foundation Radio Licence,08/11/2021
M6RIH,Allocated,Amateur Foundation Radio Licence,27/12/2018
M7DKU,Allocated,Amateur Foundation Radio Licence,05/06/2022
M6COG,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7ONS,Allocated,Amateur Foundation Radio Licence,27/01/2022
M6NHI,Allocated,Amateur Foundation Radio Licence,16/02/2018
20FCD,Allocated,Amateur Intermediate Radio Licence,03/01/2023
M3WJN,Allocated,Amateur Foundation Radio Licence,12/08/2016
M7CNK,Allocated,Amateur Foundation Radio Licence,08/11/2021
M3TWQ,Allocated,Amateur Foundation Radio Licence,02/08/2016
M0KEU,Allocated,Amateur Full Radio Licence,23/12/2022
M6PIX,Allocated,Amateur Foundation Radio Licence,09/09/2018
M7EAJ,Allocated,Amateur Foundation Radio Licence,16/11/2022
M6AZG,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7CNM,Allocated,Amateur Foundation Radio Licence,10/11/2021
M6BFH,Allocated,Amateur Foundation Radio Licence,17/07/2017
M7RDF,Allocated,,06/06/2022
M6MFL,Allocated,Amateur Foundation Radio Licence,23/01/2019
M7RRG,Allocated,Amateur Foundation Radio Licence,08/11/2021
M6PGH,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7HFE,Allocated,Amateur Foundation Radio Licence,08/11/2021
M6LWR,Allocated,Amateur Foundation Radio Licence,14/12/2017
M7CVE,Allocated,Amateur Foundation Radio Licence,25/01/2022
M6TYK,Allocated,Amateur Foundation Radio Licence,23/07/2016
G5STO,Reserved,,27/01/2022
M3UJU,Allocated,Amateur Foundation Radio Licence,23/07/2016
20HXU,Allocated,Amateur Intermediate Radio Licence,06/06/2022
M6WGL,Allocated,Amateur Foundation Radio Licence,09/10/2022
M7GKL,Allocated,Amateur Foundation Radio Licence,28/07/2022
M6IBB,Allocated,Amateur Foundation Radio Licence,23/07/2016
M5BHC,Reserved,,29/09/2022
M6MIS,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7AYU,Allocated,Amateur Foundation Radio Licence,10/08/2020
M6JKX,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7FGC,Allocated,Amateur Foundation Radio Licence,22/06/2021
M6DSZ,Allocated,Amateur Foundation Radio Licence,11/04/2021
M7GBD,Allocated,Amateur Foundation Radio Licence,27/03/2021
M6MWI,Reserved,Amateur Foundation Radio Licence,10/05/2017
M7DGT,Allocated,Amateur Foundation Radio Licence,26/04/2022
M6KAS,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7MEM,Allocated,Amateur Foundation Radio Licence,15/08/2020
M6CVS,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7TGB,Allocated,Amateur Foundation Radio Licence,20/02/2021
M6HAO,Allocated,Amateur Foundation Radio Licence,16/05/2022
20SPO,Allocated,Amateur Intermediate Radio Licence,23/11/2018
M3UBE,Allocated,Amateur Foundation Radio Licence,05/02/2021
20KLZ,Allocated,Amateur Intermediate Radio Licence,18/06/2019
M6BHW,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7IMM,Allocated,Amateur Foundation Radio Licence,14/05/2022
M3ULF,Allocated,Amateur Foundation Radio Licence,15/09/2021
M0XEM,Allocated,Amateur Full Radio Licence,09/11/2021
M6BHY,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7CVF,Allocated,Amateur Foundation Radio Licence,26/01/2022
M6NIX,Allocated,Amateur Foundation Radio Licence,22/02/2018
21OOO,Allocated,,18/11/2021
M6SWD,Allocated,Amateur Foundation Radio Licence,23/07/2016
20XKG,Allocated,Amateur Intermediate Radio Licence,10/11/2021
M6BHZ,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7OED,Allocated,Amateur Foundation Radio Licence,09/11/2021
M6BIA,Allocated,Amateur Foundation Radio Licence,10/08/2016
20HQA,Allocated,Amateur Intermediate Radio Licence,28/01/2022
M6BIB,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7WCF,Allocated,Amateur Foundation Radio Licence,09/11/2021
M6XTF,Allocated,Amateur Foundation Radio Licence,20/01/2018
M7XDL,Allocated,Amateur Foundation Radio Licence,21/05/2022
M6BID,Allocated,Amateur Foundation Radio Licence,10/08/2016
M0NTO,Allocated,Amateur Full Radio Licence,17/03/2022
M6DDF,Allocated,Amateur Foundation Radio Licence,21/09/2020
M7CZO,Allocated,Amateur Foundation Radio Licence,16/03/2022
M6LMG,Allocated,Amateur Foundation Radio Licence,23/07/2016
20PVP,Allocated,Amateur Intermediate Radio Licence,16/03/2022
M6FSX,Allocated,Amateur Foundation Radio Licence,20/05/2021
20VZV,Allocated,Amateur Intermediate Radio Licence,10/11/2021
M3UBF,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7OZO,Allocated,Amateur Foundation Radio Licence,17/03/2022
M6PRA,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7CZP,Allocated,Amateur Foundation Radio Licence,16/03/2022
M6FAH,Allocated,Amateur Foundation Radio Licence,06/06/2021
M7RSU,Allocated,Amateur Foundation Radio Licence,16/03/2022
M6KTC,Allocated,Amateur Foundation Radio Licence,11/10/2017
M7JKX,Allocated,Amateur Foundation Radio Licence,25/04/2022
M6BIH,Allocated,Amateur Foundation Radio Licence,10/08/2016
G5LBS,Allocated,,25/01/2022
M6CWS,Allocated,Amateur Foundation Radio Licence,10/08/2016
20HVH,Allocated,Amateur Intermediate Radio Licence,27/10/2022
M6BIE,Allocated,Amateur Foundation Radio Licence,23/01/2022
M7CZQ,Allocated,Amateur Foundation Radio Licence,16/03/2022
M6BII,Allocated,Amateur Foundation Radio Licence,10/08/2017
M7KWA,Allocated,Amateur Foundation Radio Licence,22/04/2022
M6CIV,Allocated,Amateur Foundation Radio Licence,10/08/2016
20HMT,Allocated,Amateur Intermediate Radio Licence,16/11/2021
M6HZS,Allocated,Amateur Foundation Radio Licence,01/12/2016
M7LKA,Allocated,Amateur Foundation Radio Licence,16/03/2022
M6HTY,Allocated,Amateur Foundation Radio Licence,23/07/2016
20HSU,Allocated,Amateur Intermediate Radio Licence,23/03/2022
M6MGL,Allocated,Amateur Foundation Radio Licence,23/07/2016
20TII,Allocated,Amateur Intermediate Radio Licence,25/01/2022
M6ZXT,Allocated,Amateur Foundation Radio Licence,23/07/2016
M0LFD,Allocated,Amateur Full Radio Licence,16/03/2022
M6RGL,Allocated,Amateur Foundation Radio Licence,23/07/2016
20HWQ,Allocated,Amateur Intermediate Radio Licence,21/05/2022
M6GHE,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7NED,Allocated,Amateur Foundation Radio Licence,10/11/2021
M6JMI,Allocated,Amateur Foundation Radio Licence,23/07/2016
G5CEO,Reserved,,29/06/2022
M6RHW,Allocated,Amateur Foundation Radio Licence,13/07/2019
M7DGG,Allocated,Amateur Foundation Radio Licence,25/04/2022
M6BIM,Allocated,Amateur Foundation Radio Licence,31/08/2020
20FSQ,Allocated,Amateur Intermediate Radio Licence,08/03/2020
M6PKW,Allocated,Amateur Foundation Radio Licence,22/11/2020
M7RNU,Allocated,Amateur Foundation Radio Licence,06/06/2022
M6ZBR,Allocated,Amateur Foundation Radio Licence,23/12/2019
M7SIW,Allocated,Amateur Foundation Radio Licence,21/05/2022
M6BVB,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7DDA,Allocated,Amateur Foundation Radio Licence,02/04/2022
M6JTU,Allocated,Amateur Foundation Radio Licence,29/06/2017
20NRE,Allocated,Amateur Intermediate Radio Licence,18/06/2019
M6GAO,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7CZR,Allocated,Amateur Foundation Radio Licence,17/03/2022
M6RDD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7KAT,Allocated,Amateur Foundation Radio Licence,03/03/2021
M6RTZ,Allocated,Amateur Foundation Radio Licence,04/03/2017
M7CLT,Allocated,Amateur Foundation Radio Licence,20/10/2021
M6BQR,Allocated,Amateur Foundation Radio Licence,10/08/2016
20FYZ,Allocated,Amateur Intermediate Radio Licence,22/09/2020
M6RCQ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7KNJ,Allocated,Amateur Foundation Radio Licence,01/09/2022
M6LCW,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7JOE,Allocated,Amateur Foundation Radio Licence,05/03/2020
M6HUJ,Allocated,Amateur Foundation Radio Licence,24/10/2016
M7RCT,Allocated,Amateur Foundation Radio Licence,14/01/2022
M6BQS,Allocated,Amateur Foundation Radio Licence,10/10/2018
M7DCF,Allocated,Amateur Foundation Radio Licence,22/08/2020
M6BQT,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7CAT,Allocated,Amateur Foundation Radio Licence,15/08/2020
M6NAE,Allocated,Amateur Foundation Radio Licence,23/07/2016
20SWK,Allocated,Amateur Intermediate Radio Licence,16/03/2022
M6BQU,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7AGJ,Allocated,Amateur Foundation Radio Licence,19/06/2019
M6KDK,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7CNO,Allocated,Amateur Foundation Radio Licence,11/11/2021
M6MHM,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7NEP,Reserved,,10/11/2021
M6VWP,Allocated,Amateur Foundation Radio Licence,23/07/2016
M0JVX,Allocated,Amateur Full Radio Licence,27/12/2022
M6MDZ,Allocated,Amateur Foundation Radio Licence,06/09/2018
M7ERJ,Allocated,Amateur Foundation Radio Licence,05/06/2022
M6SCA,Allocated,Amateur Foundation Radio Licence,23/07/2016
G8FGR,Allocated,,17/02/2022
M6BQV,Allocated,Amateur Foundation Radio Licence,29/09/2019
M7WYA,Allocated,Amateur Foundation Radio Licence,11/11/2021
M6SBY,Allocated,Amateur Foundation Radio Licence,23/07/2016
20YVV,Allocated,Amateur Intermediate Radio Licence,26/01/2022
M6ZZD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7IRC,Allocated,Amateur Foundation Radio Licence,17/03/2022
M6HTS,Allocated,Amateur Foundation Radio Licence,26/10/2020
M7DBY,Allocated,Amateur Foundation Radio Licence,30/03/2022
M6NND,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7CNP,Allocated,Amateur Foundation Radio Licence,11/11/2021
M6FRD,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7CNQ,Allocated,Amateur Foundation Radio Licence,11/11/2021
M6YIN,Allocated,Amateur Foundation Radio Licence,23/07/2016
M0VFX,Allocated,Amateur Full Radio Licence,11/11/2021
M3ZXN,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7UTH,Allocated,Amateur Foundation Radio Licence,17/03/2022
M6POH,Allocated,Amateur Foundation Radio Licence,29/01/2021
M7KPH,Allocated,Amateur Foundation Radio Licence,11/11/2021
M6EOJ,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7NSG,Allocated,Amateur Foundation Radio Licence,26/01/2022
M6DGI,Allocated,Amateur Foundation Radio Licence,14/05/2018
M7WHU,Allocated,Amateur Foundation Radio Licence,23/12/2022
M6TMD,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7MEE,Allocated,Amateur Foundation Radio Licence,21/10/2022
M6TCM,Allocated,Amateur Foundation Radio Licence,05/04/2020
M7XCG,Allocated,Amateur Foundation Radio Licence,17/03/2022
M6MDK,Allocated,Amateur Foundation Radio Licence,02/03/2018
M7PSZ,Allocated,Amateur Foundation Radio Licence,26/01/2022
M6RZW,Allocated,Amateur Foundation Radio Licence,15/06/2020
M7EFT,Allocated,Amateur Foundation Radio Licence,11/11/2021
M6BQW,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7JWN,Allocated,Amateur Foundation Radio Licence,26/01/2022
M6DPF,Allocated,Amateur Foundation Radio Licence,17/05/2017
M7CNR,Allocated,Amateur Foundation Radio Licence,11/11/2021
M6ISG,Allocated,Amateur Foundation Radio Licence,22/03/2017
M7CVG,Allocated,Amateur Foundation Radio Licence,26/01/2022
M6BQX,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7EJT,Allocated,Amateur Foundation Radio Licence,26/01/2022
M6TWB,Allocated,Amateur Foundation Radio Licence,23/07/2016
G8CML,Allocated,,15/11/2021
M6KRX,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7CZS,Allocated,Amateur Foundation Radio Licence,18/03/2022
M6HNZ,Allocated,Amateur Foundation Radio Licence,13/08/2017
20KEX,Allocated,Amateur Intermediate Radio Licence,27/01/2022
M6BQY,Allocated,Amateur Foundation Radio Licence,10/08/2016
G5JDA,Allocated,,27/04/2022
M6JRQ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7CVH,Allocated,Amateur Foundation Radio Licence,26/01/2022
M6CBU,Allocated,Amateur Foundation Radio Licence,10/08/2016
20HXV,Allocated,Amateur Intermediate Radio Licence,10/06/2022
M6BZH,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7DYR,Allocated,Amateur Foundation Radio Licence,22/10/2022
M6OJK,Allocated,Amateur Foundation Radio Licence,11/04/2021
M7EVE,Allocated,Amateur Foundation Radio Licence,17/03/2022
M6BZI,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7RFW,Allocated,Amateur Foundation Radio Licence,18/05/2022
M6RPB,Reserved,Amateur Foundation Radio Licence,23/07/2016
G5FRG,Allocated,,06/06/2022
M6ZSU,Allocated,Amateur Foundation Radio Licence,23/07/2016
20HWS,Allocated,Amateur Intermediate Radio Licence,21/05/2022
M6WTP,Allocated,Amateur Foundation Radio Licence,23/12/2016
M0PWV,Allocated,Amateur Full Radio Licence,06/06/2022
M6RDG,Allocated,Amateur Foundation Radio Licence,09/03/2021
G5SBZ,Allocated,,28/01/2022
M6BZJ,Allocated,Amateur Foundation Radio Licence,10/08/2016
20HWT,Allocated,Amateur Intermediate Radio Licence,22/05/2022
M6DHS,Allocated,Amateur Foundation Radio Licence,13/04/2020
G8CPM,Allocated,,25/11/2022
M6LYS,Allocated,Amateur Foundation Radio Licence,23/07/2016
M0IXF,Allocated,Amateur Full Radio Licence,06/05/2020
M6HLT,Allocated,Amateur Foundation Radio Licence,19/08/2016
M7FKW,Allocated,Amateur Foundation Radio Licence,14/01/2022
M6KOF,Allocated,Amateur Foundation Radio Licence,13/09/2017
M7NYC,Reserved,Amateur Foundation Radio Licence,22/11/2021
M6MMZ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7OGA,Allocated,Amateur Foundation Radio Licence,03/11/2022
M6FAJ,Allocated,Amateur Foundation Radio Licence,10/08/2016
M0JXJ,Allocated,Amateur Full Radio Licence,18/03/2022
M6KAX,Allocated,Amateur Foundation Radio Licence,05/02/2018
M7CZT,Allocated,Amateur Foundation Radio Licence,18/03/2022
M6BZK,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7MZT,Allocated,Amateur Foundation Radio Licence,04/11/2022
M6NJM,Allocated,Amateur Foundation Radio Licence,19/10/2017
M7CVJ,Allocated,Amateur Foundation Radio Licence,28/01/2022
M6LBZ,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7GDD,Allocated,Amateur Foundation Radio Licence,28/09/2022
M6CKC,Allocated,Amateur Foundation Radio Licence,10/08/2016
G5NLD,Allocated,,18/03/2022
M6DDI,Allocated,Amateur Foundation Radio Licence,23/02/2020
M0MWJ,Allocated,Amateur Full Radio Licence,11/11/2021
M6FBU,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7JYM,Allocated,Amateur Foundation Radio Licence,02/05/2022
M6OSE,Allocated,Amateur Foundation Radio Licence,08/11/2017
20XMR,Allocated,Amateur Intermediate Radio Licence,28/01/2022
M6GAU,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7RCG,Allocated,Amateur Foundation Radio Licence,28/01/2022
M6JMN,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7CVL,Allocated,Amateur Foundation Radio Licence,28/01/2022
M6JCI,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7NHK,Allocated,Amateur Foundation Radio Licence,27/10/2022
M6WBC,Allocated,Amateur Foundation Radio Licence,23/07/2016
M0JVZ,Allocated,Amateur Full Radio Licence,28/01/2022
M6DCK,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7CPA,Allocated,Amateur Foundation Radio Licence,19/11/2021
M6UNO,Allocated,Amateur Foundation Radio Licence,27/02/2018
M0KHB,Allocated,,22/03/2022
M6TJM,Allocated,Amateur Foundation Radio Licence,02/06/2017
M7NZZ,Allocated,Amateur Foundation Radio Licence,28/01/2022
M3ZAV,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7LZT,Allocated,Amateur Foundation Radio Licence,28/01/2022
M3ZSB,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7CVK,Allocated,Amateur Foundation Radio Licence,28/01/2022
M6FBA,Allocated,Amateur Foundation Radio Licence,10/08/2016
M7MTL,Allocated,Amateur Foundation Radio Licence,15/11/2021
M3YGB,Allocated,Amateur Foundation Radio Licence,23/07/2016
G1RJL,Reserved,,02/11/2022
M6LBI,Allocated,Amateur Foundation Radio Licence,23/07/2016
M0JUV,Allocated,Amateur Full Radio Licence,17/11/2021
M6PRE,Allocated,Amateur Foundation Radio Licence,04/12/2017
M7CNU,Allocated,Amateur Foundation Radio Licence,12/11/2021
M6MNM,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7OZX,Allocated,Amateur Foundation Radio Licence,28/01/2022
M6BZL,Allocated,Amateur Foundation Radio Licence,10/08/2016
20HQB,Allocated,Amateur Intermediate Radio Licence,28/01/2022
M3ATA,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7CVM,Allocated,Amateur Foundation Radio Licence,28/01/2022
M3BFS,Allocated,Amateur Foundation Radio Licence,12/08/2016
M7SDV,Allocated,Amateur Foundation Radio Licence,28/01/2022
M6UGX,Allocated,Amateur Foundation Radio Licence,23/07/2016
M7KRI,Allocated,Amateur Foundation Radio Licence,28/01/2022
M3WDS,Allocated,Amateur Foundation Radio Licence,06/04/2020
