Value__c,Product__c,Status__c,Type__c
G4RKX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TGE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TGG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TGK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TGM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TGT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TGV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TGW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4THC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4THF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4THG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4THH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G4THL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4THN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4THP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4THR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4THU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4THV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TIA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TIC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4TID,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G2HW,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
G5MW,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
G1YNG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YNH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YNL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YNQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YNY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YOA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YOD,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G1YOF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YOK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YOM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YOR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YOS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BOF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BOH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BOJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BOL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BOM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BON,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BOO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BOR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BOW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BOX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BPA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BPB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PHO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PSV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0BPF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PUX,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BPH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BPJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0BPK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0FEX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0FEZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GYZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0GZB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VUR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VUS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VUV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VVX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G8VVZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GVM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GWC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GVV,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3GWA,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3GUR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GXQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GYC,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3GYE,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3GYF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3GYQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GZH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3GZJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GZT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GZX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3GZZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3HAA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3HAG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3HAL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3HAN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3HAT,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3HAV,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3KOP,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3HVJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YOT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YPJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1YPM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3CCF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3WTY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WTZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUE,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3WUG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WUZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3WVG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WVO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3WVQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3WVR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3DUL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DUN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DUW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3DUZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DVK,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DVL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DVQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DVV,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DWI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3DWQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DWW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DXU,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DXY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DXZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3DYH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3DYO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3DZJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3DZS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3EAO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3EBV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3IXG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3IXI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3IXN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0PUK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ARV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ASA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ASG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ASN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0EFD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RGL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ASY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ATA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ATG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ATL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ATQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ATU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ATW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0OYA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G7KAK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0KKL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0KKO,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G0KKS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0KKT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1UUL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1UUP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1UUS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VUG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VUS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VUT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VUU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VUX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1VUY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1IBX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ICH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1ICK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RNG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G0RNE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HDY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4HDZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4JCL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G4JCM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XNX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XOD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XOF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3XOI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XOJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3XON,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3XOP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZOF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ZOG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZOH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZOL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZOM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZON,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZOT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZOW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZOX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZPA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZPB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZPD,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ZPF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZPG,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
G3ZPI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZPJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZPK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G3ZPL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M6WHG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LFE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FMZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LEQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VXP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6VFN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LZM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LWP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LXM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FWP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6ODJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LFP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FWQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6GLZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6ZGZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6KRY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FWT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6KVY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6JIR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6RTG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6WDU,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M6GXX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LXL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6GJA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6OOL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6NWD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6MYB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FWU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6IGH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FZH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XMP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6WEF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FZK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FZI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6WKB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6WVB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6XII,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6XYA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FOQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6NUP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6VPR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6PFP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6SWZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6HTA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6TPP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6UEB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6YWZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FOT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LFI,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3ZVW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6YZV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6ZDM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6ZRA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6ZTB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6KIG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ENQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WEF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3UQH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6HGP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6ZSY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6VPW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6XTX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FWW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FWV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6TIH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6UBH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6YJB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FWX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6PGY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6TIO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6KZU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6SMX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6FWZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6VKZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6WLR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3FET,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6RLQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6VSC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3UQJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3JZV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VFM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3SBV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3JZX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MBV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ELS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MYB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MYE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MDI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3OAF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3OTO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MDQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MDV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MCU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MEI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MEO,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3MEQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3HSV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ZOT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WDI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RRJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ZEA,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ZEF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MEU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3NCO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3NBN,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3YSE,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3MFE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3MFI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3YJR,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3OJR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3GPG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3UYD,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3NCX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3LQT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RWZ,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3RDV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3LQU,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3ZPE,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VYK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VXH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XZA,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3ZIV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ZVP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VYF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XMI,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3WEV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WXD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3YDO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WBQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WLX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VYI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WUW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WQD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6GAB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6NCK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6PAT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6CLN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6CMT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6TRJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6TOM,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3ZEI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6NCB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6TRY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6KAY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6ABI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XVH,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M6JOS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6SPY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6KLC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6RPR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6BEN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6GLC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6VPZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6ZPZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LLW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6KLK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XVI,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3WWF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RYY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6JLK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6MVO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XDI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VYJ,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3WDQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XBS,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VYP,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3VYU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VZH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3TVX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WUD,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M3YNC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3ZNG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VZC,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WSQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3RYZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WPP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3XOL,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3WDU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M3VZW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
