Value__c,Product__c,Status__c,Type__c
M0EQZ,,Reserved,Call Sign - Amateur
G1XYT,,Reserved,Call Sign - Amateur
G4RTD,,Reserved,Call Sign - Amateur
G8VEL,,Reserved,Call Sign - Amateur
G8VKL,,Reserved,Call Sign - Amateur
G8VYX,,Reserved,Call Sign - Amateur
G8WMS,,Reserved,Call Sign - Amateur
G8WXQ,,Reserved,Call Sign - Amateur
G1PMB,,Reserved,Call Sign - Amateur
M0GJB,,Reserved,Call Sign - Amateur
G3SSI,,Reserved,Call Sign - Amateur
G7LRV,,Reserved,Call Sign - Amateur
G1ESD,,Reserved,Call Sign - Amateur
G1EWI,,Reserved,Call Sign - Amateur
G1EYX,,Reserved,Call Sign - Amateur
G1FDX,,Reserved,Call Sign - Amateur
G1FGQ,,Reserved,Call Sign - Amateur
G7LTJ,,Reserved,Call Sign - Amateur
G1FMY,,Reserved,Call Sign - Amateur
G1FPR,,Reserved,Call Sign - Amateur
G7LVQ,,Reserved,Call Sign - Amateur
G1GRV,,Reserved,Call Sign - Amateur
G7LWI,,Allocated,Call Sign - Amateur
G7LWR,,Reserved,Call Sign - Amateur
G7LXM,,Reserved,Call Sign - Amateur
G1HRB,,Reserved,Call Sign - Amateur
G7LZQ,,Reserved,Call Sign - Amateur
G1INH,,Allocated,Call Sign - Amateur
G1ISW,,Reserved,Call Sign - Amateur
G1IUU,,Reserved,Call Sign - Amateur
G1IYW,,Reserved,Call Sign - Amateur
G1JAW,,Reserved,Call Sign - Amateur
G1JDR,,Reserved,Call Sign - Amateur
G1JFZ,,Reserved,Call Sign - Amateur
G7PUS,,Reserved,Call Sign - Amateur
G4OUO,,Reserved,Call Sign - Amateur
G7TES,,Reserved,Call Sign - Amateur
G7PSO,,Reserved,Call Sign - Amateur
G7PRM,,Reserved,Call Sign - Amateur
G7PVD,,Reserved,Call Sign - Amateur
G7PVH,,Reserved,Call Sign - Amateur
G1IOH,,Reserved,Call Sign - Amateur
G0VDF,,Reserved,Call Sign - Amateur
G7NHM,,Reserved,Call Sign - Amateur
G7PVM,,Reserved,Call Sign - Amateur
M1DLQ,,Reserved,Call Sign - Amateur
G7VTG,,Reserved,Call Sign - Amateur
M0BYX,,Reserved,Call Sign - Amateur
M1DLV,,Reserved,Call Sign - Amateur
G6LOE,,Reserved,Call Sign - Amateur
M1DLS,,Allocated,Call Sign - Amateur
M0BZD,,Reserved,Call Sign - Amateur
G1BRZ,,Reserved,Call Sign - Amateur
M1DLU,,Reserved,Call Sign - Amateur
M0BZL,,Reserved,Call Sign - Amateur
G8JLQ,,Reserved,Call Sign - Amateur
M1DLZ,,Reserved,Call Sign - Amateur
G8DWQ,,Reserved,Call Sign - Amateur
G7VTI,,Reserved,Call Sign - Amateur
G4HJU,,Reserved,Call Sign - Amateur
G7LFX,,Allocated,Call Sign - Amateur
G4SYH,,Reserved,Call Sign - Amateur
G8CGK,,Reserved,Call Sign - Amateur
G8DJC,,Reserved,Call Sign - Amateur
G8DWD,,Reserved,Call Sign - Amateur
G8DZS,,Reserved,Call Sign - Amateur
G8EEU,,Reserved,Call Sign - Amateur
G8EXG,,Reserved,Call Sign - Amateur
G8GIA,,Reserved,Call Sign - Amateur
G4TGY,,Reserved,Call Sign - Amateur
G8HJZ,,Reserved,Call Sign - Amateur
G8HPD,,Reserved,Call Sign - Amateur
G8JAE,,Reserved,Call Sign - Amateur
G8KTB,,Reserved,Call Sign - Amateur
G1JII,,Reserved,Call Sign - Amateur
G1JMZ,,Reserved,Call Sign - Amateur
G1JPO,,Reserved,Call Sign - Amateur
G1JUH,,Reserved,Call Sign - Amateur
G1KGY,,Reserved,Call Sign - Amateur
G1KPG,,Reserved,Call Sign - Amateur
G1KSM,,Reserved,Call Sign - Amateur
G1KYP,,Reserved,Call Sign - Amateur
G1LMA,,Reserved,Call Sign - Amateur
G1LWO,,Reserved,Call Sign - Amateur
M0DCI,,Reserved,Call Sign - Amateur
G1MGT,,Reserved,Call Sign - Amateur
G1MQX,,Reserved,Call Sign - Amateur
G1NCA,,Reserved,Call Sign - Amateur
G1NHZ,,Reserved,Call Sign - Amateur
G1NQK,,Reserved,Call Sign - Amateur
G1NVK,,Reserved,Call Sign - Amateur
G1ODP,,Reserved,Call Sign - Amateur
G1OSY,,Reserved,Call Sign - Amateur
G1OYI,,Reserved,Call Sign - Amateur
G1PJQ,,Reserved,Call Sign - Amateur
G1PTS,,Reserved,Call Sign - Amateur
G1PYN,,Reserved,Call Sign - Amateur
G1RMZ,,Reserved,Call Sign - Amateur
G1RPR,,Reserved,Call Sign - Amateur
G1RVA,,Reserved,Call Sign - Amateur
G1RXK,,Reserved,Call Sign - Amateur
G8RPJ,,Reserved,Call Sign - Amateur
G8NOL,,Reserved,Call Sign - Amateur
G0TRA,,Reserved,Call Sign - Amateur
G0TRO,,Reserved,Call Sign - Amateur
G1VFH,,Allocated,Call Sign - Amateur
G1UBO,,Reserved,Call Sign - Amateur
G7OVN,,Reserved,Call Sign - Amateur
G0TRQ,,Reserved,Call Sign - Amateur
G1VXF,,Reserved,Call Sign - Amateur
G7POP,,Reserved,Call Sign - Amateur
G1TTJ,,Reserved,Call Sign - Amateur
G7RYQ,,Reserved,Call Sign - Amateur
G7TUU,,Reserved,Call Sign - Amateur
G7TRC,,Reserved,Call Sign - Amateur
G6VSK,,Reserved,Call Sign - Amateur
G0FVM,,Allocated,Call Sign - Amateur
G0VJO,,Reserved,Call Sign - Amateur
G7RUW,,Reserved,Call Sign - Amateur
G7IIJ,,Reserved,Call Sign - Amateur
G0UMB,,Reserved,Call Sign - Amateur
G7RUZ,,Reserved,Call Sign - Amateur
G0UTI,,Reserved,Call Sign - Amateur
G8DSL,,Reserved,Call Sign - Amateur
G7LCI,,Reserved,Call Sign - Amateur
G8LAH,,Reserved,Call Sign - Amateur
G8DTR,,Reserved,Call Sign - Amateur
G8DTW,,Reserved,Call Sign - Amateur
G7JRL,,Reserved,Call Sign - Amateur
G7JRN,,Reserved,Call Sign - Amateur
G7TDJ,,Reserved,Call Sign - Amateur
G0HYE,,Reserved,Call Sign - Amateur
G7SEV,,Reserved,Call Sign - Amateur
G7FWS,,Reserved,Call Sign - Amateur
G7OQW,,Reserved,Call Sign - Amateur
G7TXQ,,Reserved,Call Sign - Amateur
M0BMI,,Reserved,Call Sign - Amateur
M1CJC,,Reserved,Call Sign - Amateur
M1CJD,,Reserved,Call Sign - Amateur
M1CTU,,Reserved,Call Sign - Amateur
M0BMP,,Reserved,Call Sign - Amateur
G7WDX,,Reserved,Call Sign - Amateur
M1CJG,,Reserved,Call Sign - Amateur
M1CJH,,Reserved,Call Sign - Amateur
M1CJI,,Reserved,Call Sign - Amateur
M1CJJ,,Reserved,Call Sign - Amateur
G6GMV,,Reserved,Call Sign - Amateur
M1CJL,,Reserved,Call Sign - Amateur
M0BPG,,Reserved,Call Sign - Amateur
M1CJO,,Reserved,Call Sign - Amateur
M0BMS,,Reserved,Call Sign - Amateur
M1CJQ,,Reserved,Call Sign - Amateur
G7VTP,,Reserved,Call Sign - Amateur
M1CJR,,Reserved,Call Sign - Amateur
M0LBN,,Reserved,Call Sign - Amateur
M0TFE,,Reserved,Call Sign - Amateur
G6BNA,,Reserved,Call Sign - Amateur
M1HII,,Reserved,Call Sign - Amateur
M1MIX,,Reserved,Call Sign - Amateur
M0VCC,,Allocated,Call Sign - Amateur
M0DLF,,Reserved,Call Sign - Amateur
M0DQI,,Reserved,Call Sign - Amateur
M1FCM,,Reserved,Call Sign - Amateur
M0JLU,,Reserved,Call Sign - Amateur
M1FCN,,Reserved,Call Sign - Amateur
G8XAP,,Reserved,Call Sign - Amateur
M1EJV,,Reserved,Call Sign - Amateur
M1EJW,,Reserved,Call Sign - Amateur
M0FRP,,Reserved,Call Sign - Amateur
M0FRQ,,Reserved,Call Sign - Amateur
M0FRR,,Reserved,Call Sign - Amateur
M0FRT,,Reserved,Call Sign - Amateur
M0FRU,,Reserved,Call Sign - Amateur
M0FRV,,Reserved,Call Sign - Amateur
M0FRW,,Reserved,Call Sign - Amateur
M0FRX,,Reserved,Call Sign - Amateur
M0FSA,,Reserved,Call Sign - Amateur
M0FSB,,Reserved,Call Sign - Amateur
M0FSC,,Reserved,Call Sign - Amateur
M0FSD,,Allocated,Call Sign - Amateur
M0FSF,,Reserved,Call Sign - Amateur
M0EEQ,,Reserved,Call Sign - Amateur
M0EER,,Reserved,Call Sign - Amateur
G4SIR,,Allocated,Call Sign - Amateur
M1JMC,,Reserved,Call Sign - Amateur
M0ULS,,Reserved,Call Sign - Amateur
M1GHZ,,Reserved,Call Sign - Amateur
G8BXB,,Reserved,Call Sign - Amateur
G8LWR,,Reserved,Call Sign - Amateur
G8MBB,,Reserved,Call Sign - Amateur
G8MMO,,Reserved,Call Sign - Amateur
G8YNO,,Reserved,Call Sign - Amateur
G8YWQ,,Allocated,Call Sign - Amateur
G7RDU,,Reserved,Call Sign - Amateur
G7PJK,,Reserved,Call Sign - Amateur
G0UBS,,Reserved,Call Sign - Amateur
G0UQM,,Reserved,Call Sign - Amateur
G7UVA,,Reserved,Call Sign - Amateur
G7UTX,,Reserved,Call Sign - Amateur
G0WTE,,Reserved,Call Sign - Amateur
G0WTJ,,Reserved,Call Sign - Amateur
G7VYO,,Reserved,Call Sign - Amateur
G7VYP,,Reserved,Call Sign - Amateur
G7OSN,,Reserved,Call Sign - Amateur
G0WTN,,Reserved,Call Sign - Amateur
G0LYA,,Reserved,Call Sign - Amateur
G0WTY,,Reserved,Call Sign - Amateur
G0XBB,,Reserved,Call Sign - Amateur
G0TIE,,Reserved,Call Sign - Amateur
G0WFZ,,Reserved,Call Sign - Amateur
G7USY,,Reserved,Call Sign - Amateur
G7USZ,,Reserved,Call Sign - Amateur
G7UTF,,Reserved,Call Sign - Amateur
G7UTM,,Reserved,Call Sign - Amateur
G7UTO,,Reserved,Call Sign - Amateur
G7UTP,,Reserved,Call Sign - Amateur
G7UTQ,,Reserved,Call Sign - Amateur
G7UTU,,Reserved,Call Sign - Amateur
G7UTW,,Reserved,Call Sign - Amateur
G0TIF,,Reserved,Call Sign - Amateur
G7RYU,,Reserved,Call Sign - Amateur
G7TVM,,Reserved,Call Sign - Amateur
G7TVN,,Reserved,Call Sign - Amateur
G0VKA,,Reserved,Call Sign - Amateur
G0VKB,,Reserved,Call Sign - Amateur
G0UMZ,,Reserved,Call Sign - Amateur
G1BWV,,Reserved,Call Sign - Amateur
G0TTP,,Reserved,Call Sign - Amateur
G1EOP,,Reserved,Call Sign - Amateur
G7THO,,Reserved,Call Sign - Amateur
G7TXO,,Reserved,Call Sign - Amateur
G0VPP,,Reserved,Call Sign - Amateur
G3KSD,,Reserved,Call Sign - Amateur
G7TXS,,Reserved,Call Sign - Amateur
G8XRU,,Reserved,Call Sign - Amateur
G7LHI,,Reserved,Call Sign - Amateur
G0ULW,,Reserved,Call Sign - Amateur
G7RUO,,Reserved,Call Sign - Amateur
G0ULY,,Allocated,Call Sign - Amateur
G7RTZ,,Reserved,Call Sign - Amateur
G7RUF,,Reserved,Call Sign - Amateur
G7SIT,,Reserved,Call Sign - Amateur
G7SHM,,Reserved,Call Sign - Amateur
G7PNV,,Reserved,Call Sign - Amateur
G0USO,,Reserved,Call Sign - Amateur
G0USN,,Reserved,Call Sign - Amateur
G7SHE,,Reserved,Call Sign - Amateur
G7SHF,,Reserved,Call Sign - Amateur
G7SHH,,Reserved,Call Sign - Amateur
G7SHJ,,Reserved,Call Sign - Amateur
G7TQF,,Reserved,Call Sign - Amateur
G8OXR,,Reserved,Call Sign - Amateur
G7PNY,,Reserved,Call Sign - Amateur
G7TSA,,Allocated,Call Sign - Amateur
G7TQH,,Reserved,Call Sign - Amateur
G7TQI,,Reserved,Call Sign - Amateur
G7TQK,,Reserved,Call Sign - Amateur
G7TQL,,Reserved,Call Sign - Amateur
G0VFT,,Reserved,Call Sign - Amateur
G7TQN,,Reserved,Call Sign - Amateur
G6RWN,,Reserved,Call Sign - Amateur
G7PNZ,,Reserved,Call Sign - Amateur
G7TQV,,Reserved,Call Sign - Amateur
G7UNK,,Reserved,Call Sign - Amateur
G7UNL,,Reserved,Call Sign - Amateur
G7VDG,,Reserved,Call Sign - Amateur
G7VDO,,Reserved,Call Sign - Amateur
G7VDP,,Reserved,Call Sign - Amateur
G7TTS,,Reserved,Call Sign - Amateur
G7TYF,,Reserved,Call Sign - Amateur
G7UAQ,,Reserved,Call Sign - Amateur
G8OSA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M1CJS,,Reserved,Call Sign - Amateur
M1CJV,,Reserved,Call Sign - Amateur
M1CJW,,Reserved,Call Sign - Amateur
G6ACD,,Reserved,Call Sign - Amateur
M1CQD,,Reserved,Call Sign - Amateur
M1CKB,,Reserved,Call Sign - Amateur
M1CKD,,Reserved,Call Sign - Amateur
M1CKE,,Reserved,Call Sign - Amateur
G7SGB,,Allocated,Call Sign - Amateur
G7SGC,,Reserved,Call Sign - Amateur
G7SGD,,Reserved,Call Sign - Amateur
G7SGE,,Reserved,Call Sign - Amateur
G7SGF,,Reserved,Call Sign - Amateur
G7SGH,,Allocated,Call Sign - Amateur
G7PNO,,Reserved,Call Sign - Amateur
G6DNO,,Reserved,Call Sign - Amateur
G7SGI,,Reserved,Call Sign - Amateur
G7SGJ,,Reserved,Call Sign - Amateur
G7SGL,,Reserved,Call Sign - Amateur
G7VYU,,Reserved,Call Sign - Amateur
G0VPN,,Reserved,Call Sign - Amateur
G3TEY,,Reserved,Call Sign - Amateur
G3IQC,,Reserved,Call Sign - Amateur
G7RYG,,Reserved,Call Sign - Amateur
G7RJB,,Reserved,Call Sign - Amateur
G7RJD,,Reserved,Call Sign - Amateur
G7RJE,,Reserved,Call Sign - Amateur
G7RJF,,Reserved,Call Sign - Amateur
G0UDV,,Reserved,Call Sign - Amateur
G1EGM,,Reserved,Call Sign - Amateur
G7RJH,,Reserved,Call Sign - Amateur
G6WGI,,Reserved,Call Sign - Amateur
G7RYI,,Reserved,Call Sign - Amateur
M7HFX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G0WAO,,Reserved,Call Sign - Amateur
M0AUM,,Reserved,Call Sign - Amateur
M0AUO,,Reserved,Call Sign - Amateur
M1BJQ,,Reserved,Call Sign - Amateur
M1DJH,,Reserved,Call Sign - Amateur
G0VZP,,Reserved,Call Sign - Amateur
M0BWJ,,Reserved,Call Sign - Amateur
M1DJL,,Reserved,Call Sign - Amateur
M1DXD,,Reserved,Call Sign - Amateur
M1DJM,,Reserved,Call Sign - Amateur
G6SMX,,Reserved,Call Sign - Amateur
M0CDE,,Reserved,Call Sign - Amateur
G0VCZ,,Reserved,Call Sign - Amateur
G7OSV,,Reserved,Call Sign - Amateur
M1AJN,,Reserved,Call Sign - Amateur
M1AJO,,Reserved,Call Sign - Amateur
M1AJP,,Reserved,Call Sign - Amateur
M1AJW,,Reserved,Call Sign - Amateur
M1AJX,,Reserved,Call Sign - Amateur
M1AJZ,,Reserved,Call Sign - Amateur
M1AKA,,Reserved,Call Sign - Amateur
M1AKB,,Reserved,Call Sign - Amateur
M1AKC,,Reserved,Call Sign - Amateur
G3FXV,,Reserved,Call Sign - Amateur
M1BLG,,Reserved,Call Sign - Amateur
G3UXX,,Reserved,Call Sign - Amateur
M1BLH,,Reserved,Call Sign - Amateur
M0AUZ,,Reserved,Call Sign - Amateur
M1JJD,,Reserved,Call Sign - Amateur
M1PDB,,Reserved,Call Sign - Amateur
M1FLT,,Reserved,Call Sign - Amateur
M0DGE,,Reserved,Call Sign - Amateur
M1KCD,,Reserved,Call Sign - Amateur
M1PBX,,Reserved,Call Sign - Amateur
G0AAS,,Reserved,Call Sign - Amateur
M0DGV,,Reserved,Call Sign - Amateur
M1LIZ,,Reserved,Call Sign - Amateur
G8NAH,,Reserved,Call Sign - Amateur
M0DLQ,,Allocated,Call Sign - Amateur
M0RWC,,Reserved,Call Sign - Amateur
M1ABZ,,Allocated,Call Sign - Amateur
M1ACD,,Reserved,Call Sign - Amateur
M0AGX,,Allocated,Call Sign - Amateur
M1ACG,,Reserved,Call Sign - Amateur
G0XDX,,Allocated,Call Sign - Amateur
G0WUJ,,Reserved,Call Sign - Amateur
G6DGI,,Reserved,Call Sign - Amateur
G0WUK,,Reserved,Call Sign - Amateur
G7CHW,,Allocated,Call Sign - Amateur
M1AHG,,Reserved,Call Sign - Amateur
G3CUL,,Reserved,Call Sign - Amateur
M0AHM,,Reserved,Call Sign - Amateur
M1ASB,,Reserved,Call Sign - Amateur
M1AHH,,Reserved,Call Sign - Amateur
M1AHI,,Reserved,Call Sign - Amateur
M1AHK,,Reserved,Call Sign - Amateur
M1AHM,,Reserved,Call Sign - Amateur
M1AHP,,Reserved,Call Sign - Amateur
M1AHQ,,Reserved,Call Sign - Amateur
M1AHV,,Reserved,Call Sign - Amateur
G7OSP,,Reserved,Call Sign - Amateur
M1AHW,,Reserved,Call Sign - Amateur
M1AHX,,Reserved,Call Sign - Amateur
M1AIA,,Reserved,Call Sign - Amateur
M1AIC,,Reserved,Call Sign - Amateur
M1AIG,,Reserved,Call Sign - Amateur
G7UBZ,,Reserved,Call Sign - Amateur
G7UGZ,,Reserved,Call Sign - Amateur
G7ULI,,Reserved,Call Sign - Amateur
G1TDK,,Reserved,Call Sign - Amateur
G0VUD,,Reserved,Call Sign - Amateur
G7RPA,,Reserved,Call Sign - Amateur
G7SHV,,Reserved,Call Sign - Amateur
G7SKS,,Reserved,Call Sign - Amateur
G8LFU,,Reserved,Call Sign - Amateur
G7SZU,,Reserved,Call Sign - Amateur
G7SCW,,Reserved,Call Sign - Amateur
G7TBB,,Reserved,Call Sign - Amateur
G6EGL,,Reserved,Call Sign - Amateur
G8MEW,,Reserved,Call Sign - Amateur
G0VPQ,,Reserved,Call Sign - Amateur
G7UNJ,,Reserved,Call Sign - Amateur
G0VQF,,Reserved,Call Sign - Amateur
G6HQQ,,Reserved,Call Sign - Amateur
G7UFD,,Reserved,Call Sign - Amateur
G7UGQ,,Reserved,Call Sign - Amateur
G7UIS,,Reserved,Call Sign - Amateur
G0GYC,,Reserved,Call Sign - Amateur
G7SUX,,Reserved,Call Sign - Amateur
G7TXD,,Reserved,Call Sign - Amateur
G7UMH,,Reserved,Call Sign - Amateur
G7UNP,,Reserved,Call Sign - Amateur
G7PTG,,Reserved,Call Sign - Amateur
G0WWN,,Reserved,Call Sign - Amateur
G7WFG,,Reserved,Call Sign - Amateur
G7WFH,,Allocated,Call Sign - Amateur
G7TIF,,Reserved,Call Sign - Amateur
G0SMC,,Reserved,Call Sign - Amateur
G0SSR,,Reserved,Call Sign - Amateur
G0RSD,,Reserved,Call Sign - Amateur
G0SGC,,Reserved,Call Sign - Amateur
G0UUJ,,Reserved,Call Sign - Amateur
G7VPG,,Reserved,Call Sign - Amateur
G7VPH,,Reserved,Call Sign - Amateur
M7UNO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20OKG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6TLH,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G6OHQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6DVU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M6VDQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20DZN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20PNO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20DZP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6IQR,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20ECY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20SFR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6HTO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6HVB,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20EDA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6KIZ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M1KQU,,Reserved,Call Sign - Amateur
G1LPM,,Reserved,Call Sign - Amateur
M1FAQ,,Reserved,Call Sign - Amateur
M0TZA,,Reserved,Call Sign - Amateur
M5RJB,,Reserved,Call Sign - Amateur
M0XRN,,Reserved,Call Sign - Amateur
M5HEO,,Reserved,Call Sign - Amateur
M0CXD,,Reserved,Call Sign - Amateur
M1IFR,,Reserved,Call Sign - Amateur
M5SIR,,Reserved,Call Sign - Amateur
M1GRI,,Reserved,Call Sign - Amateur
M1SED,,Reserved,Call Sign - Amateur
M1OKG,,Reserved,Call Sign - Amateur
M1REG,,Reserved,Call Sign - Amateur
M1PCA,,Reserved,Call Sign - Amateur
M7MSN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0FVG,,Reserved,Call Sign - Amateur
M0FVH,,Reserved,Call Sign - Amateur
M0FVI,,Reserved,Call Sign - Amateur
M0FVJ,,Reserved,Call Sign - Amateur
M0FVK,,Reserved,Call Sign - Amateur
M0FVL,,Reserved,Call Sign - Amateur
M0FVM,,Reserved,Call Sign - Amateur
M7GIO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20JKX,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur
M0RNX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G6UAC,,Reserved,Call Sign - Amateur
G6UIN,,Reserved,Call Sign - Amateur
G6VFE,,Reserved,Call Sign - Amateur
M1EXY,,Reserved,Call Sign - Amateur
G6VIP,,Reserved,Call Sign - Amateur
G6VPF,,Reserved,Call Sign - Amateur
G6WFG,,Reserved,Call Sign - Amateur
G6XCH,,Reserved,Call Sign - Amateur
G6XEV,,Reserved,Call Sign - Amateur
G6XHW,,Reserved,Call Sign - Amateur
M6JVY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0ACG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M5LWB,,Reserved,Call Sign - Amateur
M1JHW,,Reserved,Call Sign - Amateur
M1RMH,,Reserved,Call Sign - Amateur
M1EXV,,Reserved,Call Sign - Amateur
M1HJX,,Reserved,Call Sign - Amateur
M7WOM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M1HWT,,Reserved,Call Sign - Amateur
M1MAG,,Reserved,Call Sign - Amateur
M1MCM,,Reserved,Call Sign - Amateur
M6HHW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7MMO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20KNL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20EHX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0ICH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
20NRZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6HTP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20FFT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20HIQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M0IBY,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
M0IBX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
20FHF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6LPP,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0IDW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
20MXR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6VLP,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
M6OYT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0KMR,Amateur Club Radio Licence,Allocated,Call Sign - Amateur
M6HPZ,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
20NWL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7HIX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6IVF,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6TXO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20GVZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7CVT,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7AOH,Amateur Foundation Radio Licence,Reserved,Call Sign - Amateur
20ESV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6IUI,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
21WSR,,Allocated,Call Sign - Amateur
M0NOM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M6ITK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20KLB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6ITJ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G6MJT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0RRF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M6LXU,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20LTM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M7AXD,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20GZO,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur
M6SXX,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6IFK,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
G8FDO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M0IEH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M7SNG,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20OOH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
20UKB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
G3XVX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M6OKQ,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7KVN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0UPB,Amateur Full Radio Licence,Reserved,Call Sign - Amateur
M7CGN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0NGG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M6LXN,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M7CGO,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
20GVB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur
M6OLM,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0UTU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
M6SZW,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6LWV,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M6IXY,Amateur Foundation Radio Licence,Allocated,Call Sign - Amateur
M0SQJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
G1RUE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur
