Value,Status,Type,Reserved to Date,Original Start Date,Licence Type
M3JHL,Allocated,Call Sign - Amateur,,2003-01-23,Amateur Foundation Radio Licence
M3WDH,Allocated,Call Sign - Amateur,,2003-01-23,Amateur Foundation Radio Licence
M3CJL,Reserved,Call Sign - Amateur,,,
M3FXM,Allocated,Call Sign - Amateur,,2002-11-27,Amateur Foundation Radio Licence
M3BZG,Allocated,Call Sign - Amateur,,2002-11-27,Amateur Foundation Radio Licence
M3HJR,Allocated,Call Sign - Amateur,,2002-11-27,Amateur Foundation Radio Licence
M3FTA,Allocated,Call Sign - Amateur,,2002-11-27,Amateur Foundation Radio Licence
M3THT,Allocated,Call Sign - Amateur,,2002-11-27,Amateur Foundation Radio Licence
M3NLJ,Allocated,Call Sign - Amateur,,2002-11-27,Amateur Foundation Radio Licence
M3PER,Allocated,Call Sign - Amateur,,2002-11-28,Amateur Foundation Radio Licence
M3NCK,Reserved,Call Sign - Amateur,,,
M3NOR,Allocated,Call Sign - Amateur,,2002-11-28,Amateur Foundation Radio Licence
M3ZBV,Allocated,Call Sign - Amateur,,2002-11-28,Amateur Foundation Radio Licence
M3JMF,Allocated,Call Sign - Amateur,,2002-11-28,Amateur Foundation Radio Licence
M3RKP,Allocated,Call Sign - Amateur,,2002-11-28,Amateur Foundation Radio Licence
M3BZO,Allocated,Call Sign - Amateur,,2002-11-28,Amateur Foundation Radio Licence
M3SGI,Allocated,Call Sign - Amateur,,2002-11-29,Amateur Foundation Radio Licence
M3DCV,Reserved,Call Sign - Amateur,,,
M3TLG,Allocated,Call Sign - Amateur,,2002-11-29,Amateur Foundation Radio Licence
M3GID,Reserved,Call Sign - Amateur,,,
M3SLE,Allocated,Call Sign - Amateur,,2002-08-13,Amateur Foundation Radio Licence
M3KNG,Allocated,Call Sign - Amateur,,2002-08-13,Amateur Foundation Radio Licence
M3SGY,Allocated,Call Sign - Amateur,,2002-08-13,Amateur Foundation Radio Licence
M3BGH,Reserved,Call Sign - Amateur,,,
M3NGK,Allocated,Call Sign - Amateur,,2004-05-19,Amateur Foundation Radio Licence
M3INL,Allocated,Call Sign - Amateur,,2002-03-30,Amateur Foundation Radio Licence
M3ZPR,Allocated,Call Sign - Amateur,,2005-02-13,Amateur Foundation Radio Licence
M3XED,Allocated,Call Sign - Amateur,,2002-04-17,Amateur Foundation Radio Licence
M3GSS,Allocated,Call Sign - Amateur,,2004-05-21,Amateur Foundation Radio Licence
M3JUG,Allocated,Call Sign - Amateur,,2004-05-21,Amateur Foundation Radio Licence
M3ISN,Allocated,Call Sign - Amateur,,2005-02-13,Amateur Foundation Radio Licence
M3TZW,Reserved,Call Sign - Amateur,,,
M3WCJ,Allocated,Call Sign - Amateur,,2003-08-15,Amateur Foundation Radio Licence
M3CPB,Allocated,Call Sign - Amateur,,2003-02-18,Amateur Foundation Radio Licence
M3MWL,Allocated,Call Sign - Amateur,,2004-11-08,Amateur Foundation Radio Licence
M3IBO,Allocated,Call Sign - Amateur,,2004-11-08,Amateur Foundation Radio Licence
M3ULV,Allocated,Call Sign - Amateur,,2004-11-09,Amateur Foundation Radio Licence
M3SOK,Allocated,Call Sign - Amateur,,2004-11-09,Amateur Foundation Radio Licence
M3IZD,Allocated,Call Sign - Amateur,,2005-03-24,Amateur Foundation Radio Licence
M3WWP,Allocated,Call Sign - Amateur,,2005-03-24,Amateur Foundation Radio Licence
M3ENY,Allocated,Call Sign - Amateur,,2003-08-15,Amateur Foundation Radio Licence
M3LTO,Allocated,Call Sign - Amateur,,2005-03-24,Amateur Foundation Radio Licence
M3TIP,Allocated,Call Sign - Amateur,,2005-03-24,Amateur Foundation Radio Licence
M3VTO,Allocated,Call Sign - Amateur,,2005-03-24,Amateur Foundation Radio Licence
M3LZP,Allocated,Call Sign - Amateur,,2005-12-21,Amateur Foundation Radio Licence
M3JQV,Allocated,Call Sign - Amateur,,2005-05-06,Amateur Foundation Radio Licence
M3JQW,Allocated,Call Sign - Amateur,,2005-05-06,Amateur Foundation Radio Licence
M3LZQ,Allocated,Call Sign - Amateur,,2005-12-21,Amateur Foundation Radio Licence
M3HLX,Allocated,Call Sign - Amateur,,2004-08-17,Amateur Foundation Radio Licence
M3HWV,Allocated,Call Sign - Amateur,,2004-10-15,Amateur Foundation Radio Licence
M3PKG,Allocated,Call Sign - Amateur,,2004-10-17,Amateur Foundation Radio Licence
M3HWY,Allocated,Call Sign - Amateur,,2004-10-17,Amateur Foundation Radio Licence
M3LZR,Allocated,Call Sign - Amateur,,2005-12-21,Amateur Foundation Radio Licence
M3HEV,Allocated,Call Sign - Amateur,,2004-07-08,Amateur Foundation Radio Licence
M3SHC,Allocated,Call Sign - Amateur,,2003-09-03,Amateur Foundation Radio Licence
M3HEW,Allocated,Call Sign - Amateur,,2004-07-08,Amateur Foundation Radio Licence
M3HEZ,Allocated,Call Sign - Amateur,,2004-07-08,Amateur Foundation Radio Licence
M3HFA,Allocated,Call Sign - Amateur,,2004-07-08,Amateur Foundation Radio Licence
M3HFB,Allocated,Call Sign - Amateur,,2004-07-08,Amateur Foundation Radio Licence
M3HFF,Reserved,Call Sign - Amateur,,,
M3HFM,Allocated,Call Sign - Amateur,,2004-07-08,Amateur Foundation Radio Licence
M3LZT,Allocated,Call Sign - Amateur,,2005-12-21,Amateur Foundation Radio Licence
M3OXY,Allocated,Call Sign - Amateur,,2004-07-12,Amateur Foundation Radio Licence
M3LZU,Allocated,Call Sign - Amateur,,2005-12-21,Amateur Foundation Radio Licence
M3LTA,Allocated,Call Sign - Amateur,,2004-11-10,Amateur Foundation Radio Licence
M3IBT,Allocated,Call Sign - Amateur,,2004-11-10,Amateur Foundation Radio Licence
M3KTA,Allocated,Call Sign - Amateur,,2003-04-16,Amateur Foundation Radio Licence
M6FNZ,Allocated,Call Sign - Amateur,,2015-06-23,Amateur Foundation Radio Licence
M3WHP,Reserved,Call Sign - Amateur,,,
M6HSL,Allocated,Call Sign - Amateur,,2015-06-23,Amateur Foundation Radio Licence
M6ZPE,Allocated,Call Sign - Amateur,,2015-06-23,Amateur Foundation Radio Licence
M6NMA,Allocated,Call Sign - Amateur,,2015-06-23,Amateur Foundation Radio Licence
M6YHT,Allocated,Call Sign - Amateur,,2015-06-23,Amateur Foundation Radio Licence
M6XBS,Allocated,Call Sign - Amateur,,2015-06-23,Amateur Foundation Radio Licence
M6LPI,Allocated,Call Sign - Amateur,,2015-06-23,Amateur Foundation Radio Licence
M6FOE,Allocated,Call Sign - Amateur,,2015-06-23,Amateur Foundation Radio Licence
M6IHB,Allocated,Call Sign - Amateur,,2015-06-24,Amateur Foundation Radio Licence
M6RTP,Allocated,Call Sign - Amateur,,2015-06-24,Amateur Foundation Radio Licence
M6FWD,Allocated,Call Sign - Amateur,,2015-06-24,Amateur Foundation Radio Licence
M6HKD,Allocated,Call Sign - Amateur,,2015-06-24,Amateur Foundation Radio Licence
M6ZLM,Allocated,Call Sign - Amateur,,2015-06-25,Amateur Foundation Radio Licence
M6JTD,Allocated,Call Sign - Amateur,,2015-06-25,Amateur Foundation Radio Licence
M3UQD,Allocated,Call Sign - Amateur,,2007-08-28,Amateur Foundation Radio Licence
M6THH,Allocated,Call Sign - Amateur,,2015-06-28,Amateur Foundation Radio Licence
M6SZZ,Reserved,Call Sign - Amateur,,,
M6WHS,Allocated,Call Sign - Amateur,,2015-06-28,Amateur Foundation Radio Licence
M3USE,Allocated,Call Sign - Amateur,,2007-08-28,Amateur Foundation Radio Licence
M6RKJ,Allocated,Call Sign - Amateur,,2015-06-28,Amateur Foundation Radio Licence
M6FOL,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6FOH,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6FOI,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6MVR,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6RPE,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6XII,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6XYA,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6FOQ,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6NUP,Allocated,Call Sign - Amateur,,2015-06-29,Amateur Foundation Radio Licence
M6VPR,Allocated,Call Sign - Amateur,,2015-06-30,Amateur Foundation Radio Licence
M6PFP,Allocated,Call Sign - Amateur,,2015-06-30,Amateur Foundation Radio Licence
M6SWZ,Allocated,Call Sign - Amateur,,2015-07-01,Amateur Foundation Radio Licence
M6HTA,Allocated,Call Sign - Amateur,,2015-07-01,Amateur Foundation Radio Licence
M6TPP,Allocated,Call Sign - Amateur,,2015-07-01,Amateur Foundation Radio Licence
M6UEB,Allocated,Call Sign - Amateur,,2015-07-02,Amateur Foundation Radio Licence
M6YWZ,Allocated,Call Sign - Amateur,,2015-07-02,Amateur Foundation Radio Licence
M6FOT,Allocated,Call Sign - Amateur,,2015-07-02,Amateur Foundation Radio Licence
M6LFI,Reserved,Call Sign - Amateur,,,
M3ZVW,Allocated,Call Sign - Amateur,,2007-08-28,Amateur Foundation Radio Licence
M6YZV,Allocated,Call Sign - Amateur,,2015-07-02,Amateur Foundation Radio Licence
M6ZDM,Allocated,Call Sign - Amateur,,2015-07-03,Amateur Foundation Radio Licence
M6ZRA,Allocated,Call Sign - Amateur,,2015-07-04,Amateur Foundation Radio Licence
M6ZTB,Allocated,Call Sign - Amateur,,2015-11-11,Amateur Foundation Radio Licence
M6KIG,Allocated,Call Sign - Amateur,,2015-11-11,Amateur Foundation Radio Licence
M3ENQ,Allocated,Call Sign - Amateur,,2015-11-11,Amateur Foundation Radio Licence
M3WEF,Allocated,Call Sign - Amateur,,2015-11-11,Amateur Foundation Radio Licence
M3UQH,Allocated,Call Sign - Amateur,,2007-08-30,Amateur Foundation Radio Licence
M6HGP,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6ZSY,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6VPW,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6XTX,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6FWW,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6FWV,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6TIH,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6UBH,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6YJB,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6FWX,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6PGY,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6TIO,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6KZU,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6SMX,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6FWZ,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M6VKZ,Allocated,Call Sign - Amateur,,2015-11-13,Amateur Foundation Radio Licence
M6WLR,Allocated,Call Sign - Amateur,,2015-11-12,Amateur Foundation Radio Licence
M3FET,Allocated,Call Sign - Amateur,,2015-11-13,Amateur Foundation Radio Licence
M6RLQ,Allocated,Call Sign - Amateur,,2015-11-13,Amateur Foundation Radio Licence
M6VSC,Allocated,Call Sign - Amateur,,2015-11-15,Amateur Foundation Radio Licence
M3UQJ,Allocated,Call Sign - Amateur,,2007-08-31,Amateur Foundation Radio Licence
M3UVS,Allocated,Call Sign - Amateur,,2007-08-31,Amateur Foundation Radio Licence
M6GGO,Allocated,Call Sign - Amateur,,2015-11-16,Amateur Foundation Radio Licence
M6FXC,Allocated,Call Sign - Amateur,,2015-11-16,Amateur Foundation Radio Licence
M6FXA,Allocated,Call Sign - Amateur,,2015-11-16,Amateur Foundation Radio Licence
M6FXE,Allocated,Call Sign - Amateur,,2015-11-17,Amateur Foundation Radio Licence
M6NVI,Allocated,Call Sign - Amateur,,2015-11-17,Amateur Foundation Radio Licence
M3WGO,Allocated,Call Sign - Amateur,,2007-08-31,Amateur Foundation Radio Licence
M6UGN,Allocated,Call Sign - Amateur,,2015-11-17,Amateur Foundation Radio Licence
M6FXG,Allocated,Call Sign - Amateur,,2015-11-17,Amateur Foundation Radio Licence
M6XTE,Allocated,Call Sign - Amateur,,2015-11-17,Amateur Foundation Radio Licence
M6FXH,Allocated,Call Sign - Amateur,,2015-11-17,Amateur Foundation Radio Licence
M6LFU,Allocated,Call Sign - Amateur,,2015-11-18,Amateur Foundation Radio Licence
M3XGW,Allocated,Call Sign - Amateur,,2007-08-31,Amateur Foundation Radio Licence
M6FXI,Allocated,Call Sign - Amateur,,2015-11-18,Amateur Foundation Radio Licence
M6WYY,Allocated,Call Sign - Amateur,,2015-11-19,Amateur Foundation Radio Licence
M6FXJ,Allocated,Call Sign - Amateur,,2015-11-20,Amateur Foundation Radio Licence
M6TVW,Allocated,Call Sign - Amateur,,2015-11-20,Amateur Foundation Radio Licence
M6RNM,Allocated,Call Sign - Amateur,,2015-12-21,Amateur Foundation Radio Licence
M6JNN,Allocated,Call Sign - Amateur,,2015-12-21,Amateur Foundation Radio Licence
M3CAD,Allocated,Call Sign - Amateur,,2007-09-03,Amateur Foundation Radio Licence
M6GHC,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6GHH,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6VKA,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6UFF,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6GHJ,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6LPJ,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M3UQN,Allocated,Call Sign - Amateur,,2007-09-03,Amateur Foundation Radio Licence
M3PGW,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M3VWO,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6HBJ,Reserved,Call Sign - Amateur,,,
M6GHK,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6SNL,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6IBF,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6GHN,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6GHR,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6GHS,Allocated,Call Sign - Amateur,,2015-12-22,Amateur Foundation Radio Licence
M6RNB,Allocated,Call Sign - Amateur,,2015-12-23,Amateur Foundation Radio Licence
M3JME,Allocated,Call Sign - Amateur,,2002-05-13,Amateur Foundation Radio Licence
M6MYH,Allocated,Call Sign - Amateur,,2015-12-23,Amateur Foundation Radio Licence
M6LGD,Allocated,Call Sign - Amateur,,2015-12-23,Amateur Foundation Radio Licence
M3DVE,Allocated,Call Sign - Amateur,,2015-12-23,Amateur Foundation Radio Licence
M6HMT,Allocated,Call Sign - Amateur,,2015-12-23,Amateur Foundation Radio Licence
M6WPP,Allocated,Call Sign - Amateur,,2015-12-23,Amateur Foundation Radio Licence
M6JMU,Allocated,Call Sign - Amateur,,2015-12-23,Amateur Foundation Radio Licence
M6URP,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6WEK,Reserved,Call Sign - Amateur,,,
M6GHV,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6GZS,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6RNT,Reserved,Call Sign - Amateur,,,
M6GHX,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6NXT,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6LGG,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6GHY,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6KYY,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6GID,Allocated,Call Sign - Amateur,,2015-12-24,Amateur Foundation Radio Licence
M6IOT,Allocated,Call Sign - Amateur,,2015-12-25,Amateur Foundation Radio Licence
M6PXW,Allocated,Call Sign - Amateur,,2015-12-25,Amateur Foundation Radio Licence
M6IGC,Allocated,Call Sign - Amateur,,2015-12-25,Amateur Foundation Radio Licence
M6IZE,Allocated,Call Sign - Amateur,,2015-12-26,Amateur Foundation Radio Licence
M6KIW,Allocated,Call Sign - Amateur,,2015-12-26,Amateur Foundation Radio Licence
M6VTT,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6HBQ,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6IBN,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6HBZ,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6XMH,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6HCA,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6TLN,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6OME,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6LSP,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6HHO,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6OLC,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6ZYH,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6NIE,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6HCB,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6HCE,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6PUK,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6RPP,Allocated,Call Sign - Amateur,,2016-05-17,Amateur Foundation Radio Licence
M6UBU,Allocated,Call Sign - Amateur,,2016-05-18,Amateur Foundation Radio Licence
M6HCG,Allocated,Call Sign - Amateur,,2016-05-20,Amateur Foundation Radio Licence
M3UTZ,Allocated,Call Sign - Amateur,,2007-09-18,Amateur Foundation Radio Licence
M6HCI,Allocated,Call Sign - Amateur,,2016-05-22,Amateur Foundation Radio Licence
M6HCO,Allocated,Call Sign - Amateur,,2016-05-22,Amateur Foundation Radio Licence
M3PTK,Allocated,Call Sign - Amateur,,2007-09-18,Amateur Foundation Radio Licence
M6WJD,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6PLR,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6TVX,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6SVA,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6JXD,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6HCT,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6JIY,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6YZM,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6JJZ,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6OBA,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6KQL,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6OCR,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6PHQ,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6JOM,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6LRV,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6HCU,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6TJX,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6WNB,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6HCV,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6WWF,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M3VRU,Allocated,Call Sign - Amateur,,2008-01-09,Amateur Foundation Radio Licence
M3XAU,Allocated,Call Sign - Amateur,,2008-01-09,Amateur Foundation Radio Licence
M3MKO,Allocated,Call Sign - Amateur,,2008-01-09,Amateur Foundation Radio Licence
M3VQU,Allocated,Call Sign - Amateur,,2008-01-09,Amateur Foundation Radio Licence
M3EZE,Reserved,Call Sign - Amateur,,,
M3VQW,Allocated,Call Sign - Amateur,,2008-01-11,Amateur Foundation Radio Licence
M3VQX,Reserved,Call Sign - Amateur,,,
M3RGY,Allocated,Call Sign - Amateur,,2006-12-16,Amateur Foundation Radio Licence
M3RGZ,Allocated,Call Sign - Amateur,,2006-12-16,Amateur Foundation Radio Licence
M3ZMN,Allocated,Call Sign - Amateur,,2008-01-14,Amateur Foundation Radio Licence
M3ZHB,Reserved,Call Sign - Amateur,,,
M3XZB,Allocated,Call Sign - Amateur,,2008-01-15,Amateur Foundation Radio Licence
M3VQY,Reserved,Call Sign - Amateur,,,
M3VQZ,Allocated,Call Sign - Amateur,,2008-01-16,Amateur Foundation Radio Licence
M3YYC,Allocated,Call Sign - Amateur,,2008-01-16,Amateur Foundation Radio Licence
M3YGF,Allocated,Call Sign - Amateur,,2008-01-17,Amateur Foundation Radio Licence
M3YRW,Allocated,Call Sign - Amateur,,2008-01-17,Amateur Foundation Radio Licence
M3VUW,Reserved,Call Sign - Amateur,,,
M3VYV,Allocated,Call Sign - Amateur,,2008-01-18,Amateur Foundation Radio Licence
M3VXG,Allocated,Call Sign - Amateur,,2008-01-18,Amateur Foundation Radio Licence
M3KBL,Allocated,Call Sign - Amateur,,2008-01-18,Amateur Foundation Radio Licence
M3VWJ,Allocated,Call Sign - Amateur,,2008-01-18,Amateur Foundation Radio Licence
M3XOE,Allocated,Call Sign - Amateur,,2008-01-18,Amateur Foundation Radio Licence
M3VSQ,Allocated,Call Sign - Amateur,,2008-01-18,Amateur Foundation Radio Licence
M3NDH,Allocated,Call Sign - Amateur,,2008-01-18,Amateur Foundation Radio Licence
M3OCR,Allocated,Call Sign - Amateur,,2008-01-18,Amateur Foundation Radio Licence
M3ZWC,Reserved,Call Sign - Amateur,,,
M3VTP,Allocated,Call Sign - Amateur,,2008-01-20,Amateur Foundation Radio Licence
M3YPP,Allocated,Call Sign - Amateur,,2008-01-21,Amateur Foundation Radio Licence
M3YSF,Allocated,Call Sign - Amateur,,2008-01-21,Amateur Foundation Radio Licence
M3WRN,Allocated,Call Sign - Amateur,,2008-01-21,Amateur Foundation Radio Licence
M3RHB,Allocated,Call Sign - Amateur,,2006-12-18,Amateur Foundation Radio Licence
M3VUN,Allocated,Call Sign - Amateur,,2008-01-23,Amateur Foundation Radio Licence
M3WNL,Allocated,Call Sign - Amateur,,2008-01-23,Amateur Foundation Radio Licence
M3VUV,Allocated,Call Sign - Amateur,,2008-01-23,Amateur Foundation Radio Licence
M3ZWI,Allocated,Call Sign - Amateur,,2008-01-23,Amateur Foundation Radio Licence
M3RHJ,Allocated,Call Sign - Amateur,,2006-12-18,Amateur Foundation Radio Licence
M3YKJ,Allocated,Call Sign - Amateur,,2008-01-23,Amateur Foundation Radio Licence
M3YNB,Allocated,Call Sign - Amateur,,2008-01-23,Amateur Foundation Radio Licence
M3WSI,Allocated,Call Sign - Amateur,,2008-01-23,Amateur Foundation Radio Licence
M3ZIY,Reserved,Call Sign - Amateur,,,
M3VTQ,Allocated,Call Sign - Amateur,,2008-01-24,Amateur Foundation Radio Licence
M3VVQ,Allocated,Call Sign - Amateur,,2008-01-24,Amateur Foundation Radio Licence
M6ASC,Allocated,Call Sign - Amateur,,2008-05-14,Amateur Foundation Radio Licence
M6STV,Allocated,Call Sign - Amateur,,2008-05-14,Amateur Foundation Radio Licence
M6GPW,Allocated,Call Sign - Amateur,,2008-05-14,Amateur Foundation Radio Licence
M3XRQ,Allocated,Call Sign - Amateur,,2008-05-14,Amateur Foundation Radio Licence
M3YPV,Allocated,Call Sign - Amateur,,2008-05-14,Amateur Foundation Radio Licence
M3UDF,Allocated,Call Sign - Amateur,,2007-01-09,Amateur Foundation Radio Licence
M6KAZ,Allocated,Call Sign - Amateur,,2008-05-14,Amateur Foundation Radio Licence
M6CHF,Allocated,Call Sign - Amateur,,2008-05-15,Amateur Foundation Radio Licence
M3SXQ,Allocated,Call Sign - Amateur,,2007-01-09,Amateur Foundation Radio Licence
M6MAD,Allocated,Call Sign - Amateur,,2008-05-15,Amateur Foundation Radio Licence
M6RKH,Allocated,Call Sign - Amateur,,2008-05-15,Amateur Foundation Radio Licence
M3XRR,Allocated,Call Sign - Amateur,,2008-05-16,Amateur Foundation Radio Licence
M3XRU,Allocated,Call Sign - Amateur,,2008-05-16,Amateur Foundation Radio Licence
M3XRV,Allocated,Call Sign - Amateur,,2008-05-16,Amateur Foundation Radio Licence
M6XOP,Allocated,Call Sign - Amateur,,2008-05-16,Amateur Foundation Radio Licence
M3XSV,Allocated,Call Sign - Amateur,,2008-05-16,Amateur Foundation Radio Licence
M3XSU,Allocated,Call Sign - Amateur,,2008-05-17,Amateur Foundation Radio Licence
M6DIM,Allocated,Call Sign - Amateur,,2008-05-17,Amateur Foundation Radio Licence
M3XSZ,Allocated,Call Sign - Amateur,,2008-05-17,Amateur Foundation Radio Licence
M3XTA,Allocated,Call Sign - Amateur,,2008-05-18,Amateur Foundation Radio Licence
M3XTE,Allocated,Call Sign - Amateur,,2008-05-18,Amateur Foundation Radio Licence
M3XTO,Allocated,Call Sign - Amateur,,2008-05-18,Amateur Foundation Radio Licence
M3XTP,Allocated,Call Sign - Amateur,,2008-05-18,Amateur Foundation Radio Licence
M6SJL,Allocated,Call Sign - Amateur,,2008-05-18,Amateur Foundation Radio Licence
M3XUA,Allocated,Call Sign - Amateur,,2008-05-19,Amateur Foundation Radio Licence
M3ZJP,Reserved,Call Sign - Amateur,,,
M6ETA,Allocated,Call Sign - Amateur,,2008-05-19,Amateur Foundation Radio Licence
M6SLF,Allocated,Call Sign - Amateur,,2008-05-19,Amateur Foundation Radio Licence
M3SXU,Allocated,Call Sign - Amateur,,2007-01-09,Amateur Foundation Radio Licence
M3XUB,Allocated,Call Sign - Amateur,,2008-05-19,Amateur Foundation Radio Licence
M3XUC,Allocated,Call Sign - Amateur,,2008-05-19,Amateur Foundation Radio Licence
M6WEB,Allocated,Call Sign - Amateur,,2008-05-19,Amateur Foundation Radio Licence
M6HGV,Allocated,Call Sign - Amateur,,2008-05-19,Amateur Foundation Radio Licence
M6TAW,Allocated,Call Sign - Amateur,,2008-05-19,Amateur Foundation Radio Licence
M3XUE,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
M6MDW,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
