Value,Status,Type,Reserved to Date,Original Start Date,Licence Type
M6BBC,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
M6RMS,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
M6MTC,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
M6CMG,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
M6DEL,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
M3ZCX,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
M3XUG,Allocated,Call Sign - Amateur,,2008-05-20,Amateur Foundation Radio Licence
M6RAS,Allocated,Call Sign - Amateur,,2008-10-28,Amateur Foundation Radio Licence
M6KOB,Allocated,Call Sign - Amateur,,2008-10-28,Amateur Foundation Radio Licence
M6OMG,Allocated,Call Sign - Amateur,,2008-10-28,Amateur Foundation Radio Licence
M6SNG,Allocated,Call Sign - Amateur,,2008-10-28,Amateur Foundation Radio Licence
M6AIR,Allocated,Call Sign - Amateur,,2008-10-28,Amateur Foundation Radio Licence
M3YHA,Allocated,Call Sign - Amateur,,2008-10-28,Amateur Foundation Radio Licence
M6PRS,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6ATT,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6RPD,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6ICB,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6AMR,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6CFR,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6PLF,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6LHP,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6RTS,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6PJK,Reserved,Call Sign - Amateur,,,
M6OXY,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M3YHD,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6ATM,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6DQP,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M3YHF,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M3YHH,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6MAG,Allocated,Call Sign - Amateur,,2008-10-29,Amateur Foundation Radio Licence
M6RAP,Allocated,Call Sign - Amateur,,2008-10-30,Amateur Foundation Radio Licence
M6CWK,Allocated,Call Sign - Amateur,,2008-10-30,Amateur Foundation Radio Licence
M6MTT,Allocated,Call Sign - Amateur,,2008-10-30,Amateur Foundation Radio Licence
M6COR,Allocated,Call Sign - Amateur,,2008-10-30,Amateur Foundation Radio Licence
M3HEC,Allocated,Call Sign - Amateur,,2008-10-30,Amateur Foundation Radio Licence
M6HLB,Allocated,Call Sign - Amateur,,2008-10-30,Amateur Foundation Radio Licence
M6JAG,Allocated,Call Sign - Amateur,,2008-10-31,Amateur Foundation Radio Licence
M6NMD,Allocated,Call Sign - Amateur,,2008-10-31,Amateur Foundation Radio Licence
M3VOI,Allocated,Call Sign - Amateur,,2008-10-31,Amateur Foundation Radio Licence
M6CAR,Allocated,Call Sign - Amateur,,2008-10-31,Amateur Foundation Radio Licence
M6PNK,Allocated,Call Sign - Amateur,,2008-10-31,Amateur Foundation Radio Licence
M6KOA,Allocated,Call Sign - Amateur,,2008-11-02,Amateur Foundation Radio Licence
M3YHJ,Allocated,Call Sign - Amateur,,2008-11-02,Amateur Foundation Radio Licence
M6XYL,Allocated,Call Sign - Amateur,,2008-11-03,Amateur Foundation Radio Licence
M6SKD,Allocated,Call Sign - Amateur,,2008-11-03,Amateur Foundation Radio Licence
M6DLA,Allocated,Call Sign - Amateur,,2008-11-03,Amateur Foundation Radio Licence
M6JLL,Allocated,Call Sign - Amateur,,2008-11-03,Amateur Foundation Radio Licence
M6PSB,Allocated,Call Sign - Amateur,,2008-11-03,Amateur Foundation Radio Licence
M6VTC,Allocated,Call Sign - Amateur,,2008-11-04,Amateur Foundation Radio Licence
M6TLS,Allocated,Call Sign - Amateur,,2008-11-04,Amateur Foundation Radio Licence
M3LMG,Reserved,Call Sign - Amateur,,,
M3TZB,Allocated,Call Sign - Amateur,,2002-08-13,Amateur Foundation Radio Licence
M3EOK,Allocated,Call Sign - Amateur,,2002-10-14,Amateur Foundation Radio Licence
M3MKL,Allocated,Call Sign - Amateur,,2002-10-14,Amateur Foundation Radio Licence
M3BPN,Allocated,Call Sign - Amateur,,2002-10-14,Amateur Foundation Radio Licence
M3NUM,Allocated,Call Sign - Amateur,,2002-10-14,Amateur Foundation Radio Licence
M3UCM,Allocated,Call Sign - Amateur,,2002-10-14,Amateur Foundation Radio Licence
M3VIK,Allocated,Call Sign - Amateur,,2002-10-14,Amateur Foundation Radio Licence
M3DHC,Allocated,Call Sign - Amateur,,2002-10-14,Amateur Foundation Radio Licence
M3TPJ,Allocated,Call Sign - Amateur,,2002-10-15,Amateur Foundation Radio Licence
M3NER,Allocated,Call Sign - Amateur,,2003-04-16,Amateur Foundation Radio Licence
M3SCY,Allocated,Call Sign - Amateur,,2003-08-08,Amateur Foundation Radio Licence
M3IGB,Reserved,Call Sign - Amateur,,,
M3EKX,Allocated,Call Sign - Amateur,,2003-08-08,Amateur Foundation Radio Licence
M3EKY,Allocated,Call Sign - Amateur,,2003-08-10,Amateur Foundation Radio Licence
M3EKZ,Allocated,Call Sign - Amateur,,2003-08-10,Amateur Foundation Radio Licence
M3ZZU,Allocated,Call Sign - Amateur,,2003-08-10,Amateur Foundation Radio Licence
M3EUP,Allocated,Call Sign - Amateur,,2003-10-03,Amateur Foundation Radio Licence
M3EUR,Allocated,Call Sign - Amateur,,2003-10-03,Amateur Foundation Radio Licence
M3JTT,Allocated,Call Sign - Amateur,,2003-10-03,Amateur Foundation Radio Licence
M3NAM,Allocated,Call Sign - Amateur,,2003-10-03,Amateur Foundation Radio Licence
M3EUT,Allocated,Call Sign - Amateur,,2003-10-03,Amateur Foundation Radio Licence
M3VWK,Allocated,Call Sign - Amateur,,2003-05-18,Amateur Foundation Radio Licence
M3EFW,Allocated,Call Sign - Amateur,,2003-07-10,Amateur Foundation Radio Licence
M3YDA,Allocated,Call Sign - Amateur,,2003-07-10,Amateur Foundation Radio Licence
M3EFX,Allocated,Call Sign - Amateur,,2003-07-10,Amateur Foundation Radio Licence
M3EJL,Allocated,Call Sign - Amateur,,2003-07-13,Amateur Foundation Radio Licence
M3EFZ,Allocated,Call Sign - Amateur,,2003-07-13,Amateur Foundation Radio Licence
M3EGD,Allocated,Call Sign - Amateur,,2003-07-13,Amateur Foundation Radio Licence
M3EGF,Allocated,Call Sign - Amateur,,2003-07-15,Amateur Foundation Radio Licence
M3DYL,Allocated,Call Sign - Amateur,,2003-05-26,Amateur Foundation Radio Licence
M3SQM,Allocated,Call Sign - Amateur,,2003-05-28,Amateur Foundation Radio Licence
M3TNG,Allocated,Call Sign - Amateur,,2003-05-28,Amateur Foundation Radio Licence
M3EJB,Allocated,Call Sign - Amateur,,2003-05-28,Amateur Foundation Radio Licence
M3DXI,Allocated,Call Sign - Amateur,,2003-05-28,Amateur Foundation Radio Licence
M3LCW,Allocated,Call Sign - Amateur,,2003-05-28,Amateur Foundation Radio Licence
M3DXJ,Allocated,Call Sign - Amateur,,2003-05-28,Amateur Foundation Radio Licence
M3DXM,Reserved,Call Sign - Amateur,,,
M3KKG,Allocated,Call Sign - Amateur,,2003-05-28,Amateur Foundation Radio Licence
M3DXN,Allocated,Call Sign - Amateur,,2003-05-28,Amateur Foundation Radio Licence
M3XLW,Allocated,Call Sign - Amateur,,2003-05-29,Amateur Foundation Radio Licence
M3XLB,Allocated,Call Sign - Amateur,,2003-05-29,Amateur Foundation Radio Licence
M3NAL,Allocated,Call Sign - Amateur,,2003-05-29,Amateur Foundation Radio Licence
M3GVY,Allocated,Call Sign - Amateur,,2004-06-01,Amateur Foundation Radio Licence
M3SCZ,Allocated,Call Sign - Amateur,,2004-06-01,Amateur Foundation Radio Licence
M3TTW,Allocated,Call Sign - Amateur,,2004-06-01,Amateur Foundation Radio Licence
M3GWC,Allocated,Call Sign - Amateur,,2004-06-01,Amateur Foundation Radio Licence
M3MYY,Allocated,Call Sign - Amateur,,2004-06-01,Amateur Foundation Radio Licence
M3GWE,Allocated,Call Sign - Amateur,,2004-06-01,Amateur Foundation Radio Licence
M3WAO,Allocated,Call Sign - Amateur,,2004-06-01,Amateur Foundation Radio Licence
M3LZV,Reserved,Call Sign - Amateur,,,
M3JXY,Allocated,Call Sign - Amateur,,2005-05-20,Amateur Foundation Radio Licence
M3TJK,Allocated,Call Sign - Amateur,,2005-05-20,Amateur Foundation Radio Licence
M3RMK,Allocated,Call Sign - Amateur,,2005-05-20,Amateur Foundation Radio Licence
M3KSN,Allocated,Call Sign - Amateur,,2004-12-10,Amateur Foundation Radio Licence
M3MFD,Allocated,Call Sign - Amateur,,2004-12-10,Amateur Foundation Radio Licence
M3JNU,Allocated,Call Sign - Amateur,,2005-04-22,Amateur Foundation Radio Licence
M3PTW,Allocated,Call Sign - Amateur,,2005-04-22,Amateur Foundation Radio Licence
M3WLC,Allocated,Call Sign - Amateur,,2005-04-22,Amateur Foundation Radio Licence
M3LTH,Allocated,Call Sign - Amateur,,2005-04-22,Amateur Foundation Radio Licence
M3JNV,Reserved,Call Sign - Amateur,,,
M3YKL,Allocated,Call Sign - Amateur,,2005-04-22,Amateur Foundation Radio Licence
M3TNI,Allocated,Call Sign - Amateur,,2005-04-25,Amateur Foundation Radio Licence
M3OBZ,Allocated,Call Sign - Amateur,,2005-04-26,Amateur Foundation Radio Licence
M3NCC,Allocated,Call Sign - Amateur,,2003-02-18,Amateur Foundation Radio Licence
M3PDC,Allocated,Call Sign - Amateur,,2003-02-18,Amateur Foundation Radio Licence
M3CPP,Allocated,Call Sign - Amateur,,2003-02-18,Amateur Foundation Radio Licence
M3EAI,Allocated,Call Sign - Amateur,,2003-02-18,Amateur Foundation Radio Licence
M3SXI,Allocated,Call Sign - Amateur,,2003-02-18,Amateur Foundation Radio Licence
M3TSU,Allocated,Call Sign - Amateur,,2005-04-26,Amateur Foundation Radio Licence
M3PZM,Allocated,Call Sign - Amateur,,2005-04-26,Amateur Foundation Radio Licence
M3JNX,Allocated,Call Sign - Amateur,,2005-04-26,Amateur Foundation Radio Licence
M3JZM,Allocated,Call Sign - Amateur,,2005-05-30,Amateur Foundation Radio Licence
M3JZN,Allocated,Call Sign - Amateur,,2005-05-30,Amateur Foundation Radio Licence
M3JZO,Allocated,Call Sign - Amateur,,2005-05-30,Amateur Foundation Radio Licence
M3JZP,Allocated,Call Sign - Amateur,,2005-05-30,Amateur Foundation Radio Licence
M3JZQ,Allocated,Call Sign - Amateur,,2005-05-30,Amateur Foundation Radio Licence
M3PJM,Allocated,Call Sign - Amateur,,2003-02-18,Amateur Foundation Radio Licence
M3NLS,Allocated,Call Sign - Amateur,,2002-10-25,Amateur Foundation Radio Licence
M3JOB,Allocated,Call Sign - Amateur,,2005-01-11,Amateur Foundation Radio Licence
M3OCD,Allocated,Call Sign - Amateur,,2005-01-11,Amateur Foundation Radio Licence
M3INO,Allocated,Call Sign - Amateur,,2005-01-11,Amateur Foundation Radio Licence
M3IXK,Allocated,Call Sign - Amateur,,2005-03-11,Amateur Foundation Radio Licence
M3TYU,Allocated,Call Sign - Amateur,,2005-03-11,Amateur Foundation Radio Licence
M3IXM,Allocated,Call Sign - Amateur,,2005-03-11,Amateur Foundation Radio Licence
M3JXN,Allocated,Call Sign - Amateur,,2005-03-11,Amateur Foundation Radio Licence
M6FOV,Allocated,Call Sign - Amateur,,2015-07-04,Amateur Foundation Radio Licence
M3UQE,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M6PEV,Allocated,Call Sign - Amateur,,2015-07-05,Amateur Foundation Radio Licence
M3UQI,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M3URZ,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M3TJT,Allocated,Call Sign - Amateur,,2015-07-06,Amateur Foundation Radio Licence
M6FOW,Allocated,Call Sign - Amateur,,2015-07-06,Amateur Foundation Radio Licence
M3UQF,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M6FPA,Allocated,Call Sign - Amateur,,2015-07-06,Amateur Foundation Radio Licence
M6MPR,Allocated,Call Sign - Amateur,,2015-07-06,Amateur Foundation Radio Licence
M6HGF,Allocated,Call Sign - Amateur,,2015-07-06,Amateur Foundation Radio Licence
M3NUS,Allocated,Call Sign - Amateur,,2015-07-06,Amateur Foundation Radio Licence
M6SYK,Allocated,Call Sign - Amateur,,2015-07-06,Amateur Foundation Radio Licence
M6FPB,Allocated,Call Sign - Amateur,,2015-07-06,Amateur Foundation Radio Licence
M3VIB,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M3VLL,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M6KXM,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6FPH,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6LFL,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6WOC,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6MNW,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6PFS,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6GHA,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6FPI,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M3UQG,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M6FPJ,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6PFT,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6FPL,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M3VAI,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M6WTI,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6NTN,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6NFN,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M6OTM,Reserved,Call Sign - Amateur,,,
M6MNY,Allocated,Call Sign - Amateur,,2015-07-08,Amateur Foundation Radio Licence
M3WKZ,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M3VQP,Allocated,Call Sign - Amateur,,2007-08-29,Amateur Foundation Radio Licence
M6FPM,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Foundation Radio Licence
M6XBA,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Foundation Radio Licence
M6VYN,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Foundation Radio Licence
M6XKN,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Foundation Radio Licence
M6GVR,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Foundation Radio Licence
M6LUB,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Foundation Radio Licence
M6SJX,Allocated,Call Sign - Amateur,,2015-07-09,Amateur Foundation Radio Licence
M6LHJ,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6SQF,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6NFE,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6KEH,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6HCX,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6HCY,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6HPS,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6HDG,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6YOA,Allocated,Call Sign - Amateur,,2016-05-23,Amateur Foundation Radio Licence
M6JLZ,Allocated,Call Sign - Amateur,,2016-05-24,Amateur Foundation Radio Licence
M6HDH,Allocated,Call Sign - Amateur,,2016-05-24,Amateur Foundation Radio Licence
M6ONS,Allocated,Call Sign - Amateur,,2016-05-24,Amateur Foundation Radio Licence
M6PTD,Allocated,Call Sign - Amateur,,2016-05-24,Amateur Foundation Radio Licence
M6HDI,Allocated,Call Sign - Amateur,,2016-05-26,Amateur Foundation Radio Licence
M6PHV,Allocated,Call Sign - Amateur,,2016-05-26,Amateur Foundation Radio Licence
M6HDN,Reserved,Call Sign - Amateur,,,
M6RQH,Allocated,Call Sign - Amateur,,2016-05-26,Amateur Foundation Radio Licence
M6WFG,Allocated,Call Sign - Amateur,,2016-05-26,Amateur Foundation Radio Licence
M6IFR,Allocated,Call Sign - Amateur,,2016-05-27,Amateur Foundation Radio Licence
M6HDO,Allocated,Call Sign - Amateur,,2016-05-28,Amateur Foundation Radio Licence
M6RPS,Allocated,Call Sign - Amateur,,2016-05-28,Amateur Foundation Radio Licence
M6PYO,Allocated,Call Sign - Amateur,,2016-05-28,Amateur Foundation Radio Licence
M6XBK,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M6JJX,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M6HOO,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M3USQ,Allocated,Call Sign - Amateur,,2007-09-19,Amateur Foundation Radio Licence
M6HDT,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M6HDP,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M6HDQ,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M6PIB,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M6YBE,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M6KFH,Allocated,Call Sign - Amateur,,2016-05-31,Amateur Foundation Radio Licence
M6HDV,Allocated,Call Sign - Amateur,,2016-06-01,Amateur Foundation Radio Licence
M6ZEE,Allocated,Call Sign - Amateur,,2016-06-01,Amateur Foundation Radio Licence
M6ORR,Allocated,Call Sign - Amateur,,2016-06-01,Amateur Foundation Radio Licence
M6UKB,Allocated,Call Sign - Amateur,,2016-06-01,Amateur Foundation Radio Licence
M6HEI,Allocated,Call Sign - Amateur,,2016-06-01,Amateur Foundation Radio Licence
M6WFK,Allocated,Call Sign - Amateur,,2016-06-02,Amateur Foundation Radio Licence
M3VRN,Allocated,Call Sign - Amateur,,2007-09-19,Amateur Foundation Radio Licence
M6WEU,Allocated,Call Sign - Amateur,,2016-06-02,Amateur Foundation Radio Licence
M6IKR,Allocated,Call Sign - Amateur,,2016-06-02,Amateur Foundation Radio Licence
M6ZKK,Allocated,Call Sign - Amateur,,2016-06-02,Amateur Foundation Radio Licence
M6VBC,Allocated,Call Sign - Amateur,,2016-06-02,Amateur Foundation Radio Licence
M3RHK,Allocated,Call Sign - Amateur,,2006-12-18,Amateur Foundation Radio Licence
M3VZV,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3WKA,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3HPR,Allocated,Call Sign - Amateur,,2006-12-18,Amateur Foundation Radio Licence
M3VXC,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3VYB,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3VUC,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3VUY,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3WFK,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3ZSC,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3YGZ,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3YBE,Allocated,Call Sign - Amateur,,2008-01-25,Amateur Foundation Radio Licence
M3ZOY,Reserved,Call Sign - Amateur,,,
M3YUS,Allocated,Call Sign - Amateur,,2008-01-26,Amateur Foundation Radio Licence
M3RHX,Reserved,Call Sign - Amateur,,,
M3ZLP,Allocated,Call Sign - Amateur,,2006-12-18,Amateur Foundation Radio Licence
M3XXE,Allocated,Call Sign - Amateur,,2008-01-28,Amateur Foundation Radio Licence
M3YSG,Allocated,Call Sign - Amateur,,2008-01-28,Amateur Foundation Radio Licence
M3RIN,Allocated,Call Sign - Amateur,,2006-12-18,Amateur Foundation Radio Licence
M3WZF,Allocated,Call Sign - Amateur,,2008-01-29,Amateur Foundation Radio Licence
M3YCE,Reserved,Call Sign - Amateur,,,
M3VVO,Allocated,Call Sign - Amateur,,2008-01-29,Amateur Foundation Radio Licence
M3WKV,Allocated,Call Sign - Amateur,,2008-01-29,Amateur Foundation Radio Licence
M3VYY,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3XPF,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3ZKD,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3VUB,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3YBQ,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3ZSP,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3VUF,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3YDV,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3XXU,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
M3ZKL,Allocated,Call Sign - Amateur,,2008-01-30,Amateur Foundation Radio Licence
