Value,Status,Type,Call Sign MMSI: Created Date,Call Sign MMSI: Last Modified Date,Reserved to Date,Licence Cancel Date
21CWI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CWZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXC,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21CXD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CXZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CYY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21CZZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAM,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DAN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DAV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DAZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBE,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DBF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DBY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DCZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DDY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DED,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DER,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DES,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DEZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFC,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DFD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DFM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFV,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DFW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DFY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DGG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DGZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHI,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DHJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DHZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DID,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DII,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DIZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DJG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DJY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKG,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DKH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKR,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DKS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DKZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DLZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DME,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DMF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMK,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DML,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DMY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DND,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DNY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DON,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DOY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DPA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DPB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DPD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DPE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DPF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
21DPH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DPI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
21DPL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
