Value,Status,Type,Call Sign MMSI: Created Date,Call Sign MMSI: Last Modified Date,Reserved to Date,Licence Cancel Date
M3EMI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EMJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EMK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EML,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EMM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EMR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EMV,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EMW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EMZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENH,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ENI,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3ENK,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ENL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENM,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ENN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ENZ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EOB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOC,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EOE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EOI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOM,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EON,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EOO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EOV,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EOW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPI,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EPL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EPX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EQG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQM,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EQO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EQU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ERA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERE,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ERF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERH,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ERI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ERV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ERY,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ERZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESO,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EST,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3ESU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ESV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESX,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ESY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ESZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETO,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ETR,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ETS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETT,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ETU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ETV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3ETX,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3ETZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUB,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EUD,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EUG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUN,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EUQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EUZ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EVA,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EVG,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EVH,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EVO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EVQ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EVS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EVT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EVU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EVW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EVX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EWT,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EWX,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EXA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXB,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EXC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EXM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EXZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EYA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EYC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EYD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EYF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EYI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EYL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3EYO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EYQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EYT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3EZV,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3EZZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAH,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FAI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAJ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FAM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAN,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FAP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FAX,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FAZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBC,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FBD,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FBF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FBY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCP,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FCQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FCZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDC,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FDF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FDX,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FDZ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FEB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FEF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FEI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FEJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FEK,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FEM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FEN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FEQ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FEU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FEW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFJ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FFP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFQ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FFS,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FFX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FFZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FGA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FGB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FGC,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FGF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FGN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FGP,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FGS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FGT,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FGW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FGY,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FGZ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FHA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHB,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHF,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHG,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FHH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FHS,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FHT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FHW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FHY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FIE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FIG,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FII,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FIJ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FIL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FIO,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FIQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FIS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FIT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FIU,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FJG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJI,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJK,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FJL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FJM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJO,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJT,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FJV,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FJY,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FJZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FKB,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FKC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FKD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FKE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FKG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FKP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FKQ,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FKR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FKU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FKY,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FKZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FLD,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FLG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FLM,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FLN,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FLO,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FLR,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FLS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FLT,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FLX,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FMC,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FMD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FMF,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FMH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FMM,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FMR,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FMS,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FMU,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FMW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FNB,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FNE,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FNG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FNI,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FNJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FNL,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FNN,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FNQ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FNS,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FNV,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FNX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FNZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FOA,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FOG,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FOH,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FOM,Reserved,Call Sign - Amateur,2016-08-02,2016-08-02,,
M3FOP,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FOW,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FOX,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FOY,Reserved,Call Sign - Amateur,2016-08-02,2016-08-12,,
M3FOZ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FPD,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FPJ,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FPK,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
M3FPL,Reserved,Call Sign - Amateur,2016-08-12,2016-08-12,,
