callsign,status
M0HKJ,Live
M0HKT,Live
M0HLE,Terminated
M0HLK,Live
M0HML,Live
M0HMU,Live
M0HNA,Live
M0HND,Live
M0HNQ,Live
M0HNS,Live
M0HOE,Live
M0HOS,Live
M0HPG,Live
M0HPH,Live
M0HPM,Terminated
M0HPN,Terminated
M0HQG,Live
M0HRF,Live
M0HRG,Live
M0HRS,Live
M0HSC,Live
M0HSI,Live
M0HSL,Live
M0HSL,Surrendered
M0HSP,Live
M0HSR,Live
M0HTC,Terminated
M0HTJ,Live
M0HTO,Live
M0HTR,Live
M0HUB,Surrendered
M0HUM,Live
M0HUO,Live
M0HVP,Live
M0HWC,Live
M0HWF,Terminated
M0HWU,Live
M0HXJ,Live
M0HXL,Surrendered
M0HYB,Terminated
M0HYR,Live
M0HYW,Live
M0HYX,Live
M0HYZ,Live
M0HZ,Live
M0HZA,Terminated
M0HZZ,Live
M0IAE,Live
M0IBI,Live
M0IBJ,Live
M0IBV,Surrendered
M0IBY,Live
M0ICD,Live
M0IDE,Surrendered
M0IDO,Live
M0IDZ,Live
M0IDZ,Surrendered
M0IFG,Live
M0IFK,Live
M0IFU,Surrendered
M0IGH,Surrendered
M0IGJ,Live
M0III,Terminated
M0IJU,Live
M0ILP,Surrendered
M0IMV,Live
M0IMX,Live
M0ING,Live
M0INT,Live
M0INU,Live
M0IOA,Live
M0IOX,Live
M0IPG,Live
M0IPL,Live
M0IPN,Live
M0IPX,Surrendered
M0IQV,Live
M0IRC,Live
M0IRF,Live
M0IRN,Live
M0IRY,Surrendered
M0ISB,Live
M0ISH,Surrendered
M0ISJ,Live
M0ISN,Live
M0ISV,Live
M0IUJ,Live
M0IUY,Live
M0IVX,Surrendered
M0IWU,Live
M0IWX,Live
M0IXD,Surrendered
M0IXR,Surrendered
M0IYC,Live
M0IYL,Live
M0IYR,Live
M0IZC,Surrendered
M0IZN,Live
M0IZO,Live
M0JBQ,Live
M0JCV,Live
M0JDF,Live
M0JDJ,Surrendered
M0JDQ,Live
M0JDZ,Live
M0JET,Live
M0JEX,Live
M0JEY,Live
M0JIS,Live
M0JLB,Surrendered
M0KAC,Live
M0KCR,Surrendered
M0KCR,Terminated
M0KLR,Live
M0KMR,Live
M0KPR,Live
M0KRG,Live
M0KRM,Live
M0KRO,Live
M0KSC,Live
M0KSG,Live
M0KSO,Live
M0KUH,Live
M0KW,Live
M0KWA,Live
M0KZL,Live
M0LBA,Live
M0LBC,Live
M0LBL,Live
M0LBL,Terminated
M0LBZ,Surrendered
M0LCC,Live
M0LCG,Live
M0LCN,Live
M0LCW,Live
M0LDG,Live
M0LEK,Live
M0LEU,Live
M0LFA,Live
M0LFC,Live
M0LFG,Live
M0LGC,Live
M0LHF,Live
M0LHX,Surrendered
M0LIO,Live
M0LIV,Live
M0LIV,Surrendered
M0LLZ,Live
M0LNC,Surrendered
M0LPR,Live
M0LRA,Live
M0LRF,Live
M0LRG,Live
M0LSE,Live
M0LSE,Surrendered
M0LSW,Live
M0LTC,Live
M0LWC,Live
M0LWZ,Live
M0LXC,Live
M0LYM,Live
M0MAD,Live
M0MCG,Live
M0MCG,Surrendered
M0MDG,Live
M0MDG,Surrendered
M0MDX,Live
M0MEO,Live
M0MFR,Live
M0MHC,Live
M0MHQ,Live
M0MHZ,Live
M0MKE,Live
M0MKR,Live
M0MNX,Live
M0MOC,Live
M0MRG,Live
M0MRN,Live
M0MRS,Live
M0MSA,Live
M0MSY,Live
M0MTC,Live
M0MVS,Live
M0MWW,Live
M0MXO,Live
M0NAC,Surrendered
M0NAR,Live
M0NBC,Live
M0NBG,Live
M0NCA,Live
M0NCC,Live
M0NCI,Live
M0NCR,Live
M0NCT,Live
M0NDA,Live
M0NDH,Terminated
M0NDS,Live
M0NEE,Live
M0NFC,Live
M0NFD,Live
M0NFP,Live
M0NFP,Terminated
M0NFR,Live
M0NGE,Live
M0NGS,Live
M0NHK,Live
M0NHQ,Live
M0NHR,Live
M0NID,Live
M0NIR,Live
M0NLW,Live
M0NMO,Live
M0NRC,Live
M0NRX,Live
M0NSC,Live
M0NSG,Live
M0NSR,Live
M0NTG,Live
M0NTL,Live
M0NUC,Live
M0NUK,Live
M0NWC,Live
M0NWF,Live
M0NWG,Live
M0OCC,Live
M0OCG,Surrendered
M0OCQ,Surrendered
M0OCT,Live
M0OHA,Live
M0OMC,Live
M0ONL,Live
M0OPC,Live
M0ORK,Live
M0ORM,Live
M0ORO,Live
M0OSC,Live
M0OTF,Surrendered
M0OTS,Live
M0OWW,Live
M0OWW,Terminated
M0OXE,Surrendered
M0PBL,Live
M0PEC,Terminated
M0PEN,Terminated
M0PFC,Live
M0PFH,Live
M0PFJ,Live
M0PHS,Live
M0PHX,Live
M0PMS,Live
M0PMT,Live
M0PNX,Live
M0POC,Live
M0POG,Live
M0POG,Terminated
M0POI,Live
M0PPC,Live
M0PPL,Live
M0PQN,Live
M0PQP,Terminated
M0PQR,Live
M0PRC,Live
M0PRE,Terminated
M0PRG,Terminated
M0PSG,Live
M0PSL,Live
M0PSL,Surrendered
M0PSR,Live
M0PYR,Live
M0PYS,Live
M0RAD,Live
M0RAH,Live
M0RCF,Live
M0RCH,Live
M0RCU,Surrendered
M0RCU,Terminated
M0RCU,Terminated
M0RCV,Live
M0RCW,Surrendered
M0RDK,Live
M0REG,Live
M0REG,Surrendered
M0RGF,Live
M0RGL,Live
M0RGL,Surrendered
M0RGL,Terminated
M0RGP,Live
M0RGS,Live
M0RGU,Live
M0RGY,Live
M0RGY,Terminated
M0RHC,Surrendered
M0RHL,Live
M0RHR,Live
M0RIV,Live
M0RIV,Surrendered
M0RML,Live
M0RNG,Live
M0RNT,Live
M0ROA,Live
M0ROA,Surrendered
M0ROB,Live
M0ROW,Live
M0RRC,Live
M0RRD,Live
M0RRG,Live
M0RSC,Live
M0RSD,Live
M0RSD,Terminated
M0RSE,Live
M0RSE,Surrendered
M0RTO,Surrendered
M0RVE,Live
M0RVR,Live
M0RWK,Live
M0RWP,Surrendered
M0RWR,Live
M0RWR,Terminated
M0RXQ,Live
M0RXT,Live
M0RXY,Live
M0RYC,Live
M0RYC,Terminated
M0SBV,Live
M0SBV,Surrendered
M0SCG,Live
M0SCL,Live
M0SCR,Live
M0SCY,Live
M0SCZ,Live
M0SDC,Surrendered
M0SDD,Live
M0SDE,Live
M0SEH,Live
M0SEH,Surrendered
M0SFB,Live
M0SGP,Surrendered
M0SHA,Live
M0SHL,Live
M0SHR,Live
M0SHS,Terminated
M0SIA,Live
M0SIG,Live
M0SII,Live
M0SJA,Live
M0SJF,Live
M0SKG,Live
M0SKR,Live
M0SKR,Surrendered
M0SLB,Live
M0SLR,Live
M0SML,Live
M0SML,Surrendered
M0SNB,Live
M0SNS,Terminated
M0SOC,Live
M0SOF,Terminated
M0SOL,Live
M0SPA,Live
M0SPG,Live
M0SPX,Live
M0SQC,Live
M0SRA,Live
M0SRC,Live
M0SRC,Surrendered
M0SRX,Live
M0SSC,Surrendered
M0SSP,Live
M0SST,Live
M0SSW,Live
M0SSX,Live
M0STB,Live
M0STB,Terminated
M0SUR,Live
M0SXA,Live
M0SXE,Live
M0SXR,Live
M0SYR,Live
M0TA,Live
M0TBG,Live
M0TCM,Live
M0TDE,Live
M0TDR,Live
M0TFC,Live
M0TGH,Live
M0TGS,Live
M0THK,Terminated
M0THT,Live
M0TIL,Live
M0TJT,Live
M0TMR,Surrendered
M0TOL,Live
M0TPC,Live
M0TSE,Live
M0TSF,Live
M0TSG,Live
M0TSL,Live
M0TSL,Terminated
M0TSR,Live
M0TTG,Live
M0TTR,Live
M0TVC,Surrendered
M0TWC,Live
M0TXW,Surrendered
M0UAR,Live
M0UDX,Terminated
M0UFP,Live
M0UKC,Live
M0UKI,Live
M0UOE,Live
M0UOG,Live
M0UOY,Live
M0USE,Live
M0USM,Live
M0UWU,Terminated
M0VAR,Live
M0VCT,Live
M0VDX,Live
M0VFT,Live
M0VFW,Live
M0VGW,Live
M0VLP,Live
M0VMW,Live
M0VOG,Live
M0VOP,Live
M0VQJ,Live
M0VRC,Live
M0VRG,Live
M0VRX,Live
M0VSG,Live
M0VSQ,Live
M0VUC,Live
M0VUG,Live
M0VVG,Live
M0VYB,Live
M0VZA,Live
M0WCB,Live
M0WCG,Live
M0WCO,Live
M0WDC,Live
M0WFF,Surrendered
M0WGR,Live
M0WGS,Live
M0WHG,Live
M0WHQ,Live
M0WIM,Surrendered
M0WIW,Live
M0WLA,Live
M0WLC,Live
M0WMG,Surrendered
M0WMM,Live
M0WPX,Live
M0WRC,Live
M0WRF,Live
M0WRQ,Live
M0WRR,Live
M0WSM,Terminated
M0WSS,Live
M0WTV,Live
M0WVR,Live
M0WWN,Terminated
M0WWR,Live
M0WWT,Surrendered
M0WXB,Live
M0WYC,Live
M0WYR,Live
M0XBG,Surrendered
M0XBY,Live
M0XCQ,Surrendered
M0XG,Live
M0XGC,Live
M0XHE,Live
M0XHN,Live
M0XHS,Live
M0XKX,Live
M0XML,Live
M0XRC,Live
M0XSJ,Live
M0XXT,Live
M0XYD,Live
M0XYT,Live
M0YAD,Live
M0YCG,Live
M0YEK,Live
M0YHA,Live
M0YHC,Live
M0YKR,Live
M0YOK,Live
M0YRF,Live
M0YSB,Live
M0YSC,Live
M0YSG,Live
M0YYY,Live
M0ZCG,Live
M0ZDF,Live
M0ZET,Live
M0ZIP,Live
M0ZOO,Live
M0ZYF,Live
M1AAB,Terminated
M1ABD,Live
M1ACF,Live
M1ATC,Live
M1AZR,Live
M1BAR,Live
M1BDR,Live
M1BEC,Live
M1BED,Live
M1BED,Surrendered
M1BGV,Live
M1BIO,Surrendered
M1BNR,Live
M1BQY,Live
M1BQY,Surrendered
M1BRA,Live
M1BRG,Terminated
M1BVR,Terminated
M1COL,Live
M1CRA,Live
M1CRO,Live
M1CWR,Live
M1DDX,Live
M1DLX,Live
M1DRC,Live
M1DXC,Terminated
M1ECD,Live
M1EPU,Live
M1ERX,Terminated
M1EVP,Live
M1FUR,Live
M1MNR,Live
M1NHR,Live
M1NSC,Live
M1PRC,Live
M1PRC,Surrendered
M1PRC,Surrendered
M1RCT,Live
M1RCT,Terminated
M1SFS,Live
M1SQN,Terminated
M1SRC,Live
M1SWL,Live
M1TSC,Surrendered
M1WRG,Live
M1XAV,Terminated
M5AA,Live
M5AIR,Live
M5ALJ,Live
M5ARC,Live
M5BAE,Live
M5CDS,Live
M5DB,Live
M5DX,Live
M5EI,Live
M5HDF,Live
M5IC,Live
M5IPX,Live
M5IPX,Terminated
M5KR,Live
M5KRG,Live
M5MC,Live
M5MD,Live
M5MDX,Live
M5MK,Live
M5RS,Live
M5SB,Live
M5SKY,Live
M5WSS,Live
M6DX,Live
M7DX,Live
