callsign,cleaned,parse_status,prefix_series,rsl,suffix,placeholder_form,home_callsign,implied_class,flags
20MST,20MST,parsed,20,,MST,2#0MST,,Intermediate,
20MSU,20MSU,parsed,20,,MSU,2#0MSU,,Intermediate,
20MSV,20MSV,parsed,20,,MSV,2#0MSV,,Intermediate,
20MSW,20MSW,parsed,20,,MSW,2#0MSW,,Intermediate,
20MSX,20MSX,parsed,20,,MSX,2#0MSX,,Intermediate,
20MSY,20MSY,parsed,20,,MSY,2#0MSY,,Intermediate,
20MSZ,20MSZ,parsed,20,,MSZ,2#0MSZ,,Intermediate,
20MTA,20MTA,parsed,20,,MTA,2#0MTA,,Intermediate,
20MTB,20MTB,parsed,20,,MTB,2#0MTB,,Intermediate,
20MTC,20MTC,parsed,20,,MTC,2#0MTC,,Intermediate,
20MTD,20MTD,parsed,20,,MTD,2#0MTD,,Intermediate,
20MTE,20MTE,parsed,20,,MTE,2#0MTE,,Intermediate,
20MTF,20MTF,parsed,20,,MTF,2#0MTF,,Intermediate,
20MTG,20MTG,parsed,20,,MTG,2#0MTG,,Intermediate,
20MTH,20MTH,parsed,20,,MTH,2#0MTH,,Intermediate,
20MTI,20MTI,parsed,20,,MTI,2#0MTI,,Intermediate,
20MTJ,20MTJ,parsed,20,,MTJ,2#0MTJ,,Intermediate,
20MTK,20MTK,parsed,20,,MTK,2#0MTK,,Intermediate,
20MTL,20MTL,parsed,20,,MTL,2#0MTL,,Intermediate,
20MTM,20MTM,parsed,20,,MTM,2#0MTM,,Intermediate,
20MTN,20MTN,parsed,20,,MTN,2#0MTN,,Intermediate,
20MTO,20MTO,parsed,20,,MTO,2#0MTO,,Intermediate,
20MTP,20MTP,parsed,20,,MTP,2#0MTP,,Intermediate,
20MTQ,20MTQ,parsed,20,,MTQ,2#0MTQ,,Intermediate,
20MTR,20MTR,parsed,20,,MTR,2#0MTR,,Intermediate,
20MTS,20MTS,parsed,20,,MTS,2#0MTS,,Intermediate,
20MTT,20MTT,parsed,20,,MTT,2#0MTT,,Intermediate,
20MTU,20MTU,parsed,20,,MTU,2#0MTU,,Intermediate,
20MTV,20MTV,parsed,20,,MTV,2#0MTV,,Intermediate,
20MTW,20MTW,parsed,20,,MTW,2#0MTW,,Intermediate,
20MTX,20MTX,parsed,20,,MTX,2#0MTX,,Intermediate,
20MTY,20MTY,parsed,20,,MTY,2#0MTY,,Intermediate,
20MUA,20MUA,parsed,20,,MUA,2#0MUA,,Intermediate,
20MUC,20MUC,parsed,20,,MUC,2#0MUC,,Intermediate,
20MUD,20MUD,parsed,20,,MUD,2#0MUD,,Intermediate,
20MUF,20MUF,parsed,20,,MUF,2#0MUF,,Intermediate,
20MUG,20MUG,parsed,20,,MUG,2#0MUG,,Intermediate,
20MUI,20MUI,parsed,20,,MUI,2#0MUI,,Intermediate,
20MUK,20MUK,parsed,20,,MUK,2#0MUK,,Intermediate,
20MUL,20MUL,parsed,20,,MUL,2#0MUL,,Intermediate,
20MUM,20MUM,parsed,20,,MUM,2#0MUM,,Intermediate,
20MUN,20MUN,parsed,20,,MUN,2#0MUN,,Intermediate,
20MUO,20MUO,parsed,20,,MUO,2#0MUO,,Intermediate,
20MUP,20MUP,parsed,20,,MUP,2#0MUP,,Intermediate,
20MUR,20MUR,parsed,20,,MUR,2#0MUR,,Intermediate,
20MUS,20MUS,parsed,20,,MUS,2#0MUS,,Intermediate,
20MUT,20MUT,parsed,20,,MUT,2#0MUT,,Intermediate,
20MUU,20MUU,parsed,20,,MUU,2#0MUU,,Intermediate,
20MUW,20MUW,parsed,20,,MUW,2#0MUW,,Intermediate,
20MUX,20MUX,parsed,20,,MUX,2#0MUX,,Intermediate,
20MUY,20MUY,parsed,20,,MUY,2#0MUY,,Intermediate,
20MUZ,20MUZ,parsed,20,,MUZ,2#0MUZ,,Intermediate,
20MVA,20MVA,parsed,20,,MVA,2#0MVA,,Intermediate,
20MVB,20MVB,parsed,20,,MVB,2#0MVB,,Intermediate,
20MVC,20MVC,parsed,20,,MVC,2#0MVC,,Intermediate,
20MVD,20MVD,parsed,20,,MVD,2#0MVD,,Intermediate,
20MVE,20MVE,parsed,20,,MVE,2#0MVE,,Intermediate,
20MVF,20MVF,parsed,20,,MVF,2#0MVF,,Intermediate,
20MVG,20MVG,parsed,20,,MVG,2#0MVG,,Intermediate,
20MVH,20MVH,parsed,20,,MVH,2#0MVH,,Intermediate,
20MVI,20MVI,parsed,20,,MVI,2#0MVI,,Intermediate,
20MVK,20MVK,parsed,20,,MVK,2#0MVK,,Intermediate,
20MVL,20MVL,parsed,20,,MVL,2#0MVL,,Intermediate,
20MVM,20MVM,parsed,20,,MVM,2#0MVM,,Intermediate,
20MVN,20MVN,parsed,20,,MVN,2#0MVN,,Intermediate,
20MVP,20MVP,parsed,20,,MVP,2#0MVP,,Intermediate,
20MVR,20MVR,parsed,20,,MVR,2#0MVR,,Intermediate,
20MVS,20MVS,parsed,20,,MVS,2#0MVS,,Intermediate,
20MVT,20MVT,parsed,20,,MVT,2#0MVT,,Intermediate,
20MVV,20MVV,parsed,20,,MVV,2#0MVV,,Intermediate,
20MVX,20MVX,parsed,20,,MVX,2#0MVX,,Intermediate,
20MVY,20MVY,parsed,20,,MVY,2#0MVY,,Intermediate,
20MVZ,20MVZ,parsed,20,,MVZ,2#0MVZ,,Intermediate,
20MWA,20MWA,parsed,20,,MWA,2#0MWA,,Intermediate,
20MWB,20MWB,parsed,20,,MWB,2#0MWB,,Intermediate,
20MWC,20MWC,parsed,20,,MWC,2#0MWC,,Intermediate,
20MWD,20MWD,parsed,20,,MWD,2#0MWD,,Intermediate,
20MWE,20MWE,parsed,20,,MWE,2#0MWE,,Intermediate,
20MWG,20MWG,parsed,20,,MWG,2#0MWG,,Intermediate,
20MWH,20MWH,parsed,20,,MWH,2#0MWH,,Intermediate,
20MWI,20MWI,parsed,20,,MWI,2#0MWI,,Intermediate,
20MWJ,20MWJ,parsed,20,,MWJ,2#0MWJ,,Intermediate,
20MWK,20MWK,parsed,20,,MWK,2#0MWK,,Intermediate,
20MWL,20MWL,parsed,20,,MWL,2#0MWL,,Intermediate,
20MWM,20MWM,parsed,20,,MWM,2#0MWM,,Intermediate,
20MWN,20MWN,parsed,20,,MWN,2#0MWN,,Intermediate,
20MWP,20MWP,parsed,20,,MWP,2#0MWP,,Intermediate,
20MWR,20MWR,parsed,20,,MWR,2#0MWR,,Intermediate,
20MWS,20MWS,parsed,20,,MWS,2#0MWS,,Intermediate,
20MWT,20MWT,parsed,20,,MWT,2#0MWT,,Intermediate,
20MWU,20MWU,parsed,20,,MWU,2#0MWU,,Intermediate,
20MWW,20MWW,parsed,20,,MWW,2#0MWW,,Intermediate,
20MWY,20MWY,parsed,20,,MWY,2#0MWY,,Intermediate,
20MXA,20MXA,parsed,20,,MXA,2#0MXA,,Intermediate,
20MXB,20MXB,parsed,20,,MXB,2#0MXB,,Intermediate,
20MXC,20MXC,parsed,20,,MXC,2#0MXC,,Intermediate,
20MXD,20MXD,parsed,20,,MXD,2#0MXD,,Intermediate,
20MXE,20MXE,parsed,20,,MXE,2#0MXE,,Intermediate,
20MXF,20MXF,parsed,20,,MXF,2#0MXF,,Intermediate,
20MXG,20MXG,parsed,20,,MXG,2#0MXG,,Intermediate,
20MXH,20MXH,parsed,20,,MXH,2#0MXH,,Intermediate,
20MXI,20MXI,parsed,20,,MXI,2#0MXI,,Intermediate,
20MXJ,20MXJ,parsed,20,,MXJ,2#0MXJ,,Intermediate,
20MXK,20MXK,parsed,20,,MXK,2#0MXK,,Intermediate,
20MXL,20MXL,parsed,20,,MXL,2#0MXL,,Intermediate,
20MXM,20MXM,parsed,20,,MXM,2#0MXM,,Intermediate,
20MXN,20MXN,parsed,20,,MXN,2#0MXN,,Intermediate,
20MXP,20MXP,parsed,20,,MXP,2#0MXP,,Intermediate,
20MXR,20MXR,parsed,20,,MXR,2#0MXR,,Intermediate,
20MXS,20MXS,parsed,20,,MXS,2#0MXS,,Intermediate,
20MXT,20MXT,parsed,20,,MXT,2#0MXT,,Intermediate,
20MXV,20MXV,parsed,20,,MXV,2#0MXV,,Intermediate,
20MXW,20MXW,parsed,20,,MXW,2#0MXW,,Intermediate,
20MXX,20MXX,parsed,20,,MXX,2#0MXX,,Intermediate,
20MXY,20MXY,parsed,20,,MXY,2#0MXY,,Intermediate,
20MXZ,20MXZ,parsed,20,,MXZ,2#0MXZ,,Intermediate,
20MYA,20MYA,parsed,20,,MYA,2#0MYA,,Intermediate,
20MYB,20MYB,parsed,20,,MYB,2#0MYB,,Intermediate,
20MYC,20MYC,parsed,20,,MYC,2#0MYC,,Intermediate,
20MYD,20MYD,parsed,20,,MYD,2#0MYD,,Intermediate,
20MYE,20MYE,parsed,20,,MYE,2#0MYE,,Intermediate,
20MYF,20MYF,parsed,20,,MYF,2#0MYF,,Intermediate,
20MYG,20MYG,parsed,20,,MYG,2#0MYG,,Intermediate,
20MYH,20MYH,parsed,20,,MYH,2#0MYH,,Intermediate,
20MYJ,20MYJ,parsed,20,,MYJ,2#0MYJ,,Intermediate,
20MYK,20MYK,parsed,20,,MYK,2#0MYK,,Intermediate,
20MYL,20MYL,parsed,20,,MYL,2#0MYL,,Intermediate,
20MYM,20MYM,parsed,20,,MYM,2#0MYM,,Intermediate,
20MYN,20MYN,parsed,20,,MYN,2#0MYN,,Intermediate,
20MYO,20MYO,parsed,20,,MYO,2#0MYO,,Intermediate,
20MYP,20MYP,parsed,20,,MYP,2#0MYP,,Intermediate,
20MYR,20MYR,parsed,20,,MYR,2#0MYR,,Intermediate,
20MYS,20MYS,parsed,20,,MYS,2#0MYS,,Intermediate,
20MYT,20MYT,parsed,20,,MYT,2#0MYT,,Intermediate,
20MYW,20MYW,parsed,20,,MYW,2#0MYW,,Intermediate,
20MYX,20MYX,parsed,20,,MYX,2#0MYX,,Intermediate,
20MYY,20MYY,parsed,20,,MYY,2#0MYY,,Intermediate,
20MZA,20MZA,parsed,20,,MZA,2#0MZA,,Intermediate,
20MZB,20MZB,parsed,20,,MZB,2#0MZB,,Intermediate,
20MZC,20MZC,parsed,20,,MZC,2#0MZC,,Intermediate,
20MZD,20MZD,parsed,20,,MZD,2#0MZD,,Intermediate,
20MZE,20MZE,parsed,20,,MZE,2#0MZE,,Intermediate,
20MZG,20MZG,parsed,20,,MZG,2#0MZG,,Intermediate,
20MZH,20MZH,parsed,20,,MZH,2#0MZH,,Intermediate,
20MZI,20MZI,parsed,20,,MZI,2#0MZI,,Intermediate,
20MZJ,20MZJ,parsed,20,,MZJ,2#0MZJ,,Intermediate,
20MZK,20MZK,parsed,20,,MZK,2#0MZK,,Intermediate,
20MZO,20MZO,parsed,20,,MZO,2#0MZO,,Intermediate,
20MZS,20MZS,parsed,20,,MZS,2#0MZS,,Intermediate,
20MZT,20MZT,parsed,20,,MZT,2#0MZT,,Intermediate,
20MZU,20MZU,parsed,20,,MZU,2#0MZU,,Intermediate,
20NAA,20NAA,parsed,20,,NAA,2#0NAA,,Intermediate,
20NAB,20NAB,parsed,20,,NAB,2#0NAB,,Intermediate,
20NAC,20NAC,parsed,20,,NAC,2#0NAC,,Intermediate,
20NAD,20NAD,parsed,20,,NAD,2#0NAD,,Intermediate,
20NAE,20NAE,parsed,20,,NAE,2#0NAE,,Intermediate,
20NAF,20NAF,parsed,20,,NAF,2#0NAF,,Intermediate,
20NAG,20NAG,parsed,20,,NAG,2#0NAG,,Intermediate,
20NAH,20NAH,parsed,20,,NAH,2#0NAH,,Intermediate,
20NAI,20NAI,parsed,20,,NAI,2#0NAI,,Intermediate,
20NAJ,20NAJ,parsed,20,,NAJ,2#0NAJ,,Intermediate,
20NAK,20NAK,parsed,20,,NAK,2#0NAK,,Intermediate,
20NAL,20NAL,parsed,20,,NAL,2#0NAL,,Intermediate,
20NAM,20NAM,parsed,20,,NAM,2#0NAM,,Intermediate,
20NAN,20NAN,parsed,20,,NAN,2#0NAN,,Intermediate,
20NAO,20NAO,parsed,20,,NAO,2#0NAO,,Intermediate,
20NAP,20NAP,parsed,20,,NAP,2#0NAP,,Intermediate,
20NAQ,20NAQ,parsed,20,,NAQ,2#0NAQ,,Intermediate,
20NAR,20NAR,parsed,20,,NAR,2#0NAR,,Intermediate,
20NAS,20NAS,parsed,20,,NAS,2#0NAS,,Intermediate,
20NAT,20NAT,parsed,20,,NAT,2#0NAT,,Intermediate,
20NAU,20NAU,parsed,20,,NAU,2#0NAU,,Intermediate,
20NAV,20NAV,parsed,20,,NAV,2#0NAV,,Intermediate,
20NAW,20NAW,parsed,20,,NAW,2#0NAW,,Intermediate,
20NAX,20NAX,parsed,20,,NAX,2#0NAX,,Intermediate,
20NAY,20NAY,parsed,20,,NAY,2#0NAY,,Intermediate,
20NAZ,20NAZ,parsed,20,,NAZ,2#0NAZ,,Intermediate,
20NBA,20NBA,parsed,20,,NBA,2#0NBA,,Intermediate,
20NBB,20NBB,parsed,20,,NBB,2#0NBB,,Intermediate,
20NBC,20NBC,parsed,20,,NBC,2#0NBC,,Intermediate,
20NBD,20NBD,parsed,20,,NBD,2#0NBD,,Intermediate,
20NBE,20NBE,parsed,20,,NBE,2#0NBE,,Intermediate,
20NBG,20NBG,parsed,20,,NBG,2#0NBG,,Intermediate,
20NBH,20NBH,parsed,20,,NBH,2#0NBH,,Intermediate,
20NBI,20NBI,parsed,20,,NBI,2#0NBI,,Intermediate,
20NBK,20NBK,parsed,20,,NBK,2#0NBK,,Intermediate,
20NBL,20NBL,parsed,20,,NBL,2#0NBL,,Intermediate,
20NBM,20NBM,parsed,20,,NBM,2#0NBM,,Intermediate,
20NBP,20NBP,parsed,20,,NBP,2#0NBP,,Intermediate,
20NBQ,20NBQ,parsed,20,,NBQ,2#0NBQ,,Intermediate,
20NBR,20NBR,parsed,20,,NBR,2#0NBR,,Intermediate,
20NBS,20NBS,parsed,20,,NBS,2#0NBS,,Intermediate,
20NBT,20NBT,parsed,20,,NBT,2#0NBT,,Intermediate,
20NBW,20NBW,parsed,20,,NBW,2#0NBW,,Intermediate,
20NBX,20NBX,parsed,20,,NBX,2#0NBX,,Intermediate,
20NBY,20NBY,parsed,20,,NBY,2#0NBY,,Intermediate,
20NBZ,20NBZ,parsed,20,,NBZ,2#0NBZ,,Intermediate,
20NCA,20NCA,parsed,20,,NCA,2#0NCA,,Intermediate,
20NCB,20NCB,parsed,20,,NCB,2#0NCB,,Intermediate,
20NCC,20NCC,parsed,20,,NCC,2#0NCC,,Intermediate,
20NCD,20NCD,parsed,20,,NCD,2#0NCD,,Intermediate,
20NCE,20NCE,parsed,20,,NCE,2#0NCE,,Intermediate,
20NCF,20NCF,parsed,20,,NCF,2#0NCF,,Intermediate,
20NCG,20NCG,parsed,20,,NCG,2#0NCG,,Intermediate,
20NCH,20NCH,parsed,20,,NCH,2#0NCH,,Intermediate,
20NCI,20NCI,parsed,20,,NCI,2#0NCI,,Intermediate,
20NCJ,20NCJ,parsed,20,,NCJ,2#0NCJ,,Intermediate,
20NCK,20NCK,parsed,20,,NCK,2#0NCK,,Intermediate,
20NCL,20NCL,parsed,20,,NCL,2#0NCL,,Intermediate,
20NCM,20NCM,parsed,20,,NCM,2#0NCM,,Intermediate,
20NCN,20NCN,parsed,20,,NCN,2#0NCN,,Intermediate,
20NCO,20NCO,parsed,20,,NCO,2#0NCO,,Intermediate,
20NCP,20NCP,parsed,20,,NCP,2#0NCP,,Intermediate,
20NCR,20NCR,parsed,20,,NCR,2#0NCR,,Intermediate,
20NCS,20NCS,parsed,20,,NCS,2#0NCS,,Intermediate,
20NCT,20NCT,parsed,20,,NCT,2#0NCT,,Intermediate,
20NCV,20NCV,parsed,20,,NCV,2#0NCV,,Intermediate,
20NCW,20NCW,parsed,20,,NCW,2#0NCW,,Intermediate,
20NCX,20NCX,parsed,20,,NCX,2#0NCX,,Intermediate,
20NCY,20NCY,parsed,20,,NCY,2#0NCY,,Intermediate,
20NDA,20NDA,parsed,20,,NDA,2#0NDA,,Intermediate,
20NDB,20NDB,parsed,20,,NDB,2#0NDB,,Intermediate,
20NDC,20NDC,parsed,20,,NDC,2#0NDC,,Intermediate,
20NDD,20NDD,parsed,20,,NDD,2#0NDD,,Intermediate,
20NDE,20NDE,parsed,20,,NDE,2#0NDE,,Intermediate,
20NDG,20NDG,parsed,20,,NDG,2#0NDG,,Intermediate,
20NDH,20NDH,parsed,20,,NDH,2#0NDH,,Intermediate,
20NDI,20NDI,parsed,20,,NDI,2#0NDI,,Intermediate,
20NDJ,20NDJ,parsed,20,,NDJ,2#0NDJ,,Intermediate,
20NDL,20NDL,parsed,20,,NDL,2#0NDL,,Intermediate,
20NDM,20NDM,parsed,20,,NDM,2#0NDM,,Intermediate,
20NDO,20NDO,parsed,20,,NDO,2#0NDO,,Intermediate,
20NDP,20NDP,parsed,20,,NDP,2#0NDP,,Intermediate,
20NDR,20NDR,parsed,20,,NDR,2#0NDR,,Intermediate,
20NDS,20NDS,parsed,20,,NDS,2#0NDS,,Intermediate,
20NDT,20NDT,parsed,20,,NDT,2#0NDT,,Intermediate,
20NDW,20NDW,parsed,20,,NDW,2#0NDW,,Intermediate,
20NDX,20NDX,parsed,20,,NDX,2#0NDX,,Intermediate,
20NDY,20NDY,parsed,20,,NDY,2#0NDY,,Intermediate,
20NDZ,20NDZ,parsed,20,,NDZ,2#0NDZ,,Intermediate,
20NEA,20NEA,parsed,20,,NEA,2#0NEA,,Intermediate,
20NEB,20NEB,parsed,20,,NEB,2#0NEB,,Intermediate,
20NEC,20NEC,parsed,20,,NEC,2#0NEC,,Intermediate,
20NED,20NED,parsed,20,,NED,2#0NED,,Intermediate,
20NEE,20NEE,parsed,20,,NEE,2#0NEE,,Intermediate,
20NEG,20NEG,parsed,20,,NEG,2#0NEG,,Intermediate,
20NEI,20NEI,parsed,20,,NEI,2#0NEI,,Intermediate,
20NEJ,20NEJ,parsed,20,,NEJ,2#0NEJ,,Intermediate,
20NEK,20NEK,parsed,20,,NEK,2#0NEK,,Intermediate,
20NEL,20NEL,parsed,20,,NEL,2#0NEL,,Intermediate,
20NEM,20NEM,parsed,20,,NEM,2#0NEM,,Intermediate,
20NEN,20NEN,parsed,20,,NEN,2#0NEN,,Intermediate,
20NEO,20NEO,parsed,20,,NEO,2#0NEO,,Intermediate,
20NEP,20NEP,parsed,20,,NEP,2#0NEP,,Intermediate,
20NEQ,20NEQ,parsed,20,,NEQ,2#0NEQ,,Intermediate,
20NER,20NER,parsed,20,,NER,2#0NER,,Intermediate,
20NES,20NES,parsed,20,,NES,2#0NES,,Intermediate,
20NET,20NET,parsed,20,,NET,2#0NET,,Intermediate,
20NEV,20NEV,parsed,20,,NEV,2#0NEV,,Intermediate,
20NEW,20NEW,parsed,20,,NEW,2#0NEW,,Intermediate,
20NEX,20NEX,parsed,20,,NEX,2#0NEX,,Intermediate,
20NEY,20NEY,parsed,20,,NEY,2#0NEY,,Intermediate,
20NFA,20NFA,parsed,20,,NFA,2#0NFA,,Intermediate,
20NFB,20NFB,parsed,20,,NFB,2#0NFB,,Intermediate,
20NFC,20NFC,parsed,20,,NFC,2#0NFC,,Intermediate,
20NFG,20NFG,parsed,20,,NFG,2#0NFG,,Intermediate,
20NFI,20NFI,parsed,20,,NFI,2#0NFI,,Intermediate,
20NFJ,20NFJ,parsed,20,,NFJ,2#0NFJ,,Intermediate,
20NFK,20NFK,parsed,20,,NFK,2#0NFK,,Intermediate,
20NFL,20NFL,parsed,20,,NFL,2#0NFL,,Intermediate,
20NFM,20NFM,parsed,20,,NFM,2#0NFM,,Intermediate,
20NFO,20NFO,parsed,20,,NFO,2#0NFO,,Intermediate,
20NFR,20NFR,parsed,20,,NFR,2#0NFR,,Intermediate,
20NFS,20NFS,parsed,20,,NFS,2#0NFS,,Intermediate,
20NFT,20NFT,parsed,20,,NFT,2#0NFT,,Intermediate,
20NFU,20NFU,parsed,20,,NFU,2#0NFU,,Intermediate,
20NFX,20NFX,parsed,20,,NFX,2#0NFX,,Intermediate,
20NFY,20NFY,parsed,20,,NFY,2#0NFY,,Intermediate,
20NFZ,20NFZ,parsed,20,,NFZ,2#0NFZ,,Intermediate,
20NGA,20NGA,parsed,20,,NGA,2#0NGA,,Intermediate,
20NGB,20NGB,parsed,20,,NGB,2#0NGB,,Intermediate,
20NGC,20NGC,parsed,20,,NGC,2#0NGC,,Intermediate,
20NGE,20NGE,parsed,20,,NGE,2#0NGE,,Intermediate,
20NGF,20NGF,parsed,20,,NGF,2#0NGF,,Intermediate,
20NGG,20NGG,parsed,20,,NGG,2#0NGG,,Intermediate,
20NGI,20NGI,parsed,20,,NGI,2#0NGI,,Intermediate,
20NGK,20NGK,parsed,20,,NGK,2#0NGK,,Intermediate,
20NGL,20NGL,parsed,20,,NGL,2#0NGL,,Intermediate,
20NGM,20NGM,parsed,20,,NGM,2#0NGM,,Intermediate,
20NGN,20NGN,parsed,20,,NGN,2#0NGN,,Intermediate,
20NGO,20NGO,parsed,20,,NGO,2#0NGO,,Intermediate,
20NGP,20NGP,parsed,20,,NGP,2#0NGP,,Intermediate,
20NGQ,20NGQ,parsed,20,,NGQ,2#0NGQ,,Intermediate,
20NGR,20NGR,parsed,20,,NGR,2#0NGR,,Intermediate,
20NGS,20NGS,parsed,20,,NGS,2#0NGS,,Intermediate,
20NGT,20NGT,parsed,20,,NGT,2#0NGT,,Intermediate,
20NGU,20NGU,parsed,20,,NGU,2#0NGU,,Intermediate,
20NGV,20NGV,parsed,20,,NGV,2#0NGV,,Intermediate,
20NGX,20NGX,parsed,20,,NGX,2#0NGX,,Intermediate,
20NGY,20NGY,parsed,20,,NGY,2#0NGY,,Intermediate,
20NGZ,20NGZ,parsed,20,,NGZ,2#0NGZ,,Intermediate,
20NHB,20NHB,parsed,20,,NHB,2#0NHB,,Intermediate,
20NHD,20NHD,parsed,20,,NHD,2#0NHD,,Intermediate,
20NHF,20NHF,parsed,20,,NHF,2#0NHF,,Intermediate,
20NHG,20NHG,parsed,20,,NHG,2#0NHG,,Intermediate,
20NHJ,20NHJ,parsed,20,,NHJ,2#0NHJ,,Intermediate,
20NHM,20NHM,parsed,20,,NHM,2#0NHM,,Intermediate,
20NHR,20NHR,parsed,20,,NHR,2#0NHR,,Intermediate,
20NHS,20NHS,parsed,20,,NHS,2#0NHS,,Intermediate,
20NHT,20NHT,parsed,20,,NHT,2#0NHT,,Intermediate,
20NHX,20NHX,parsed,20,,NHX,2#0NHX,,Intermediate,
20NIA,20NIA,parsed,20,,NIA,2#0NIA,,Intermediate,
20NIB,20NIB,parsed,20,,NIB,2#0NIB,,Intermediate,
20NIC,20NIC,parsed,20,,NIC,2#0NIC,,Intermediate,
20NID,20NID,parsed,20,,NID,2#0NID,,Intermediate,
20NIE,20NIE,parsed,20,,NIE,2#0NIE,,Intermediate,
20NIF,20NIF,parsed,20,,NIF,2#0NIF,,Intermediate,
20NIH,20NIH,parsed,20,,NIH,2#0NIH,,Intermediate,
20NII,20NII,parsed,20,,NII,2#0NII,,Intermediate,
20NIK,20NIK,parsed,20,,NIK,2#0NIK,,Intermediate,
20NIM,20NIM,parsed,20,,NIM,2#0NIM,,Intermediate,
20NIN,20NIN,parsed,20,,NIN,2#0NIN,,Intermediate,
20NIO,20NIO,parsed,20,,NIO,2#0NIO,,Intermediate,
20NIQ,20NIQ,parsed,20,,NIQ,2#0NIQ,,Intermediate,
20NIR,20NIR,parsed,20,,NIR,2#0NIR,,Intermediate,
20NIS,20NIS,parsed,20,,NIS,2#0NIS,,Intermediate,
20NIT,20NIT,parsed,20,,NIT,2#0NIT,,Intermediate,
20NIU,20NIU,parsed,20,,NIU,2#0NIU,,Intermediate,
20NIV,20NIV,parsed,20,,NIV,2#0NIV,,Intermediate,
20NIX,20NIX,parsed,20,,NIX,2#0NIX,,Intermediate,
20NIY,20NIY,parsed,20,,NIY,2#0NIY,,Intermediate,
20NJA,20NJA,parsed,20,,NJA,2#0NJA,,Intermediate,
20NJB,20NJB,parsed,20,,NJB,2#0NJB,,Intermediate,
20NJC,20NJC,parsed,20,,NJC,2#0NJC,,Intermediate,
20NJD,20NJD,parsed,20,,NJD,2#0NJD,,Intermediate,
20NJE,20NJE,parsed,20,,NJE,2#0NJE,,Intermediate,
20NJH,20NJH,parsed,20,,NJH,2#0NJH,,Intermediate,
20NJI,20NJI,parsed,20,,NJI,2#0NJI,,Intermediate,
20NJJ,20NJJ,parsed,20,,NJJ,2#0NJJ,,Intermediate,
20NJK,20NJK,parsed,20,,NJK,2#0NJK,,Intermediate,
20NJM,20NJM,parsed,20,,NJM,2#0NJM,,Intermediate,
20NJO,20NJO,parsed,20,,NJO,2#0NJO,,Intermediate,
20NJP,20NJP,parsed,20,,NJP,2#0NJP,,Intermediate,
20NJR,20NJR,parsed,20,,NJR,2#0NJR,,Intermediate,
20NJS,20NJS,parsed,20,,NJS,2#0NJS,,Intermediate,
20NJT,20NJT,parsed,20,,NJT,2#0NJT,,Intermediate,
20NJV,20NJV,parsed,20,,NJV,2#0NJV,,Intermediate,
20NJW,20NJW,parsed,20,,NJW,2#0NJW,,Intermediate,
20NKA,20NKA,parsed,20,,NKA,2#0NKA,,Intermediate,
20NKB,20NKB,parsed,20,,NKB,2#0NKB,,Intermediate,
20NKC,20NKC,parsed,20,,NKC,2#0NKC,,Intermediate,
20NKD,20NKD,parsed,20,,NKD,2#0NKD,,Intermediate,
20NKE,20NKE,parsed,20,,NKE,2#0NKE,,Intermediate,
20NKF,20NKF,parsed,20,,NKF,2#0NKF,,Intermediate,
20NKG,20NKG,parsed,20,,NKG,2#0NKG,,Intermediate,
20NKI,20NKI,parsed,20,,NKI,2#0NKI,,Intermediate,
20NKJ,20NKJ,parsed,20,,NKJ,2#0NKJ,,Intermediate,
20NKK,20NKK,parsed,20,,NKK,2#0NKK,,Intermediate,
20NKL,20NKL,parsed,20,,NKL,2#0NKL,,Intermediate,
20NKM,20NKM,parsed,20,,NKM,2#0NKM,,Intermediate,
20NKN,20NKN,parsed,20,,NKN,2#0NKN,,Intermediate,
20NKP,20NKP,parsed,20,,NKP,2#0NKP,,Intermediate,
20NKQ,20NKQ,parsed,20,,NKQ,2#0NKQ,,Intermediate,
20NKR,20NKR,parsed,20,,NKR,2#0NKR,,Intermediate,
20NKS,20NKS,parsed,20,,NKS,2#0NKS,,Intermediate,
20NKT,20NKT,parsed,20,,NKT,2#0NKT,,Intermediate,
20NKV,20NKV,parsed,20,,NKV,2#0NKV,,Intermediate,
20NKX,20NKX,parsed,20,,NKX,2#0NKX,,Intermediate,
20NKY,20NKY,parsed,20,,NKY,2#0NKY,,Intermediate,
20NKZ,20NKZ,parsed,20,,NKZ,2#0NKZ,,Intermediate,
20NLA,20NLA,parsed,20,,NLA,2#0NLA,,Intermediate,
20NLB,20NLB,parsed,20,,NLB,2#0NLB,,Intermediate,
20NLC,20NLC,parsed,20,,NLC,2#0NLC,,Intermediate,
20NLD,20NLD,parsed,20,,NLD,2#0NLD,,Intermediate,
20NLE,20NLE,parsed,20,,NLE,2#0NLE,,Intermediate,
20NLF,20NLF,parsed,20,,NLF,2#0NLF,,Intermediate,
20NLG,20NLG,parsed,20,,NLG,2#0NLG,,Intermediate,
20NLH,20NLH,parsed,20,,NLH,2#0NLH,,Intermediate,
20NLJ,20NLJ,parsed,20,,NLJ,2#0NLJ,,Intermediate,
20NLK,20NLK,parsed,20,,NLK,2#0NLK,,Intermediate,
20NLM,20NLM,parsed,20,,NLM,2#0NLM,,Intermediate,
20NLO,20NLO,parsed,20,,NLO,2#0NLO,,Intermediate,
20NLP,20NLP,parsed,20,,NLP,2#0NLP,,Intermediate,
20NLS,20NLS,parsed,20,,NLS,2#0NLS,,Intermediate,
