callsign,status,licence_class,last_modified_date
M7IDE,Allocated,Amateur Foundation Radio Licence,2023-07-07
M7IDH,Allocated,Amateur Foundation Radio Licence,2020-11-06
M7IDI,Allocated,Amateur Foundation Radio Licence,2020-11-06
M7IDK,Allocated,Amateur Foundation Radio Licence,2021-12-22
M7IDM,Allocated,Amateur Foundation Radio Licence,2023-03-31
M7IDP,Allocated,Amateur Foundation Radio Licence,2022-03-15
M7IDS,Allocated,Amateur Foundation Radio Licence,2023-06-21
M7IDT,Allocated,Amateur Foundation Radio Licence,2023-06-21
M7IDX,Allocated,Amateur Foundation Radio Licence,2022-03-31
M7IDY,Allocated,Amateur Foundation Radio Licence,2022-07-13
M7IED,Allocated,Amateur Foundation Radio Licence,2022-05-01
M7IEF,Allocated,Amateur Foundation Radio Licence,2020-07-07
M7IEG,Allocated,Amateur Foundation Radio Licence,2021-08-30
M7IEH,Reserved,Amateur Foundation Radio Licence,2023-06-22
M7IEI,Allocated,Amateur Foundation Radio Licence,2023-06-22
M7IEL,Allocated,Amateur Foundation Radio Licence,2023-07-25
M7IFA,Allocated,Amateur Foundation Radio Licence,2021-11-25
M7IFB,Allocated,Amateur Foundation Radio Licence,2022-06-30
M7IFC,Allocated,Amateur Foundation Radio Licence,2021-11-25
M7IFR,Allocated,Amateur Foundation Radio Licence,2021-12-15
M7IFS,Allocated,Amateur Foundation Radio Licence,2021-12-15
M7IFZ,Allocated,Amateur Foundation Radio Licence,2020-11-30
M7IG,Available,,2019-09-09
M7IGB,Reserved,Amateur Foundation Radio Licence,2023-06-19
M7IGG,Allocated,Amateur Foundation Radio Licence,2019-01-29
M7IGK,Allocated,Amateur Foundation Radio Licence,2021-09-15
M7IGN,Allocated,Amateur Foundation Radio Licence,2020-06-17
M7IGR,Allocated,Amateur Foundation Radio Licence,2020-09-26
M7IGT,Allocated,Amateur Foundation Radio Licence,2021-09-10
M7IGW,Allocated,Amateur Foundation Radio Licence,2022-04-16
M7IGX,Allocated,Amateur Foundation Radio Licence,2022-04-16
M7IHB,Allocated,Amateur Foundation Radio Licence,2021-08-26
M7IHH,Allocated,Amateur Foundation Radio Licence,2023-05-17
M7IHR,Allocated,Amateur Foundation Radio Licence,2021-06-03
M7IHS,Allocated,Amateur Foundation Radio Licence,2021-06-03
M7IIE,Allocated,Amateur Foundation Radio Licence,2022-10-12
M7IIH,Allocated,Amateur Foundation Radio Licence,2023-04-04
M7III,Allocated,Amateur Foundation Radio Licence,2023-01-23
M7IIO,Allocated,Amateur Foundation Radio Licence,2019-11-07
M7IIZ,Allocated,Amateur Foundation Radio Licence,2022-05-18
M7IJB,Allocated,Amateur Foundation Radio Licence,2021-03-26
M7IJC,Allocated,Amateur Foundation Radio Licence,2021-03-26
M7IJD,Allocated,Amateur Foundation Radio Licence,2021-03-26
M7IJF,Allocated,Amateur Foundation Radio Licence,2019-11-15
M7IJH,Allocated,Amateur Foundation Radio Licence,2019-10-04
M7IJK,Allocated,Amateur Foundation Radio Licence,2021-09-20
M7IJL,Allocated,Amateur Foundation Radio Licence,2021-09-20
M7IJM,Allocated,Amateur Foundation Radio Licence,2021-09-20
M7IJO,Allocated,Amateur Foundation Radio Licence,2021-04-01
M7IJP,Allocated,Amateur Foundation Radio Licence,2022-02-13
M7IJV,Allocated,Amateur Foundation Radio Licence,2020-03-03
M7IKA,Allocated,Amateur Foundation Radio Licence,2022-11-26
M7IKB,Allocated,Amateur Foundation Radio Licence,2022-11-26
M7IKC,Allocated,Amateur Foundation Radio Licence,2022-11-26
M7IKD,Allocated,Amateur Foundation Radio Licence,2022-01-22
M7IKE,Allocated,Amateur Foundation Radio Licence,2022-04-07
M7IKH,Allocated,Amateur Foundation Radio Licence,2020-06-24
M7IKO,Allocated,Amateur Foundation Radio Licence,2022-07-22
M7ILA,Allocated,Amateur Foundation Radio Licence,2021-01-13
M7ILB,Allocated,Amateur Foundation Radio Licence,2021-01-13
M7ILF,Allocated,Amateur Foundation Radio Licence,2019-04-09
M7ILI,Allocated,Amateur Foundation Radio Licence,2022-02-05
M7ILK,Allocated,Amateur Foundation Radio Licence,2021-10-22
M7ILL,Allocated,Amateur Foundation Radio Licence,2021-10-22
M7ILN,Allocated,Amateur Foundation Radio Licence,2022-06-11
M7ILP,Allocated,Amateur Foundation Radio Licence,2022-11-16
M7ILS,Allocated,Amateur Foundation Radio Licence,2020-06-13
M7ILW,Allocated,Amateur Foundation Radio Licence,2021-08-27
M7ILY,Allocated,Amateur Foundation Radio Licence,2022-03-04
M7IMA,Allocated,Amateur Foundation Radio Licence,2020-06-17
M7IMC,Allocated,Amateur Foundation Radio Licence,2023-03-27
M7IMD,Allocated,Amateur Foundation Radio Licence,2023-03-27
M7IME,Allocated,Amateur Foundation Radio Licence,2023-03-27
M7IMF,Allocated,Amateur Foundation Radio Licence,2020-07-21
M7IMG,Allocated,Amateur Foundation Radio Licence,2021-10-07
M7IMH,Allocated,Amateur Foundation Radio Licence,2020-08-07
M7IMJ,Allocated,Amateur Foundation Radio Licence,2022-10-19
M7IML,Allocated,Amateur Foundation Radio Licence,2021-11-09
M7IMM,Allocated,Amateur Foundation Radio Licence,2022-05-14
M7IMO,Allocated,Amateur Foundation Radio Licence,2020-11-04
M7IMP,Allocated,Amateur Foundation Radio Licence,2020-11-04
M7IMR,Allocated,Amateur Foundation Radio Licence,2021-11-24
M7IMS,Allocated,Amateur Foundation Radio Licence,2022-04-18
M7IMT,Allocated,Amateur Foundation Radio Licence,2022-04-18
M7INA,Allocated,Amateur Foundation Radio Licence,2018-12-06
M7INC,Allocated,Amateur Foundation Radio Licence,2021-05-15
M7IND,Allocated,Amateur Foundation Radio Licence,2022-11-10
M7INE,Allocated,Amateur Foundation Radio Licence,2022-11-10
M7INF,Allocated,Amateur Foundation Radio Licence,2022-11-10
M7ING,Allocated,Amateur Foundation Radio Licence,2021-06-28
M7INI,Allocated,Amateur Foundation Radio Licence,2023-07-28
M7INK,Allocated,Amateur Foundation Radio Licence,2022-12-05
M7INN,Allocated,Amateur Foundation Radio Licence,2023-06-02
M7INS,Allocated,Amateur Foundation Radio Licence,2021-10-07
M7INT,Allocated,Amateur Foundation Radio Licence,2021-10-07
M7INV,Allocated,Amateur Foundation Radio Licence,2020-05-02
M7INX,Allocated,Amateur Foundation Radio Licence,2022-05-13
M7IOB,Allocated,Amateur Foundation Radio Licence,2022-12-22
M7IOD,Allocated,Amateur Foundation Radio Licence,2020-04-30
M7IOL,Allocated,Amateur Foundation Radio Licence,2023-08-02
M7IOM,Allocated,Amateur Foundation Radio Licence,2021-11-23
M7ION,Allocated,Amateur Foundation Radio Licence,2023-03-26
M7IOO,Allocated,Amateur Foundation Radio Licence,2022-02-15
M7IOP,Allocated,Amateur Foundation Radio Licence,2022-02-15
M7IOR,Allocated,Amateur Foundation Radio Licence,2020-07-31
M7IOS,Allocated,Amateur Foundation Radio Licence,2020-07-31
M7IOT,Allocated,Amateur Foundation Radio Licence,2021-02-09
M7IOU,Allocated,Amateur Foundation Radio Licence,2021-02-09
M7IOW,Allocated,Amateur Foundation Radio Licence,2020-08-20
M7IPA,Allocated,Amateur Foundation Radio Licence,2020-09-03
M7IPD,Allocated,Amateur Foundation Radio Licence,2021-02-22
M7IPH,Allocated,Amateur Foundation Radio Licence,2020-09-30
M7IPL,Allocated,Amateur Foundation Radio Licence,2021-05-22
M7IPO,Allocated,Amateur Foundation Radio Licence,2020-07-17
M7IPS,Allocated,Amateur Foundation Radio Licence,2021-04-07
M7IPT,Allocated,Amateur Foundation Radio Licence,2021-04-07
M7IPX,Allocated,Amateur Foundation Radio Licence,2020-10-26
M7IQQ,Allocated,Amateur Foundation Radio Licence,2021-01-13
M7IRB,Allocated,Amateur Foundation Radio Licence,2022-06-10
M7IRC,Allocated,Amateur Foundation Radio Licence,2022-03-17
M7IRE,Allocated,Amateur Foundation Radio Licence,2022-07-20
M7IRF,Allocated,Amateur Foundation Radio Licence,2021-03-29
M7IRG,Allocated,Amateur Foundation Radio Licence,2021-10-06
M7IRH,Allocated,Amateur Foundation Radio Licence,2021-10-06
M7IRJ,Allocated,Amateur Foundation Radio Licence,2023-07-20
M7IRK,Allocated,Amateur Foundation Radio Licence,2023-07-20
M7IRL,Allocated,Amateur Foundation Radio Licence,2023-07-20
M7IRM,Allocated,Amateur Foundation Radio Licence,2020-07-20
M7IRN,Allocated,Amateur Foundation Radio Licence,2020-07-20
M7IRQ,Allocated,Amateur Foundation Radio Licence,2020-11-26
M7IRV,Allocated,Amateur Foundation Radio Licence,2021-01-21
M7IRW,Allocated,Amateur Foundation Radio Licence,2020-11-14
M7ISA,Allocated,Amateur Foundation Radio Licence,2022-01-20
M7ISB,Allocated,Amateur Foundation Radio Licence,2022-01-20
M7ISF,Allocated,Amateur Foundation Radio Licence,2022-03-22
M7ISG,Allocated,Amateur Foundation Radio Licence,2022-03-22
M7ISI,Allocated,Amateur Foundation Radio Licence,2020-02-19
M7ISK,Allocated,Amateur Foundation Radio Licence,2020-07-21
M7ISM,Allocated,Amateur Foundation Radio Licence,2021-04-13
M7ISO,Allocated,Amateur Foundation Radio Licence,2023-01-02
M7ISP,Allocated,Amateur Foundation Radio Licence,2020-10-04
M7ISS,Allocated,Amateur Foundation Radio Licence,2023-06-24
M7IST,Allocated,Amateur Foundation Radio Licence,2022-07-09
M7ISW,Allocated,Amateur Foundation Radio Licence,2020-04-27
M7ITA,Allocated,Amateur Foundation Radio Licence,2019-08-23
M7ITB,Allocated,Amateur Foundation Radio Licence,2020-08-29
M7ITC,Allocated,Amateur Foundation Radio Licence,2022-08-05
M7ITD,Allocated,Amateur Foundation Radio Licence,2022-08-05
M7ITG,Allocated,Amateur Foundation Radio Licence,2021-04-22
M7ITH,Allocated,Amateur Foundation Radio Licence,2022-09-05
M7ITI,Allocated,Amateur Foundation Radio Licence,2022-09-05
M7ITM,Allocated,Amateur Foundation Radio Licence,2023-07-14
M7ITO,Allocated,Amateur Foundation Radio Licence,2023-06-19
M7ITR,Allocated,Amateur Foundation Radio Licence,2021-09-17
M7ITS,Allocated,Amateur Foundation Radio Licence,2021-09-17
M7ITV,Allocated,Amateur Foundation Radio Licence,2023-04-07
M7ITX,Allocated,Amateur Foundation Radio Licence,2023-02-11
M7ITY,Allocated,Amateur Foundation Radio Licence,2023-02-11
M7IVA,Allocated,Amateur Foundation Radio Licence,2021-04-14
M7IVL,Allocated,Amateur Foundation Radio Licence,2020-08-05
M7IVN,Allocated,Amateur Foundation Radio Licence,2019-10-19
M7IVP,Allocated,Amateur Foundation Radio Licence,2020-02-19
M7IVY,Allocated,Amateur Foundation Radio Licence,2020-08-15
M7IWF,Reserved,Amateur Foundation Radio Licence,2023-06-25
M7IWH,Allocated,Amateur Foundation Radio Licence,2021-12-15
M7IWN,Allocated,Amateur Foundation Radio Licence,2023-02-16
M7IWT,Allocated,Amateur Foundation Radio Licence,2020-11-30
M7IWW,Allocated,Amateur Foundation Radio Licence,2021-02-25
M7IXH,Allocated,Amateur Foundation Radio Licence,2023-05-09
M7IXN,Allocated,Amateur Foundation Radio Licence,2023-03-01
M7IZD,Allocated,Amateur Foundation Radio Licence,2021-06-29
M7IZI,Allocated,Amateur Foundation Radio Licence,2022-05-10
M7IZY,Allocated,Amateur Foundation Radio Licence,2021-05-10
M7JAA,Allocated,Amateur Foundation Radio Licence,2022-09-05
M7JAB,Allocated,Amateur Foundation Radio Licence,2022-09-05
M7JAC,Allocated,Amateur Foundation Radio Licence,2019-12-21
M7JAD,Allocated,Amateur Foundation Radio Licence,2019-06-07
M7JAF,Allocated,Amateur Foundation Radio Licence,2023-07-06
M7JAG,Allocated,Amateur Foundation Radio Licence,2020-07-08
M7JAH,Allocated,Amateur Foundation Radio Licence,2021-03-01
M7JAI,Allocated,Amateur Foundation Radio Licence,2022-06-10
M7JAJ,Allocated,Amateur Foundation Radio Licence,2022-06-10
M7JAK,Allocated,Amateur Foundation Radio Licence,2022-06-10
M7JAL,Allocated,Amateur Foundation Radio Licence,2021-02-18
M7JAM,Allocated,Amateur Foundation Radio Licence,2021-02-18
M7JAN,Allocated,Amateur Foundation Radio Licence,2023-03-16
M7JAO,Allocated,Amateur Foundation Radio Licence,2023-03-16
M7JAP,Allocated,Amateur Foundation Radio Licence,2023-03-16
M7JAQ,Allocated,Amateur Foundation Radio Licence,2020-11-05
M7JAR,Allocated,Amateur Foundation Radio Licence,2021-05-19
M7JAS,Allocated,Amateur Foundation Radio Licence,2020-06-11
M7JAT,Allocated,Amateur Foundation Radio Licence,2021-09-21
M7JAU,Allocated,Amateur Foundation Radio Licence,2021-09-21
M7JAV,Allocated,Amateur Foundation Radio Licence,2021-09-21
M7JAW,Allocated,Amateur Foundation Radio Licence,2021-05-15
M7JAX,Allocated,Amateur Foundation Radio Licence,2019-03-22
M7JAY,Allocated,Amateur Foundation Radio Licence,2020-10-14
M7JAZ,Allocated,Amateur Foundation Radio Licence,2020-10-14
M7JBA,Allocated,Amateur Foundation Radio Licence,2022-12-21
M7JBB,Allocated,Amateur Foundation Radio Licence,2022-12-21
M7JBC,Allocated,Amateur Foundation Radio Licence,2023-01-30
M7JBD,Allocated,Amateur Foundation Radio Licence,2021-01-07
M7JBE,Allocated,Amateur Foundation Radio Licence,2020-03-05
M7JBG,Allocated,Amateur Foundation Radio Licence,2023-01-20
M7JBL,Allocated,Amateur Foundation Radio Licence,2020-11-30
M7JBM,Allocated,Amateur Foundation Radio Licence,2021-01-25
M7JBO,Allocated,Amateur Foundation Radio Licence,2022-04-29
M7JBP,Allocated,Amateur Foundation Radio Licence,2022-04-29
M7JBR,Allocated,Amateur Foundation Radio Licence,2022-06-01
M7JBS,Allocated,Amateur Foundation Radio Licence,2022-06-01
M7JBT,Allocated,Amateur Foundation Radio Licence,2020-09-10
M7JBW,Allocated,Amateur Foundation Radio Licence,2020-11-04
M7JBX,Allocated,Amateur Foundation Radio Licence,2021-06-08
M7JBY,Allocated,Amateur Foundation Radio Licence,2021-06-08
M7JBZ,Allocated,Amateur Foundation Radio Licence,2021-06-08
M7JCA,Allocated,Amateur Foundation Radio Licence,2022-11-19
M7JCB,Allocated,Amateur Foundation Radio Licence,2021-02-23
M7JCC,Allocated,Amateur Foundation Radio Licence,2021-02-23
M7JCD,Allocated,Amateur Foundation Radio Licence,2021-02-23
M7JCE,Allocated,Amateur Foundation Radio Licence,2020-11-29
M7JCF,Allocated,Amateur Foundation Radio Licence,2020-08-04
M7JCG,Allocated,Amateur Foundation Radio Licence,2022-02-18
M7JCH,Allocated,Amateur Foundation Radio Licence,2020-11-21
M7JCI,Allocated,Amateur Foundation Radio Licence,2022-12-06
M7JCJ,Allocated,Amateur Foundation Radio Licence,2022-12-06
M7JCK,Allocated,Amateur Foundation Radio Licence,2022-12-06
M7JCL,Allocated,Amateur Foundation Radio Licence,2022-08-10
M7JCM,Allocated,Amateur Foundation Radio Licence,2022-08-10
M7JCO,Allocated,Amateur Foundation Radio Licence,2023-07-04
M7JCP,Allocated,Amateur Foundation Radio Licence,2022-05-16
M7JCS,Allocated,Amateur Foundation Radio Licence,2020-10-23
M7JCT,Allocated,Amateur Foundation Radio Licence,2023-02-14
M7JCU,Allocated,Amateur Foundation Radio Licence,2023-02-14
M7JCW,Allocated,Amateur Foundation Radio Licence,2022-05-06
M7JCX,Allocated,Amateur Foundation Radio Licence,2023-04-10
M7JCY,Allocated,Amateur Foundation Radio Licence,2022-05-06
M7JDA,Allocated,Amateur Foundation Radio Licence,2022-04-27
M7JDB,Allocated,Amateur Foundation Radio Licence,2021-04-22
M7JDC,Allocated,Amateur Foundation Radio Licence,2023-02-02
M7JDD,Allocated,Amateur Foundation Radio Licence,2022-11-29
M7JDE,Allocated,Amateur Foundation Radio Licence,2020-06-11
M7JDG,Allocated,Amateur Foundation Radio Licence,2020-07-27
M7JDH,Allocated,Amateur Foundation Radio Licence,2020-09-23
M7JDI,Allocated,Amateur Foundation Radio Licence,2020-09-23
M7JDJ,Allocated,Amateur Foundation Radio Licence,2023-02-01
M7JDK,Allocated,Amateur Foundation Radio Licence,2023-02-01
M7JDL,Allocated,Amateur Foundation Radio Licence,2023-02-01
M7JDM,Allocated,Amateur Foundation Radio Licence,2020-05-26
M7JDN,Allocated,Amateur Foundation Radio Licence,2020-06-18
M7JDO,Allocated,Amateur Foundation Radio Licence,2020-06-18
M7JDP,Allocated,Amateur Foundation Radio Licence,2020-06-18
M7JDR,Allocated,Amateur Foundation Radio Licence,2022-06-11
M7JDS,Allocated,Amateur Foundation Radio Licence,2023-04-24
M7JDT,Allocated,Amateur Foundation Radio Licence,2023-04-24
M7JDV,Allocated,Amateur Foundation Radio Licence,2021-02-17
M7JDW,Allocated,Amateur Foundation Radio Licence,2021-02-17
M7JDZ,Allocated,Amateur Foundation Radio Licence,2021-12-24
M7JEA,Allocated,Amateur Foundation Radio Licence,2021-12-24
M7JEB,Allocated,Amateur Foundation Radio Licence,2022-06-09
M7JEC,Allocated,Amateur Foundation Radio Licence,2021-03-25
M7JED,Allocated,Amateur Foundation Radio Licence,2021-09-06
M7JEE,Allocated,Amateur Foundation Radio Licence,2022-01-07
M7JEF,Allocated,Amateur Foundation Radio Licence,2022-04-04
M7JEG,Allocated,Amateur Foundation Radio Licence,2021-02-04
M7JEH,Allocated,Amateur Foundation Radio Licence,2020-02-06
M7JEK,Allocated,Amateur Foundation Radio Licence,2021-12-18
M7JEL,Allocated,Amateur Foundation Radio Licence,2021-12-18
M7JEM,Allocated,Amateur Foundation Radio Licence,2022-11-13
M7JEN,Allocated,Amateur Foundation Radio Licence,2019-03-27
M7JEP,Allocated,Amateur Foundation Radio Licence,2021-09-21
M7JER,Allocated,Amateur Foundation Radio Licence,2019-10-24
M7JES,Allocated,Amateur Foundation Radio Licence,2020-02-18
M7JET,Allocated,Amateur Foundation Radio Licence,2020-02-18
M7JEX,Allocated,Amateur Foundation Radio Licence,2021-05-25
M7JEY,Allocated,Amateur Foundation Radio Licence,2021-05-25
M7JEZ,Allocated,Amateur Foundation Radio Licence,2023-07-19
M7JFA,Allocated,Amateur Foundation Radio Licence,2023-03-30
M7JFB,Allocated,Amateur Foundation Radio Licence,2023-03-30
M7JFC,Allocated,Amateur Foundation Radio Licence,2020-06-05
M7JFF,Allocated,Amateur Foundation Radio Licence,2022-03-31
M7JFH,Allocated,Amateur Foundation Radio Licence,2020-12-18
M7JFJ,Allocated,Amateur Foundation Radio Licence,2023-03-17
M7JFK,Allocated,Amateur Foundation Radio Licence,2023-03-17
M7JFL,Allocated,Amateur Foundation Radio Licence,2023-04-30
M7JFM,Allocated,Amateur Foundation Radio Licence,2022-02-04
M7JFR,Allocated,Amateur Foundation Radio Licence,2022-08-24
M7JFS,Allocated,Amateur Foundation Radio Licence,2021-09-11
M7JFT,Allocated,Amateur Foundation Radio Licence,2022-06-10
M7JFX,Allocated,Amateur Foundation Radio Licence,2022-07-05
M7JFY,Available,Amateur Foundation Radio Licence,2022-05-27
M7JGA,Allocated,Amateur Foundation Radio Licence,2023-04-17
M7JGB,Allocated,Amateur Foundation Radio Licence,2023-04-17
M7JGD,Allocated,Amateur Foundation Radio Licence,2020-09-18
M7JGG,Allocated,Amateur Foundation Radio Licence,2021-02-23
M7JGH,Available,Amateur Foundation Radio Licence,2020-06-18
M7JGJ,Allocated,Amateur Foundation Radio Licence,2022-11-23
M7JGK,Allocated,Amateur Foundation Radio Licence,2022-11-23
M7JGL,Allocated,Amateur Foundation Radio Licence,2021-08-03
M7JGP,Allocated,Amateur Foundation Radio Licence,2020-12-18
M7JGR,Allocated,Amateur Foundation Radio Licence,2022-04-23
M7JGS,Allocated,Amateur Foundation Radio Licence,2022-04-23
M7JGT,Allocated,Amateur Foundation Radio Licence,2022-04-23
M7JGW,Allocated,Amateur Foundation Radio Licence,2020-12-08
M7JGX,Allocated,Amateur Foundation Radio Licence,2020-12-08
M7JGY,Allocated,Amateur Foundation Radio Licence,2021-06-15
M7JGZ,Allocated,Amateur Foundation Radio Licence,2021-06-15
M7JHA,Allocated,Amateur Foundation Radio Licence,2021-06-15
M7JHB,Allocated,Amateur Foundation Radio Licence,2022-05-12
M7JHC,Allocated,Amateur Foundation Radio Licence,2022-11-16
M7JHD,Allocated,Amateur Foundation Radio Licence,2022-11-16
M7JHG,Allocated,Amateur Foundation Radio Licence,2023-05-05
M7JHH,Allocated,Amateur Foundation Radio Licence,2022-10-15
M7JHM,Available,Amateur Foundation Radio Licence,2020-06-26
M7JHN,Allocated,Amateur Foundation Radio Licence,2020-06-26
M7JHP,Allocated,Amateur Foundation Radio Licence,2021-02-06
M7JHR,Allocated,Amateur Foundation Radio Licence,2022-04-07
M7JHS,Allocated,Amateur Foundation Radio Licence,2022-04-07
M7JHT,Allocated,Amateur Foundation Radio Licence,2022-04-07
M7JHW,Allocated,Amateur Foundation Radio Licence,2021-10-05
M7JHX,Allocated,Amateur Foundation Radio Licence,2021-10-05
M7JHY,Allocated,Amateur Foundation Radio Licence,2023-07-19
M7JHZ,Allocated,Amateur Foundation Radio Licence,2023-07-19
M7JIA,Allocated,Amateur Foundation Radio Licence,2023-07-19
M7JIB,Allocated,Amateur Foundation Radio Licence,2020-06-26
M7JIM,Allocated,Amateur Foundation Radio Licence,2019-07-28
M7JIN,Allocated,Amateur Foundation Radio Licence,2023-03-21
M7JIP,Allocated,Amateur Foundation Radio Licence,2020-07-30
M7JIT,Allocated,Amateur Foundation Radio Licence,2021-06-09
