callsign,status,licence_class,last_modified_date
20AXK,Reserved,,2016-08-12
20AXL,Reserved,,2016-08-12
20AXM,Reserved,,2016-08-12
20AXN,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AXO,Reserved,,2016-08-12
20AXP,Reserved,,2016-08-12
20AXQ,Reserved,,2016-08-12
20AXR,Reserved,,2016-08-12
20AXS,Reserved,,2016-08-02
20AXT,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AXU,Reserved,,2016-08-02
20AXV,Reserved,,2016-08-02
20AXW,Reserved,,2016-08-02
20AXX,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AXY,Reserved,,2016-08-02
20AXZ,Allocated,Amateur Intermediate Radio Licence,2019-01-11
20AYA,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AYB,Reserved,,2016-08-12
20AYC,Reserved,,2016-08-12
20AYD,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20AYE,Reserved,,2016-08-12
20AYF,Reserved,,2016-08-12
20AYG,Reserved,,2016-08-12
20AYH,Reserved,,2016-08-12
20AYI,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20AYJ,Reserved,,2016-08-12
20AYK,Allocated,Amateur Intermediate Radio Licence,2020-08-11
20AYL,Reserved,,2016-08-02
20AYM,Reserved,,2016-08-02
20AYN,Reserved,,2016-08-02
20AYO,Reserved,,2016-08-02
20AYP,Reserved,,2016-08-02
20AYQ,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AYR,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AYS,Reserved,,2016-08-02
20AYT,Allocated,Amateur Intermediate Radio Licence,2019-04-03
20AYU,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AYV,Reserved,,2016-08-02
20AYW,Allocated,Amateur Intermediate Radio Licence,2020-11-07
20AYX,Allocated,Amateur Intermediate Radio Licence,2018-04-20
20AYY,Allocated,Amateur Intermediate Radio Licence,2019-08-01
20AYZ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20AZA,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20AZB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20AZC,Allocated,Amateur Intermediate Radio Licence,2020-03-31
20AZD,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AZE,Reserved,,2016-08-02
20AZF,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20AZG,Reserved,,2016-08-12
20AZH,Reserved,,2016-08-12
20AZI,Reserved,Amateur Intermediate Radio Licence,2016-08-02
20AZJ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20AZK,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20AZL,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20AZM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20AZN,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AZO,Reserved,,2016-08-02
20AZP,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20AZQ,Allocated,Amateur Intermediate Radio Licence,2021-06-24
20AZR,Reserved,,2016-08-12
20AZS,Allocated,Amateur Intermediate Radio Licence,2020-09-21
20AZT,Allocated,Amateur Intermediate Radio Licence,2020-08-18
20AZU,Allocated,Amateur Intermediate Radio Licence,2022-08-05
20AZV,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20AZW,Allocated,Amateur Intermediate Radio Licence,2019-11-10
20AZX,Reserved,Amateur Intermediate Radio Licence,2016-08-02
20AZY,Reserved,,2016-08-02
20AZZ,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BAA,Reserved,,2016-08-02
20BAB,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BAC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BAD,Allocated,Amateur Intermediate Radio Licence,2017-11-09
20BAE,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BAF,Allocated,Amateur Intermediate Radio Licence,2017-06-02
20BAG,Reserved,,2016-08-02
20BAH,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BAI,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BAJ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BAK,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20BAL,Reserved,,2016-08-12
20BAM,Reserved,,2016-08-12
20BAN,Reserved,,2016-08-02
20BAO,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BAP,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BAQ,Allocated,Amateur Intermediate Radio Licence,2022-05-31
20BAR,Reserved,Amateur Intermediate Radio Licence,2016-08-02
20BAS,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BAT,Reserved,,2016-08-02
20BAU,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BAV,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BAW,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BAX,Allocated,Amateur Intermediate Radio Licence,2017-07-21
20BAY,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BAZ,Reserved,,2016-08-02
20BBA,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BBB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BBC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BBD,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BBE,Reserved,,2016-08-02
20BBF,Reserved,,2016-08-02
20BBG,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BBH,Reserved,,2016-08-02
20BBI,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BBJ,Reserved,,2016-08-02
20BBK,Reserved,,2016-08-02
20BBL,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BBM,Allocated,Amateur Intermediate Radio Licence,2021-02-23
20BBN,Allocated,Amateur Intermediate Radio Licence,2023-07-14
20BBO,Allocated,Amateur Intermediate Radio Licence,2017-07-17
20BBP,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BBQ,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BBR,Reserved,,2016-08-02
20BBS,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BBT,Allocated,Amateur Intermediate Radio Licence,2017-07-17
20BBU,Reserved,,2016-08-02
20BBV,Allocated,Amateur Intermediate Radio Licence,2019-10-01
20BBW,Reserved,,2016-08-02
20BBX,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BBY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BBZ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCA,Allocated,Amateur Intermediate Radio Licence,2022-10-10
20BCB,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BCC,Reserved,,2016-08-02
20BCD,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BCE,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCG,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCH,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BCI,Allocated,Amateur Intermediate Radio Licence,2022-01-28
20BCJ,Allocated,Amateur Intermediate Radio Licence,2019-05-26
20BCK,Allocated,Amateur Intermediate Radio Licence,2021-05-11
20BCL,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCM,Allocated,Amateur Intermediate Radio Licence,2022-02-15
20BCN,Allocated,Amateur Intermediate Radio Licence,2020-10-30
20BCO,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCP,Allocated,Amateur Intermediate Radio Licence,2023-02-09
20BCQ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCR,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCS,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCT,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BCU,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCV,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCW,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCX,Allocated,Amateur Intermediate Radio Licence,2022-01-24
20BCY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BCZ,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BDA,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDB,Allocated,Amateur Intermediate Radio Licence,2021-03-04
20BDC,Allocated,Amateur Intermediate Radio Licence,2023-06-23
20BDD,Allocated,Amateur Intermediate Radio Licence,2022-09-26
20BDE,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BDF,Allocated,Amateur Intermediate Radio Licence,2020-08-04
20BDG,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDH,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BDI,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDJ,Allocated,Amateur Intermediate Radio Licence,2018-02-02
20BDK,Reserved,,2016-08-02
20BDL,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BDM,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BDN,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDO,Allocated,Amateur Intermediate Radio Licence,2018-11-23
20BDP,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDQ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDR,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDS,Allocated,Amateur Intermediate Radio Licence,2021-02-09
20BDT,Allocated,Amateur Intermediate Radio Licence,2022-12-08
20BDU,Reserved,,2016-08-02
20BDV,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BDW,Allocated,Amateur Intermediate Radio Licence,2018-03-19
20BDX,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BDZ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEA,Allocated,Amateur Intermediate Radio Licence,2018-12-01
20BEB,Allocated,Amateur Intermediate Radio Licence,2018-11-17
20BEC,Allocated,Amateur Intermediate Radio Licence,2021-11-02
20BED,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEE,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEG,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEH,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEI,Allocated,Amateur Intermediate Radio Licence,2019-01-21
20BEJ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEK,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEL,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BEM,Reserved,,2016-08-02
20BEN,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BEO,Reserved,,2016-08-02
20BEP,Allocated,Amateur Intermediate Radio Licence,2022-05-19
20BEQ,Allocated,Amateur Intermediate Radio Licence,2019-02-21
20BER,Reserved,,2016-08-02
20BES,Allocated,Amateur Intermediate Radio Licence,2018-07-01
20BET,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEU,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEV,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEW,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEX,Allocated,Amateur Intermediate Radio Licence,2022-05-23
20BEY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BEZ,Allocated,Amateur Intermediate Radio Licence,2017-02-16
20BFA,Allocated,Amateur Intermediate Radio Licence,2019-04-11
20BFB,Allocated,Amateur Intermediate Radio Licence,2018-01-28
20BFC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFD,Allocated,Amateur Intermediate Radio Licence,2021-04-24
20BFE,Reserved,,2016-08-02
20BFF,Allocated,Amateur Intermediate Radio Licence,2018-02-08
20BFG,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFH,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFI,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFJ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFK,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BFL,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFN,Allocated,Amateur Intermediate Radio Licence,2020-01-19
20BFO,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BFP,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFQ,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BFR,Allocated,Amateur Intermediate Radio Licence,2019-09-20
20BFS,Allocated,Amateur Intermediate Radio Licence,2021-05-18
20BFT,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFU,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFV,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BFW,Reserved,,2016-08-02
20BFX,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BFY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BFZ,Allocated,Amateur Intermediate Radio Licence,2020-03-24
20BGA,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BGB,Allocated,Amateur Intermediate Radio Licence,2022-12-01
20BGC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BGD,Reserved,Amateur Intermediate Radio Licence,2017-06-01
20BGE,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BGF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BGG,Allocated,Amateur Intermediate Radio Licence,2017-03-06
20BGH,Reserved,Amateur Intermediate Radio Licence,2017-06-01
20BGI,Allocated,Amateur Intermediate Radio Licence,2022-05-30
20BGJ,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BGK,Reserved,,2016-08-02
20BGL,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BGM,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BGN,Reserved,,2016-08-02
20BGO,Allocated,Amateur Intermediate Radio Licence,2022-04-27
20BGP,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BGQ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BGR,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BGS,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BGT,Reserved,Amateur Intermediate Radio Licence,2016-08-02
20BGU,Reserved,,2016-08-02
20BGV,Allocated,Amateur Intermediate Radio Licence,2017-09-13
20BGW,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BGX,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BGY,Reserved,,2016-08-02
20BGZ,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BHA,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHD,Reserved,Amateur Intermediate Radio Licence,2021-03-15
20BHE,Allocated,Amateur Intermediate Radio Licence,2021-09-17
20BHF,Reserved,,2016-08-02
20BHG,Reserved,Amateur Intermediate Radio Licence,2016-08-02
20BHH,Allocated,Amateur Intermediate Radio Licence,2020-01-19
20BHI,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHJ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHK,Allocated,Amateur Intermediate Radio Licence,2020-02-03
20BHL,Allocated,Amateur Intermediate Radio Licence,2017-06-15
20BHM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHN,Allocated,Amateur Intermediate Radio Licence,2020-02-03
20BHO,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHP,Allocated,Amateur Intermediate Radio Licence,2021-03-05
20BHQ,Allocated,Amateur Intermediate Radio Licence,2017-12-11
20BHR,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHS,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHT,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHU,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHV,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHW,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BHX,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BHY,Allocated,Amateur Intermediate Radio Licence,2021-03-31
20BHZ,Allocated,Amateur Intermediate Radio Licence,2023-06-05
20BIA,Allocated,Amateur Intermediate Radio Licence,2022-11-02
20BIB,Allocated,Amateur Intermediate Radio Licence,2019-03-27
20BIC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BID,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BIE,Reserved,,2016-08-02
20BIF,Allocated,Amateur Intermediate Radio Licence,2021-10-25
20BIH,Reserved,,2016-08-02
20BII,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BIJ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BIK,Reserved,Amateur Intermediate Radio Licence,2016-11-14
20BIL,Allocated,Amateur Intermediate Radio Licence,2018-02-20
20BIM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BIN,Allocated,Amateur Intermediate Radio Licence,2019-08-19
20BIO,Allocated,Amateur Intermediate Radio Licence,2022-01-12
20BIP,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BIQ,Allocated,Amateur Intermediate Radio Licence,2023-05-12
20BIR,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BIS,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BIU,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BIV,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BIW,Reserved,,2016-08-02
20BIX,Allocated,Amateur Intermediate Radio Licence,2021-12-16
20BIY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BIZ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJA,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJD,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJE,Allocated,Amateur Intermediate Radio Licence,2017-03-27
20BJF,Reserved,,2016-08-12
20BJG,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20BJH,Reserved,,2016-08-02
20BJI,Reserved,,2016-08-02
20BJJ,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BJK,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJL,Allocated,Amateur Intermediate Radio Licence,2021-08-28
20BJM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJN,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJO,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJP,Allocated,Amateur Intermediate Radio Licence,2018-11-05
20BJQ,Allocated,Amateur Intermediate Radio Licence,2021-08-04
20BJR,Allocated,Amateur Intermediate Radio Licence,2017-09-11
20BJS,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJT,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJU,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJV,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJW,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BJX,Allocated,Amateur Intermediate Radio Licence,2023-08-01
20BJY,Allocated,Amateur Intermediate Radio Licence,2023-06-24
20BJZ,Reserved,,2016-08-02
20BKA,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BKB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKD,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKE,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKF,Allocated,Amateur Intermediate Radio Licence,2016-08-02
20BKG,Reserved,,2016-08-12
20BKH,Reserved,,2016-08-12
20BKI,Allocated,Amateur Intermediate Radio Licence,2018-02-13
20BKJ,Allocated,Amateur Intermediate Radio Licence,2017-03-02
20BKK,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BKL,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKM,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKN,Allocated,Amateur Intermediate Radio Licence,2018-10-06
20BKO,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKP,Allocated,Amateur Intermediate Radio Licence,2021-11-19
20BKQ,Allocated,Amateur Intermediate Radio Licence,2023-07-11
20BKR,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKS,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKT,Allocated,Amateur Intermediate Radio Licence,2022-03-07
20BKU,Allocated,Amateur Intermediate Radio Licence,2022-07-20
20BKV,Allocated,Amateur Intermediate Radio Licence,2016-08-12
20BKW,Allocated,Amateur Intermediate Radio Licence,2017-06-02
20BKX,Reserved,Amateur Intermediate Radio Licence,2016-07-23
20BKY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BKZ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLA,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLD,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLE,Allocated,Amateur Intermediate Radio Licence,2021-09-16
20BLF,Allocated,Amateur Intermediate Radio Licence,2019-05-30
20BLG,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLH,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLI,Allocated,Amateur Intermediate Radio Licence,2022-04-23
20BLJ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLK,Allocated,Amateur Intermediate Radio Licence,2021-03-27
20BLL,Allocated,Amateur Intermediate Radio Licence,2018-12-10
20BLM,Reserved,,2016-08-02
20BLN,Allocated,Amateur Intermediate Radio Licence,2018-12-07
20BLO,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLP,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLQ,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLR,Allocated,Amateur Intermediate Radio Licence,2019-09-25
20BLS,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLT,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLU,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLV,Allocated,Amateur Intermediate Radio Licence,2017-04-12
20BLW,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLX,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLY,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BLZ,Allocated,Amateur Intermediate Radio Licence,2020-04-12
20BMA,Allocated,Amateur Intermediate Radio Licence,2019-03-04
20BMB,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BMC,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BMD,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BME,Allocated,Amateur Intermediate Radio Licence,2021-05-12
20BMF,Allocated,Amateur Intermediate Radio Licence,2016-07-23
20BMG,Allocated,Amateur Intermediate Radio Licence,2023-01-18
20BMH,Allocated,Amateur Intermediate Radio Licence,2019-04-04
20BMI,Reserved,Amateur Intermediate Radio Licence,2020-03-30
