Value,Product,Status,Type,Call Sign MMSI: Last Modified Date
20ETW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
20ETY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-05-03
20ETZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-05-03
20EUA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-05
20EUB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-05-17
20EUC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-23
20EUD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-08
20EUE,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-06-06
20EUF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-08-03
20EUG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-06-16
20EUH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-01-26
20EUI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-06-16
20EUJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-06-16
20EUL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-02-18
20EUM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-06-18
20EUN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-11-01
20EUO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-06-20
20EUP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-06-20
20EUQ,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2020-11-19
20EUR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-06-20
20EUT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-06-22
20EUU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-05
20EUV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-10-11
20EUW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-06
20EUX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-12-24
20EUY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-06
20EUZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-07-03
20EVA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-06
20EVB,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2020-06-02
20EVC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-08
20EVD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-08
20EVE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-12-16
20EVF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2017-12-23
20EVG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-09
20EVH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-12
20EVI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-03-19
20EVJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-29
20EVK,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2017-11-08
20EVL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-17
20EVM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-12-29
20EVN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-07-21
20EVO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-09-14
20EVP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-24
20EVQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-19
20EVR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-05-21
20EVS,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-11-07
20EVT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-26
20EVU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-03-29
20EVV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-27
20EVW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-27
20EVX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-27
20EVY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-27
20EVZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-06-04
20EWA,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-07-28
20EWB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-28
20EWC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-28
20EWD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-28
20EWE,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-07-28
20EWF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-12-30
20EWG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-05-22
20EWH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-07-29
20EWI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-29
20EWJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-30
20EWK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-03
20EWL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-30
20EWM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20EWN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-30
20EWO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-30
20EWQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-01-05
20EWR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-08-03
20EWS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-08-03
20EWT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-26
20EWU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-04-06
20EWV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-08-08
20EWW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-03-16
20EWX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-04-02
20EWY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-01-13
20EWZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-08-15
20EXA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-08-15
20EXB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-08-15
20EXC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-01-24
20EXF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-03-23
20EXG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-05-13
20EXH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-04
20EXI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-08-29
20EXJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-06
20EXK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-10
20EXL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-06
20EXM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-06
20EXN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-12-24
20EXO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-06
20EXP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-09
20EXQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-12
20EXR,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-09-09
20EXS,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-09-11
20EXT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-08
20EXU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-20
20EXV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-06-08
20EXW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-24
20EXX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-08-05
20EXY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-20
20EXZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-21
20EYA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-21
20EYB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-21
20EYC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-28
20EYD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-28
20EYE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-04
20EYF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-11-12
20EYG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-01
20EYH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-18
20EYI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-04
20EYJ,Amateur Intermediate Radio Licence,Available,Call Sign - Amateur,2018-10-09
20EYK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-05-24
20EYL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-12
20EYM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-16
20EYN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-17
20EYO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-17
20EYP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-04-07
20EYQ,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-10-17
20EYR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-17
20EYS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-08-01
20EYT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-17
20EYU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-21
20EYV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-23
20EYW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-23
20EYY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-24
20EYZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-27
20EZA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-27
20EZB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-27
20EZC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-10-27
20EZD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-27
20EZE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-01-14
20EZF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-27
20EZG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-09-11
20EZH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-18
20EZI,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-10-27
20EZJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-07-01
20EZK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-03-09
20EZL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-27
20EZM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-10-27
20EZN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-12
20EZO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-06
20EZP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-03
20EZQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-06
20EZR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-02-27
20EZS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-07
20EZT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-02-18
20EZU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-08
20EZV,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2023-07-07
20EZW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-08
20EZX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-06-07
20EZY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-09
20EZZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-07-01
20FAA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-09
20FAB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-10-19
20FAI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-06-06
20FAJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAK,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
20FAL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-04-18
20FAM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-09-09
20FAP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-01-15
20FAQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-04-17
20FAR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-06-16
20FAU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
20FAV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-03-14
20FAW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-02-21
20FAY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FAZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-07-22
20FBA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FBB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-03-18
20FBC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FBD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-03-18
20FBE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-09-07
20FBF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FBG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-03-23
20FBH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-12-24
20FBJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-09
20FBK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-09
20FBL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FBM,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2021-06-09
20FBN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-02-17
20FBO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-12-19
20FBP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-02-15
20FBQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-02-11
20FBR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-10
20FBS,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-11-10
20FBT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-11-14
20FBU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-14
20FBV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-15
20FBW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-17
20FBX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-17
20FBY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-18
20FBZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-07-18
20FCA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-19
20FCB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-19
20FCC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-22
20FCD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-01-03
20FCE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-29
20FCF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-28
20FCG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-12-15
20FCH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-28
20FCI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-09
20FCJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-08-17
20FCK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-29
20FCL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FCM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FCN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-11-03
20FCO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-03-01
20FCP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-11-17
20FCQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-30
20FCR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-30
20FCS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-11-30
20FCT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-01
20FCU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-01
20FCV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-01
20FCX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-02-10
20FCY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-02
20FCZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-06
20FDA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-03-03
20FDB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-06
20FDC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-06
20FDD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-07
20FDE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-07
20FDF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-07
20FDG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-05-22
20FDH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-17
20FDI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-22
20FDK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-04-05
20FDL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-18
20FDM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-18
20FDN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-03-27
20FDO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-19
20FDP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-10-06
20FDQ,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2018-12-20
20FDR,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-20
20FDS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-07-18
20FDT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-20
20FDU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-20
20FDV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-21
20FDW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-11-25
20FDX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-11-04
20FDY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FDZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-22
20FEA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-22
20FEC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FED,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-04-01
20FEE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-04-16
20FEF,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-05-10
20FEG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-25
20FEH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-12-25
20FEI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-03
20FEJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-10-24
20FEK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-04-02
20FEL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-02-22
20FEM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-03
20FEN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-08-08
20FEO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-08
20FEP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-15
20FEQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-01-11
20FER,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-01-15
20FES,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-05-28
20FET,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
20FEV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-03-20
20FEW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-04-12
20FEX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FEY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-24
20FEZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-06-26
20FFA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-04-05
20FFB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-31
20FFC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-05-20
20FFD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-31
20FFE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-01-31
20FFF,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
20FFG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
20FFH,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2019-02-02
20FFI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-18
20FFJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-19
20FFK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-19
20FFL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-19
20FFM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-05-03
20FFN,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-21
20FFO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-21
20FFP,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-01-27
20FFQ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2018-09-28
20FFR,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2016-10-03
20FFS,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-02-16
20FFT,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-22
20FFU,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27
20FFV,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27
20FFW,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-27
20FFX,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28
20FFY,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2020-04-06
20FFZ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-02-28
20FGA,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-07
20FGB,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-07
20FGC,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-12
20FGD,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-12
20FGE,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-11-06
20FGF,Amateur Intermediate Radio Licence,Reserved,Call Sign - Amateur,2022-02-06
20FGG,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-10-05
20FGH,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-07-10
20FGI,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2023-08-15
20FGJ,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-13
20FGK,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-09-24
20FGL,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2022-02-02
20FGM,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2019-03-13
20FGO,Amateur Intermediate Radio Licence,Allocated,Call Sign - Amateur,2021-04-03
