Value,Product,Status,Type,Call Sign MMSI: Last Modified Date
G1FVC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FVE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FVF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1FVH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FVP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FVS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FVU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FWC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FWE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-01-28
G1FWF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FWK,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1FWR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FWS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FWU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FWY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FWZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FXB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FXC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FXD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FXE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-02-23
G1FXJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FXL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-04-18
G1FXM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-29
G1FXS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FXT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FXX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1FYE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FYF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FYG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-11-10
G1FYN,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1FYS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-12-06
G1FYU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-09-05
G1FYW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1FYX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FZE,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1FZL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-05-08
G1FZR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-12-04
G1FZS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1FZV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GAB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GAD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GAF,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1GAN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GAR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GAS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GAT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-07-03
G1GBC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GBF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GBH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-09-13
G1GBI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GBL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GBO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-12-28
G1GBQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-04-06
G1GBR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GBV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GBX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GCB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GCF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G1GCJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GCS,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1GCT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-10-28
G1GCU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G1GCX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GCY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G1GDA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G1GDB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-09-18
G1GDJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GDM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GDO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GDR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GDS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GDT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GEQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-05-24
G1GER,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GES,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GET,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-11-17
G1GEV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GEY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-06-19
G1GFA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GFC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GFD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GFF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GFJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GFQ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1GFU,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1GFW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GFZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GGB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GGC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GGI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GGK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GGN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GGT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-02-14
G1GHF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GHG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GHK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GHM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GHU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-05-09
G1GHY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GIA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GIB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GID,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GIE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GIJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GIL,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2018-05-15
G1GJD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GJF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-10-22
G1GJK,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1GJM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GJT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GKA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GKF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GKH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GKI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-10-22
G1GKK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-04-04
G1GKN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GKR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GKU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-19
G1GKV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GKW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GKY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GLA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GLG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-07-28
G1GLN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GLS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-17
G1GLZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-10
G1GME,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-20
G1GMF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-03-29
G1GMG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GMH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-28
G1GMM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GMV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GMX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-17
G1GNP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GNQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-18
G1GNX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-04-25
G1GOE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-10-24
G1GOH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1GOP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-11
G1GOQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G1GOY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GOZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1GPE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GPL,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GPM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-07-16
G1GQB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-29
G1GQH,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-02
G1GQJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-10-04
G1GQQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GQY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GQZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GRB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GRD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-06-21
G1GRG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-02-19
G1GRM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GRN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GRP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GRT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-04-18
G1GRU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-05-30
G1GRW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-04-23
G1GRZ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GSB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-06-07
G1GSG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GSJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GSK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GSN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GST,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GSW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2022-12-13
G1GSY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-03-20
G1GTA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-08-14
G1GTF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GTH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GTI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GTK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GTM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GTO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GTP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GTQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GTR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GTS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GTV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-09-28
G1GTX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-12
G1GTY,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2017-10-23
G1GUE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GUI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GUT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GVE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GVI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-03-04
G1GVJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GVM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-09-23
G1GVP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GWE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GWF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GWJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2019-10-05
G1GWN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-03-02
G1GWO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-09-30
G1GWR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-07-14
G1GWS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GWV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GWX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GXB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-03-23
G1GXC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-08-07
G1GXF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GXH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GXM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GXQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GXW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-08-02
G1GXX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GYC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GYF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GYH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GYJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GYM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-05-21
G1GYQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GYR,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-07-23
G1GYT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1GZG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-10
G1GZI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1GZK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-01-15
G1GZM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2018-02-25
G1GZY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-02-23
G1GZZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-05-18
G1HAB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HAC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HAG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HAH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HAK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HAN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HAX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HBC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HBD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HBE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HBF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HBR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2017-09-30
G1HBV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HBW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HCC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HCI,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HCJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HCM,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HCU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HCW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-12
G1HDG,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HDK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HDO,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HDP,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-02
G1HDR,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2020-06-30
G1HDX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HEA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2022-09-17
G1HEH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HEJ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HEN,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HEP,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HEQ,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HER,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HEU,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HEV,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HEW,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2021-01-18
G1HEX,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HEY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HEZ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2019-08-08
G1HFA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HFC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HFD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HFE,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HFH,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-02
G1HFJ,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2016-08-02
G1HFK,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HFS,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HFT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HFW,Amateur Full Radio Licence,Reserved,Call Sign - Amateur,2021-03-15
G1HFY,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2023-03-24
G1HGA,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HGB,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HGC,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-07-23
G1HGD,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HGF,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
G1HGT,Amateur Full Radio Licence,Allocated,Call Sign - Amateur,2016-08-12
