callsign,status,licence_class,licence_issued_date
G4PZK,Reserved,Full,1982-11-16
G4PZS,Reserved,Full,1982-11-16
G4PZU,Allocated,Full,1982-11-16
G4PZN,Allocated,Full,1982-11-16
G6MQR,Reserved,Full,1982-11-16
G6MQY,Allocated,Full,1982-11-16
G3VC,Allocated,Full,1982-11-16
G6RMR,Reserved,Full,1982-11-16
G6NNR,Reserved,Full,1982-11-16
G6RMA,Allocated,Full,1982-11-17
G6RMJ,Allocated,Full,1982-11-17
G6RMV,Allocated,Full,1982-11-17
G6RMO,Allocated,Full,1982-11-17
G4PZW,Allocated,Full,1982-11-17
G4PZX,Allocated,Full,1982-11-17
G4RAC,Allocated,Full,1982-11-17
G4RAE,Allocated,Full,1982-11-18
G6RND,Reserved,Full,1982-11-18
G6RNF,Allocated,Full,1982-11-18
G6RNT,Allocated,Full,1982-11-18
G4RAI,Allocated,Full,1982-11-18
G4PYG,Allocated,Full,1982-11-18
G4RAA,Allocated,Full,1982-11-18
G4RAD,Allocated,Full,1982-11-18
G4RAG,Allocated,Full,1982-11-18
G4RAH,Allocated,Full,1982-11-18
G4RAJ,Allocated,Full,1982-11-18
G4RAK,Allocated,Full,1982-11-18
G4RAM,Reserved,Full,1982-11-18
G4RAV,Allocated,Full,1982-11-18
G4RAW,Reserved,Full,1982-11-18
G4RAY,Allocated,Full,1982-11-18
G6ROC,Reserved,Full,1982-11-18
G6RNM,Allocated,Full,1982-11-18
G6ROS,Allocated,Full,1982-11-18
G6RNN,Reserved,Full,1982-11-18
G4RBA,Reserved,Full,1982-11-18
G4RBH,Allocated,Full,1982-11-19
G4RBI,Allocated,Full,1982-11-19
G4RBO,Allocated,Full,1982-11-19
G4RBQ,Allocated,Full,1982-11-19
G4RBP,Allocated,Full,1982-11-19
G4RBW,Reserved,Full,1982-11-19
G6RPD,Allocated,Full,1982-11-19
G6RPW,Allocated,Full,1982-11-19
G6RQA,Allocated,Full,1982-11-19
G6RQJ,Allocated,Full,1982-11-19
G6RQU,Allocated,Full,1982-11-19
G6RQZ,Allocated,Full,1982-11-19
G4RBR,Allocated,Full,1982-11-19
G4RBS,Reserved,Full,1982-11-19
G4RBU,Allocated,Full,1982-11-19
G8CCQ,Allocated,Full,1982-11-19
G6RRJ,Allocated,Full,1982-11-19
G6RQW,Allocated,Full,1982-11-19
G4RCC,Allocated,Full,1982-11-21
G6RZJ,Allocated,Full,1982-11-22
G4RCE,Allocated,Full,1982-11-22
G4RCA,Allocated,Full,1982-11-22
G4RCB,Allocated,Full,1982-11-22
G4RCF,Allocated,Full,1982-11-22
G4RCH,Allocated,Full,1982-11-22
G4RCK,Allocated,Full,1982-11-22
G4RCN,Allocated,Full,1982-11-22
G4RCD,Allocated,Full,1982-11-22
G6RSY,Allocated,Full,1982-11-22
G6RTD,Allocated,Full,1982-11-22
G6RTM,Allocated,Full,1982-11-22
G6RTN,Allocated,Full,1982-11-22
G6RTY,Allocated,Full,1982-11-22
G6RSV,Reserved,Full,1982-11-22
G4RCV,Reserved,Full,1982-11-23
G4RCY,Allocated,Full,1982-11-23
G4RCZ,Allocated,Full,1982-11-23
G6RVH,Allocated,Full,1982-11-23
G3GOS,Allocated,Full,1982-11-23
G4RCP,Allocated,Full,1982-11-23
G6RUL,Allocated,Full,1982-11-23
G6RUE,Allocated,Full,1982-11-23
G6RUK,Allocated,Full,1982-11-23
G6RUY,Allocated,Full,1982-11-23
G6RVZ,Allocated,Full,1982-11-24
G6RWI,Allocated,Full,1982-11-24
G6RWJ,Allocated,Full,1982-11-24
G6RWT,Allocated,Full,1982-11-24
G4RCJ,Allocated,Full,1982-11-24
G4RDB,Reserved,Full,1982-11-24
G4RDC,Allocated,Full,1982-11-24
G4RDF,Reserved,Full,1982-11-24
G4RDG,Allocated,Full,1982-11-24
G4RDH,Allocated,Full,1982-11-24
G4RDI,Allocated,Full,1982-11-24
G4RDS,Allocated,Full,1982-11-24
G6RVP,Allocated,Full,1982-11-24
G6RWH,Reserved,Full,1982-11-24
G6RXA,Reserved,Full,1982-11-24
G6RXD,Allocated,Full,1982-11-25
G6RXQ,Allocated,Full,1982-11-25
G6RYF,Reserved,Full,1982-11-25
G4RDY,Allocated,Full,1982-11-25
G4REC,Allocated,Full,1982-11-25
G4REE,Allocated,Full,1982-11-25
G4REF,Allocated,Full,1982-11-25
G4REG,Allocated,Full,1982-11-25
G4REH,Allocated,Full,1982-11-25
G4REI,Allocated,Full,1982-11-25
G4RFC,Allocated,Full,1982-11-25
G6RXK,Allocated,Full,1982-11-25
G6RYC,Allocated,Full,1982-11-25
G4REK,Allocated,Full,1982-11-25
G4REQ,Allocated,Full,1982-11-25
G4REU,Allocated,Full,1982-11-25
G4REV,Allocated,Full,1982-11-25
G4REX,Allocated,Full,1982-11-25
G4RFA,Allocated,Full,1982-11-25
G6RZS,Allocated,Full,1982-11-26
G6RZY,Allocated,Full,1982-11-26
G2DPL,Reserved,Full,1982-11-26
G8GHQ,Allocated,Full,1982-11-26
G4RFI,Allocated,Full,1982-11-26
G4RFK,Allocated,Full,1982-11-26
G4RFN,Allocated,Full,1982-11-26
G4RFO,Allocated,Full,1982-11-26
G4RFU,Allocated,Full,1982-11-26
G4RFV,Allocated,Full,1982-11-26
G4RGA,Allocated,Full,1982-11-26
G4RGB,Allocated,Full,1982-11-26
G4YHG,Allocated,Full,1982-11-26
G4RGC,Reserved,Full,1982-11-26
G8ZHA,Allocated,Full,1982-11-28
G3SQA,Allocated,Full,1982-11-28
G6SAG,Allocated,Full,1982-11-29
G4RGH,Allocated,Full,1982-11-29
G4RGI,Allocated,Full,1982-11-29
G4RGK,Allocated,Full,1982-11-29
G4RGO,Allocated,Full,1982-11-29
G4RGP,Allocated,Full,1982-11-29
G4RGU,Allocated,Full,1982-11-29
G4RGV,Allocated,Full,1982-11-29
G4RGN,Reserved,Full,1982-11-29
G6RXF,Allocated,Full,1982-11-30
G4RHI,Reserved,Full,1982-11-30
G4RGS,Allocated,Full,1982-11-30
G4RHB,Allocated,Full,1982-11-30
G4RHC,Allocated,Full,1982-11-30
G4RHD,Allocated,Full,1982-11-30
G6SBG,Allocated,Full,1982-12-01
G6SBI,Allocated,Full,1982-12-01
G6SBW,Allocated,Full,1982-12-01
G6SBN,Allocated,Full,1982-12-01
G4RHJ,Allocated,Full,1982-12-01
G6SBR,Allocated,Full,1982-12-01
G8DID,Allocated,Full,1982-12-01
G6VYD,Reserved,Full,1982-12-01
G4RHK,Allocated,Full,1982-12-01
G4RHR,Allocated,Full,1982-12-01
G3LJR,Allocated,Full,1982-12-01
G4RHS,Reserved,Full,1982-12-01
G6SCM,Allocated,Full,1982-12-02
G4RHL,Allocated,Full,1982-12-02
G4RIV,Allocated,Full,1982-12-03
G4RHX,Allocated,Full,1982-12-03
G4RIP,Allocated,Full,1982-12-03
G4RHY,Allocated,Full,1982-12-03
G4RHZ,Allocated,Full,1982-12-03
G4RIC,Allocated,Full,1982-12-03
G4RIE,Allocated,Full,1982-12-03
G4RII,Allocated,Full,1982-12-03
G4RIM,Allocated,Full,1982-12-03
G4RIS,Allocated,Full,1982-12-03
G4RIT,Allocated,Full,1982-12-03
G4RIA,Reserved,Full,1982-12-03
G6SCZ,Reserved,Full,1982-12-06
G6SDC,Allocated,Full,1982-12-06
G6SDE,Allocated,Full,1982-12-06
G4RJD,Allocated,Full,1982-12-06
G4RJA,Allocated,Full,1982-12-06
G4RJC,Reserved,Full,1982-12-06
G4RJM,Allocated,Full,1982-12-06
G4RJO,Allocated,Full,1982-12-06
G4RLD,Reserved,Full,1982-12-07
G4RKZ,Allocated,Full,1982-12-07
G4RJX,Allocated,Full,1982-12-07
G4RKK,Allocated,Full,1982-12-07
G4RLF,Allocated,Full,1982-12-07
G6SDG,Allocated,Full,1982-12-07
G4RKY,Allocated,Full,1982-12-07
G4RKO,Allocated,Full,1982-12-07
G4RJZ,Allocated,Full,1982-12-07
G4RJW,Reserved,Full,1982-12-07
G4RKB,Allocated,Full,1982-12-07
G4RKF,Allocated,Full,1982-12-07
G4RKG,Allocated,Full,1982-12-07
G4RKI,Allocated,Full,1982-12-07
G4RKJ,Allocated,Full,1982-12-07
G4RKL,Allocated,Full,1982-12-07
G4RKP,Allocated,Full,1982-12-07
G4RKR,Allocated,Full,1982-12-07
G4RKU,Allocated,Full,1982-12-07
G4RKX,Allocated,Full,1982-12-07
G4RKE,Reserved,Full,1982-12-07
G4RLI,Reserved,Full,1982-12-07
G4RMS,Allocated,Full,1982-12-08
G4RLL,Allocated,Full,1982-12-08
G4RLM,Allocated,Full,1982-12-08
G4RLN,Allocated,Full,1982-12-08
G4RLT,Allocated,Full,1982-12-08
G4RMC,Allocated,Full,1982-12-08
G4RMD,Allocated,Full,1982-12-08
G4RMI,Allocated,Full,1982-12-08
G4RMJ,Allocated,Full,1982-12-08
G4RMK,Allocated,Full,1982-12-08
G4RMM,Allocated,Full,1982-12-08
G4RMN,Allocated,Full,1982-12-08
G4RMV,Allocated,Full,1982-12-08
G4RMX,Allocated,Full,1982-12-08
G4RLV,Allocated,Full,1982-12-08
G4RLO,Allocated,Full,1982-12-08
G4RLP,Allocated,Full,1982-12-08
G4RLR,Allocated,Full,1982-12-08
G4RLS,Allocated,Full,1982-12-08
G4ROH,Allocated,Full,1982-12-09
G4ROC,Allocated,Full,1982-12-09
G4ROE,Allocated,Full,1982-12-09
G6SDV,Allocated,Full,1982-12-09
G4RND,Allocated,Full,1982-12-09
G4ROA,Allocated,Full,1982-12-09
G4RNX,Allocated,Full,1982-12-09
G4RNZ,Allocated,Full,1982-12-09
G4ROB,Allocated,Full,1982-12-09
G6SDP,Allocated,Full,1982-12-09
G4RNC,Allocated,Full,1982-12-09
G4RNJ,Reserved,Full,1982-12-09
G4RNK,Allocated,Full,1982-12-09
G4RNL,Allocated,Full,1982-12-09
G4RNO,Reserved,Full,1982-12-09
G4RNT,Allocated,Full,1982-12-09
G4RNW,Allocated,Full,1982-12-09
G4RNF,Allocated,Full,1982-12-09
G4RNI,Allocated,Full,1982-12-09
G4PWG,Allocated,Full,1982-12-09
G4RNA,Allocated,Full,1982-12-09
G2DFY,Reserved,Full,1982-12-09
G4ROJ,Allocated,Full,1982-12-10
G4ROX,Allocated,Full,1982-12-10
G4ROZ,Reserved,Full,1982-12-10
G4RPA,Allocated,Full,1982-12-10
G4RPC,Allocated,Full,1982-12-10
G4RPE,Allocated,Full,1982-12-10
G4RPF,Allocated,Full,1982-12-10
G4RPG,Reserved,Full,1982-12-10
G4RPI,Allocated,Full,1982-12-10
G4ROM,Allocated,Full,1982-12-10
G4ROO,Allocated,Full,1982-12-10
G4ROP,Allocated,Full,1982-12-10
G4ROS,Allocated,Full,1982-12-10
G4ROU,Allocated,Full,1982-12-10
G4RPJ,Allocated,Full,1982-12-10
G4RPK,Allocated,Full,1982-12-10
G4RPL,Allocated,Full,1982-12-10
G6SDY,Allocated,Full,1982-12-10
G4RKH,Allocated,Full,1982-12-10
G4RPM,Reserved,Full,1982-12-10
G4RQO,Allocated,Full,1982-12-12
G4RPV,Allocated,Full,1982-12-12
G5ZG,Allocated,Full,1982-12-13
G4RPT,Allocated,Full,1982-12-13
G4RPW,Allocated,Full,1982-12-13
G4RPX,Allocated,Full,1982-12-13
G4RQA,Allocated,Full,1982-12-13
G4RQF,Allocated,Full,1982-12-13
G4RQG,Allocated,Full,1982-12-13
G4RQI,Allocated,Full,1982-12-13
G4RQJ,Allocated,Full,1982-12-13
G4RQK,Allocated,Full,1982-12-13
G4RQL,Allocated,Full,1982-12-13
G4RPP,Allocated,Full,1982-12-13
G4RKC,Allocated,Full,1982-12-13
G4RQQ,Allocated,Full,1982-12-13
G4RQC,Reserved,Full,1982-12-13
G4RQN,Reserved,Full,1982-12-13
G4RQS,Allocated,Full,1982-12-14
G4RRI,Reserved,Full,1982-12-14
G6SEE,Allocated,Full,1982-12-14
G6SEF,Allocated,Full,1982-12-14
G6SEK,Allocated,Full,1982-12-14
G6SEM,Allocated,Full,1982-12-14
G4RQU,Allocated,Full,1982-12-15
G4RQW,Allocated,Full,1982-12-15
G4RRC,Allocated,Full,1982-12-15
G4RRD,Allocated,Full,1982-12-15
