callsign,status,licence_class,licence_issued_date
M6TFT,Allocated,Foundation,2014-05-14
M0SOU,Allocated,Full,2014-05-14
M0NGY,Allocated,Full,2014-05-14
M0HPW,Allocated,Full,2014-05-14
M0KAI,Allocated,Full,2014-05-14
M0TBS,Allocated,Full,2014-05-14
M0OJO,Allocated,Full,2014-05-14
G6ZTH,Allocated,Full,2014-05-14
M0KAV,Allocated,Full,2014-05-14
20CZL,Reserved,Intermediate,2014-05-14
20FCK,Allocated,Intermediate,2014-05-14
20GTG,Allocated,Intermediate,2014-05-14
20JHD,Allocated,Intermediate,2014-05-14
20MDU,Allocated,Intermediate,2014-05-14
20OAL,Allocated,Intermediate,2014-05-14
20TWP,Allocated,Intermediate,2014-05-14
20ZBE,Allocated,Intermediate,2014-05-14
M6EJR,Allocated,Foundation,2014-05-15
M6SVW,Allocated,Foundation,2014-05-15
M6EJU,Reserved,Foundation,2014-05-15
M6EJV,Allocated,Foundation,2014-05-15
M0HPX,Allocated,Full,2014-05-15
M0PZR,Allocated,Full,2014-05-15
M0MKS,Allocated,Full,2014-05-15
20CZM,Allocated,Intermediate,2014-05-15
20JCK,Allocated,Intermediate,2014-05-15
20KCE,Allocated,Intermediate,2014-05-15
20KTE,Allocated,Intermediate,2014-05-15
20LJH,Allocated,Intermediate,2014-05-15
20PBY,Allocated,Intermediate,2014-05-15
20TOD,Allocated,Intermediate,2014-05-15
20VKH,Allocated,Intermediate,2014-05-15
20VOC,Allocated,Intermediate,2014-05-15
20VRD,Allocated,Intermediate,2014-05-15
20ZDW,Allocated,Intermediate,2014-05-15
M0ZSM,Allocated,Full,2014-05-16
20CZN,Allocated,Intermediate,2014-05-16
20GCP,Allocated,Intermediate,2014-05-16
20UGX,Allocated,Intermediate,2014-05-16
M6EJY,Allocated,Foundation,2014-05-17
M0YTM,Allocated,Full,2014-05-17
M6ZDF,Allocated,Foundation,2014-05-18
M6ZBC,Allocated,Foundation,2014-05-18
M6EJZ,Allocated,Foundation,2014-05-18
M0HPZ,Allocated,Full,2014-05-18
M0IAR,Allocated,Full,2014-05-18
M0HQC,Allocated,Full,2014-05-18
G7GVZ,Allocated,Full,2014-05-18
M0ZVX,Allocated,Full,2014-05-18
20CZQ,Allocated,Intermediate,2014-05-18
20HMX,Allocated,Intermediate,2014-05-18
20OMI,Allocated,Intermediate,2014-05-18
20RTS,Allocated,Intermediate,2014-05-18
M6JTR,Allocated,Foundation,2014-05-19
M6SZE,Allocated,Foundation,2014-05-19
M6XOF,Allocated,Foundation,2014-05-19
M6PVM,Allocated,Foundation,2014-05-19
M6MTP,Allocated,Foundation,2014-05-19
M6TPN,Allocated,Foundation,2014-05-19
M6EKC,Allocated,Foundation,2014-05-19
M6IGZ,Allocated,Foundation,2014-05-19
M6VLB,Allocated,Foundation,2014-05-19
M6NPS,Reserved,Foundation,2014-05-19
M6HFA,Allocated,Foundation,2014-05-19
M6LUM,Allocated,Foundation,2014-05-19
M6THT,Allocated,Foundation,2014-05-19
M6EKE,Allocated,Foundation,2014-05-19
M6SJF,Allocated,Foundation,2014-05-19
M6XBH,Allocated,Foundation,2014-05-19
M6HBG,Allocated,Foundation,2014-05-19
M6WYN,Allocated,Foundation,2014-05-19
M6EKF,Allocated,Foundation,2014-05-19
M6VII,Allocated,Foundation,2014-05-19
M0WHI,Allocated,Full,2014-05-19
G0VIR,Allocated,Full,2014-05-19
20GPK,Allocated,Intermediate,2014-05-19
20KTL,Allocated,Intermediate,2014-05-19
20MRQ,Allocated,Intermediate,2014-05-19
M6WBQ,Reserved,Foundation,2014-05-20
M6MOA,Allocated,Foundation,2014-05-20
G3MBD,Allocated,Full,2014-05-20
G4NGD,Allocated,Full,2014-05-20
21FWL,Allocated,Intermediate,2014-05-20
M6XRS,Allocated,Foundation,2014-05-21
M6MHR,Allocated,Foundation,2014-05-21
M6RTO,Allocated,Foundation,2014-05-21
M6XFM,Allocated,Foundation,2014-05-21
G0HEQ,Allocated,Full,2014-05-21
M0MLO,Allocated,Full,2014-05-21
20FSX,Allocated,Intermediate,2014-05-21
M6SHK,Allocated,Foundation,2014-05-22
M6EKH,Allocated,Foundation,2014-05-22
M6EKI,Allocated,Foundation,2014-05-22
M6MHP,Allocated,Foundation,2014-05-22
20CZO,Allocated,Intermediate,2014-05-22
20DLG,Allocated,Intermediate,2014-05-22
20SDZ,Allocated,Intermediate,2014-05-22
M6EKJ,Allocated,Foundation,2014-05-23
20UND,Allocated,Intermediate,2014-05-23
M6XSP,Allocated,Foundation,2014-05-25
M6VXB,Allocated,Foundation,2014-05-26
M0HQA,Allocated,Full,2014-05-26
G8SBS,Allocated,Full,2014-05-26
20HMB,Allocated,Intermediate,2014-05-26
M6TLT,Allocated,Foundation,2014-05-27
M6KVC,Allocated,Foundation,2014-05-27
M6SYW,Allocated,Foundation,2014-05-27
M6TFB,Allocated,Foundation,2014-05-27
M6OHL,Allocated,Foundation,2014-05-27
M6POI,Allocated,Foundation,2014-05-27
M6LGW,Allocated,Foundation,2014-05-27
M6EKP,Allocated,Foundation,2014-05-27
M6ERS,Allocated,Foundation,2014-05-27
M6EKK,Allocated,Foundation,2014-05-27
M6LGT,Allocated,Foundation,2014-05-27
M6FYB,Allocated,Foundation,2014-05-27
M6GLU,Allocated,Foundation,2014-05-27
M6ODT,Allocated,Foundation,2014-05-27
M6OEE,Allocated,Foundation,2014-05-27
M6MUQ,Allocated,Foundation,2014-05-27
M6EKL,Allocated,Foundation,2014-05-27
M6KKC,Allocated,Foundation,2014-05-27
M6NTE,Allocated,Foundation,2014-05-27
M6RNS,Allocated,Foundation,2014-05-27
M6ICN,Allocated,Foundation,2014-05-27
M6VXT,Allocated,Foundation,2014-05-27
M6OGB,Allocated,Foundation,2014-05-27
G0NHR,Allocated,Full,2014-05-27
G1NJV,Allocated,Full,2014-05-27
M0JHM,Allocated,Full,2014-05-27
20CZP,Allocated,Intermediate,2014-05-27
20DPJ,Allocated,Intermediate,2014-05-27
20PGP,Allocated,Intermediate,2014-05-27
20SKT,Allocated,Intermediate,2014-05-27
20WBO,Allocated,Intermediate,2014-05-27
20XVT,Allocated,Intermediate,2014-05-27
M6HTJ,Allocated,Foundation,2014-05-28
M6GZZ,Allocated,Foundation,2014-05-28
M6OCL,Allocated,Foundation,2014-05-28
M6HDR,Allocated,Foundation,2014-05-28
M6NGG,Allocated,Foundation,2014-05-28
M6JFY,Allocated,Foundation,2014-05-28
M6FUS,Allocated,Foundation,2014-05-28
M6EKQ,Allocated,Foundation,2014-05-28
G3YVW,Allocated,Full,2014-05-28
G0JTU,Allocated,Full,2014-05-28
20CZR,Allocated,Intermediate,2014-05-28
20CZZ,Allocated,Intermediate,2014-05-28
20FTX,Allocated,Intermediate,2014-05-28
20HTL,Allocated,Intermediate,2014-05-28
20IGM,Allocated,Intermediate,2014-05-28
20LEZ,Allocated,Intermediate,2014-05-28
20UEH,Allocated,Intermediate,2014-05-28
M6OTB,Allocated,Foundation,2014-05-29
M6SWI,Allocated,Foundation,2014-05-29
M6EMJ,Allocated,Foundation,2014-05-29
M6EKR,Allocated,Foundation,2014-05-29
M6JGZ,Allocated,Foundation,2014-05-29
M6VTR,Allocated,Foundation,2014-05-29
M0HQB,Allocated,Full,2014-05-29
M0HQD,Allocated,Full,2014-05-29
G7EAP,Allocated,Full,2014-05-29
G7UUC,Allocated,Full,2014-05-29
G7JRG,Allocated,Full,2014-05-29
G4XNJ,Allocated,Full,2014-05-29
20DDO,Allocated,Intermediate,2014-05-29
20DPS,Allocated,Intermediate,2014-05-29
20DTE,Allocated,Intermediate,2014-05-29
20DUR,Allocated,Intermediate,2014-05-29
20EBS,Allocated,Intermediate,2014-05-29
20ETW,Allocated,Intermediate,2014-05-29
20FAI,Allocated,Intermediate,2014-05-29
20LJQ,Allocated,Intermediate,2014-05-29
20NJE,Allocated,Intermediate,2014-05-29
20NRD,Allocated,Intermediate,2014-05-29
20OTW,Allocated,Intermediate,2014-05-29
20SLN,Allocated,Intermediate,2014-05-29
20SMX,Allocated,Intermediate,2014-05-29
20UAD,Allocated,Intermediate,2014-05-29
20VOQ,Allocated,Intermediate,2014-05-29
20VXT,Allocated,Intermediate,2014-05-29
20XDR,Allocated,Intermediate,2014-05-29
20XTT,Reserved,Intermediate,2014-05-29
M6EKS,Allocated,Foundation,2014-05-30
M6VID,Allocated,Foundation,2014-05-30
M6EKT,Allocated,Foundation,2014-05-30
20CZS,Allocated,Intermediate,2014-05-30
20FPT,Allocated,Intermediate,2014-05-30
20OBL,Allocated,Intermediate,2014-05-30
M6SFP,Reserved,Foundation,2014-05-31
M6MKM,Allocated,Foundation,2014-06-01
M6RRG,Allocated,Foundation,2014-06-01
M6ZBE,Allocated,Foundation,2014-06-01
M6OKH,Allocated,Foundation,2014-06-01
M6EKV,Allocated,Foundation,2014-06-01
M6EKW,Allocated,Foundation,2014-06-01
M6SVV,Allocated,Foundation,2014-06-01
20DDN,Allocated,Intermediate,2014-06-01
20LON,Allocated,Intermediate,2014-06-01
20WPC,Reserved,Intermediate,2014-06-01
M6IGW,Allocated,Foundation,2014-06-02
M6UPS,Allocated,Foundation,2014-06-02
M6ZCJ,Allocated,Foundation,2014-06-02
M6XWZ,Allocated,Foundation,2014-06-02
M6RXN,Allocated,Foundation,2014-06-02
M6HBH,Allocated,Foundation,2014-06-02
M6OPA,Allocated,Foundation,2014-06-02
M6EKY,Allocated,Foundation,2014-06-02
M6EKX,Allocated,Foundation,2014-06-02
M6TFE,Allocated,Foundation,2014-06-02
M6GSU,Allocated,Foundation,2014-06-02
M0SDU,Allocated,Full,2014-06-02
20GMS,Allocated,Intermediate,2014-06-02
20INV,Allocated,Intermediate,2014-06-02
20KBI,Allocated,Intermediate,2014-06-02
20NCL,Allocated,Intermediate,2014-06-02
M6KGW,Allocated,Foundation,2014-06-03
M6ONG,Allocated,Foundation,2014-06-03
M6OPR,Allocated,Foundation,2014-06-03
M6EKZ,Allocated,Foundation,2014-06-03
M6MUJ,Allocated,Foundation,2014-06-03
M6ELB,Allocated,Foundation,2014-06-03
M6FTJ,Allocated,Foundation,2014-06-03
M6HFQ,Allocated,Foundation,2014-06-03
M6MKH,Allocated,Foundation,2014-06-03
M6ELG,Allocated,Foundation,2014-06-03
M6ELN,Allocated,Foundation,2014-06-03
M6ELQ,Reserved,Foundation,2014-06-03
M6RGQ,Allocated,Foundation,2014-06-03
M6EUN,Allocated,Foundation,2014-06-03
M6RTE,Allocated,Foundation,2014-06-03
M6XYY,Allocated,Foundation,2014-06-03
M6ELU,Allocated,Foundation,2014-06-03
21AWM,Allocated,Intermediate,2014-06-03
M6PFR,Allocated,Foundation,2014-06-04
M6ESM,Allocated,Foundation,2014-06-04
M6GEV,Allocated,Foundation,2014-06-04
M6EML,Allocated,Foundation,2014-06-04
M6RFP,Allocated,Foundation,2014-06-04
M6EMQ,Allocated,Foundation,2014-06-04
M6FSB,Allocated,Foundation,2014-06-04
M6IOA,Allocated,Foundation,2014-06-05
M6EMR,Allocated,Foundation,2014-06-05
M6MHK,Allocated,Foundation,2014-06-05
M6KBP,Allocated,Foundation,2014-06-05
G4DZR,Allocated,Full,2014-06-05
M0HQE,Allocated,Full,2014-06-05
G6UBB,Allocated,Full,2014-06-05
G6VWS,Allocated,Full,2014-06-05
20IAS,Allocated,Intermediate,2014-06-05
M6FBG,Allocated,Foundation,2014-06-06
M6IJW,Allocated,Foundation,2014-06-06
M6IMT,Allocated,Foundation,2014-06-06
20PSH,Allocated,Intermediate,2014-06-06
M6EMX,Allocated,Foundation,2014-06-07
M6ENA,Reserved,Foundation,2014-06-09
M6OAE,Allocated,Foundation,2014-06-09
M6VZF,Allocated,Foundation,2014-06-09
M6MSZ,Allocated,Foundation,2014-06-09
M6YAE,Allocated,Foundation,2014-06-09
M6MHT,Reserved,Foundation,2014-06-09
M6ENB,Allocated,Foundation,2014-06-09
M6TKO,Allocated,Foundation,2014-06-09
M6VZM,Allocated,Foundation,2014-06-09
G4UNO,Allocated,Full,2014-06-09
G1CQO,Allocated,Full,2014-06-09
20CZT,Allocated,Intermediate,2014-06-09
20DFF,Allocated,Intermediate,2014-06-09
20EBD,Allocated,Intermediate,2014-06-09
20ELS,Allocated,Intermediate,2014-06-09
20FWR,Allocated,Intermediate,2014-06-09
20JCN,Allocated,Intermediate,2014-06-09
20NCE,Allocated,Intermediate,2014-06-09
20NRP,Allocated,Intermediate,2014-06-09
20THT,Allocated,Intermediate,2014-06-09
20TTR,Allocated,Intermediate,2014-06-09
M6EXX,Allocated,Foundation,2014-06-10
M6ENC,Allocated,Foundation,2014-06-10
20OBC,Allocated,Intermediate,2014-06-10
20SJY,Allocated,Intermediate,2014-06-10
M6MHV,Allocated,Foundation,2014-06-11
M6TFF,Allocated,Foundation,2014-06-11
M6END,Allocated,Foundation,2014-06-11
M6ENE,Allocated,Foundation,2014-06-11
M6RHR,Allocated,Foundation,2014-06-11
M6MHU,Allocated,Foundation,2014-06-11
M6PDL,Allocated,Foundation,2014-06-11
G7NZK,Allocated,Full,2014-06-11
G7KMZ,Allocated,Full,2014-06-11
G4GQB,Allocated,Full,2014-06-11
G7FPL,Allocated,Full,2014-06-11
20CZU,Allocated,Intermediate,2014-06-11
20CZV,Allocated,Intermediate,2014-06-11
20GIR,Allocated,Intermediate,2014-06-11
20JKT,Allocated,Intermediate,2014-06-11
20OAV,Allocated,Intermediate,2014-06-11
20TGC,Allocated,Intermediate,2014-06-11
20VBE,Allocated,Intermediate,2014-06-11
20WQK,Allocated,Intermediate,2014-06-11
20YLE,Allocated,Intermediate,2014-06-11
20YNG,Allocated,Intermediate,2014-06-11
M6ENH,Allocated,Foundation,2014-06-12
M6ENI,Allocated,Foundation,2014-06-12
M6RSG,Allocated,Foundation,2014-06-12
G7JMU,Allocated,Full,2014-06-12
G8NUP,Allocated,Full,2014-06-12
20GCR,Allocated,Intermediate,2014-06-12
20MLK,Allocated,Intermediate,2014-06-12
21AXG,Allocated,Intermediate,2014-06-12
M6WCH,Allocated,Foundation,2014-06-13
20CZW,Allocated,Intermediate,2014-06-13
20JLB,Allocated,Intermediate,2014-06-13
20JQK,Allocated,Intermediate,2014-06-13
20RSD,Allocated,Intermediate,2014-06-13
M6SKX,Allocated,Foundation,2014-06-14
M6ENJ,Allocated,Foundation,2014-06-14
M6ULL,Allocated,Foundation,2014-06-15
M6ENK,Allocated,Foundation,2014-06-15
M6JSX,Allocated,Foundation,2014-06-15
M6YJD,Allocated,Foundation,2014-06-15
M6ENL,Reserved,Foundation,2014-06-15
M6NYZ,Allocated,Foundation,2014-06-15
M6MSP,Allocated,Foundation,2014-06-15
M1CQQ,Allocated,Full,2014-06-15
M6ENM,Allocated,Foundation,2014-06-16
M6RGX,Allocated,Foundation,2014-06-16
M6ENN,Allocated,Foundation,2014-06-16
M6ENO,Allocated,Foundation,2014-06-16
M6NQR,Allocated,Foundation,2014-06-17
M6ENP,Allocated,Foundation,2014-06-17
G3VDS,Allocated,Full,2014-06-17
G0PFD,Allocated,Full,2014-06-17
G6PHX,Allocated,Full,2014-06-17
M6MIE,Allocated,Foundation,2014-06-18
M6TFG,Allocated,Foundation,2014-06-18
M6HLY,Allocated,Foundation,2014-06-18
M6PDY,Allocated,Foundation,2014-06-18
M6ENQ,Allocated,Foundation,2014-06-18
M6ENR,Allocated,Foundation,2014-06-18
M6ENS,Allocated,Foundation,2014-06-19
M6ENV,Allocated,Foundation,2014-06-19
M6FBL,Allocated,Foundation,2014-06-19
M6GRI,Allocated,Foundation,2014-06-19
M6GEI,Allocated,Foundation,2014-06-19
G4YBI,Allocated,Full,2014-06-19
G3TRR,Allocated,Full,2014-06-19
G8YQC,Allocated,Full,2014-06-19
G4CYE,Allocated,Full,2014-06-19
G8CKB,Allocated,Full,2014-06-19
G8YKM,Allocated,Full,2014-06-19
G4MHA,Allocated,Full,2014-06-19
G6YPK,Allocated,Full,2014-06-19
G3ZZD,Allocated,Full,2014-06-19
20GPX,Allocated,Intermediate,2014-06-19
M6LDA,Allocated,Foundation,2014-06-20
M6GEU,Allocated,Foundation,2014-06-20
M6JFV,Allocated,Foundation,2014-06-20
20CZX,Allocated,Intermediate,2014-06-20
20JCO,Allocated,Intermediate,2014-06-20
20LNY,Allocated,Intermediate,2014-06-20
20WCB,Allocated,Intermediate,2014-06-20
20ZBB,Allocated,Intermediate,2014-06-20
M6LPS,Allocated,Foundation,2014-06-21
M6IHC,Allocated,Foundation,2014-06-21
M3GJG,Allocated,Foundation,2014-06-22
20FLN,Allocated,Intermediate,2014-06-22
M6OEL,Allocated,Foundation,2014-06-23
M6FDX,Allocated,Foundation,2014-06-23
M6UCW,Allocated,Foundation,2014-06-23
M6NPF,Allocated,Foundation,2014-06-23
M6TLL,Allocated,Foundation,2014-06-23
M6SFL,Allocated,Foundation,2014-06-23
M6GVO,Allocated,Foundation,2014-06-23
M6FGW,Allocated,Foundation,2014-06-23
M0HRF,Allocated,Full,2014-06-23
G4RSB,Allocated,Full,2014-06-23
M0MEI,Allocated,Full,2014-06-23
20PWA,Allocated,Intermediate,2014-06-23
20SMM,Reserved,Intermediate,2014-06-23
20VXB,Allocated,Intermediate,2014-06-23
20WBN,Allocated,Intermediate,2014-06-23
M6ENW,Allocated,Foundation,2014-06-24
M6ENX,Allocated,Foundation,2014-06-24
M0HQF,Reserved,Full,2014-06-24
20MRA,Allocated,Intermediate,2014-06-24
20YDB,Allocated,Intermediate,2014-06-24
M6ONZ,Allocated,Foundation,2014-06-25
M6ENY,Allocated,Foundation,2014-06-25
G7URD,Allocated,Full,2014-06-25
20XWT,Allocated,Intermediate,2014-06-25
M6IIC,Allocated,Foundation,2014-06-26
M6NBF,Allocated,Foundation,2014-06-26
M6ENZ,Allocated,Foundation,2014-06-26
M6PPS,Allocated,Foundation,2014-06-26
M6PDZ,Allocated,Foundation,2014-06-26
M6EOA,Allocated,Foundation,2014-06-26
M6EOB,Allocated,Foundation,2014-06-26
M6NUF,Allocated,Foundation,2014-06-26
M0HQG,Allocated,Full,2014-06-26
G1HRV,Allocated,Full,2014-06-26
G7HQW,Allocated,Full,2014-06-26
M0BUI,Allocated,Full,2014-06-26
M1ERO,Allocated,Full,2014-06-26
20CZY,Allocated,Intermediate,2014-06-26
20DEU,Allocated,Intermediate,2014-06-26
20ECN,Allocated,Intermediate,2014-06-26
20TMH,Allocated,Intermediate,2014-06-26
M6EOC,Allocated,Foundation,2014-06-27
20RET,Allocated,Intermediate,2014-06-27
G7ANA,Allocated,Full,2014-06-29
M0AXJ,Allocated,Full,2014-06-29
G1BZG,Allocated,Full,2014-06-29
21AHU,Allocated,Intermediate,2014-06-29
M6EOE,Allocated,Foundation,2014-06-30
M6JLM,Allocated,Foundation,2014-06-30
M6LUN,Allocated,Foundation,2014-06-30
M6TPX,Allocated,Foundation,2014-06-30
M6LSX,Allocated,Foundation,2014-06-30
M6RTI,Allocated,Foundation,2014-06-30
M6EOF,Allocated,Foundation,2014-06-30
M0WNH,Allocated,Full,2014-06-30
G0ODA,Allocated,Full,2014-06-30
G4MOC,Allocated,Full,2014-06-30
20DDI,Reserved,Intermediate,2014-06-30
20FDG,Allocated,Intermediate,2014-06-30
21EHF,Allocated,Intermediate,2014-06-30
M6LGY,Allocated,Foundation,2014-07-01
M6MIF,Allocated,Foundation,2014-07-01
M6YZA,Allocated,Foundation,2014-07-01
M6ZAV,Allocated,Foundation,2014-07-01
M6EOG,Allocated,Foundation,2014-07-01
M6KCG,Allocated,Foundation,2014-07-01
M6JVV,Reserved,Foundation,2014-07-01
M6RMY,Allocated,Foundation,2014-07-01
M6HQZ,Allocated,Foundation,2014-07-01
M6KEF,Allocated,Foundation,2014-07-01
M6WIR,Allocated,Foundation,2014-07-01
M6JFI,Allocated,Foundation,2014-07-01
G8TOT,Allocated,Full,2014-07-01
20JIA,Allocated,Intermediate,2014-07-01
M6EOH,Allocated,Foundation,2014-07-02
M6NNJ,Allocated,Foundation,2014-07-02
G7UFW,Allocated,Full,2014-07-02
20KWW,Allocated,Intermediate,2014-07-02
M6HKG,Allocated,Foundation,2014-07-03
M6KJB,Allocated,Foundation,2014-07-03
G7BZC,Allocated,Full,2014-07-03
G7OMZ,Allocated,Full,2014-07-03
G8BJY,Allocated,Full,2014-07-03
G0JEH,Allocated,Full,2014-07-03
G4IDZ,Allocated,Full,2014-07-03
G2NF,Allocated,Full,2014-07-03
20KIP,Allocated,Intermediate,2014-07-03
20PES,Allocated,Intermediate,2014-07-03
20TMX,Allocated,Intermediate,2014-07-03
20UWK,Allocated,Intermediate,2014-07-03
20XPB,Allocated,Intermediate,2014-07-03
M6LCV,Allocated,Foundation,2014-07-04
M6FXR,Allocated,Foundation,2014-07-04
M6PDI,Allocated,Foundation,2014-07-04
M6GZY,Allocated,Foundation,2014-07-04
20FWY,Allocated,Intermediate,2014-07-04
20KBT,Allocated,Intermediate,2014-07-04
20OOP,Allocated,Intermediate,2014-07-04
20VEX,Allocated,Intermediate,2014-07-04
M6EOI,Allocated,Foundation,2014-07-05
M6EOK,Allocated,Foundation,2014-07-05
M6EOL,Allocated,Foundation,2014-07-05
M6EOM,Allocated,Foundation,2014-07-05
M6MIH,Allocated,Foundation,2014-07-06
M6EOO,Allocated,Foundation,2014-07-06
20MEU,Allocated,Intermediate,2014-07-06
20SEB,Allocated,Intermediate,2014-07-06
M6XAI,Allocated,Foundation,2014-07-07
M6PDV,Allocated,Foundation,2014-07-07
M6EOP,Allocated,Foundation,2014-07-07
M6VKW,Allocated,Foundation,2014-07-07
M6EOU,Allocated,Foundation,2014-07-07
M0VIA,Allocated,Full,2014-07-07
G8SQA,Allocated,Full,2014-07-07
20DDP,Allocated,Intermediate,2014-07-07
20DDQ,Reserved,Intermediate,2014-07-07
20FBB,Allocated,Intermediate,2014-07-07
20GFC,Allocated,Intermediate,2014-07-07
20SEG,Allocated,Intermediate,2014-07-07
20SPX,Allocated,Intermediate,2014-07-07
M6YHR,Allocated,Foundation,2014-07-08
M6TMO,Allocated,Foundation,2014-07-08
G4UMT,Reserved,Full,2014-07-08
M6YOG,Allocated,Foundation,2014-07-09
M6JPX,Allocated,Foundation,2014-07-09
M6KGR,Allocated,Foundation,2014-07-09
M6EOQ,Allocated,Foundation,2014-07-09
M6XPB,Allocated,Foundation,2014-07-09
M0ZMB,Allocated,Full,2014-07-09
M0HQP,Allocated,Full,2014-07-09
M0VRH,Allocated,Full,2014-07-09
M0XAJ,Allocated,Full,2014-07-09
M0MBV,Allocated,Full,2014-07-09
M0VKR,Allocated,Full,2014-07-09
M0OTL,Allocated,Full,2014-07-09
M0WIT,Allocated,Full,2014-07-09
M0PFX,Allocated,Full,2014-07-09
M0ZSU,Allocated,Full,2014-07-09
M0TZZ,Allocated,Full,2014-07-09
M0OCM,Allocated,Full,2014-07-09
M0PPY,Allocated,Full,2014-07-09
M0RPQ,Allocated,Full,2014-07-09
M0SXM,Allocated,Full,2014-07-09
M0NAX,Allocated,Full,2014-07-09
M0HQH,Allocated,Full,2014-07-09
M0WFO,Allocated,Full,2014-07-09
M0SZQ,Allocated,Full,2014-07-09
M0NBA,Allocated,Full,2014-07-09
M0JNS,Allocated,Full,2014-07-09
M0JBZ,Allocated,Full,2014-07-09
M0KTL,Allocated,Full,2014-07-09
M0OBR,Allocated,Full,2014-07-09
M0OBC,Allocated,Full,2014-07-09
M0HQI,Allocated,Full,2014-07-09
M0JGX,Allocated,Full,2014-07-09
M0HQL,Allocated,Full,2014-07-09
M0IWF,Allocated,Full,2014-07-09
M0KBC,Allocated,Full,2014-07-09
M0KEB,Allocated,Full,2014-07-09
M0OND,Allocated,Full,2014-07-09
M0MRP,Allocated,Full,2014-07-09
M0VMT,Allocated,Full,2014-07-09
M0HQM,Allocated,Full,2014-07-09
M0IDL,Allocated,Full,2014-07-09
M0HQN,Allocated,Full,2014-07-09
M0HQO,Allocated,Full,2014-07-09
M0ILJ,Allocated,Full,2014-07-09
M0TXK,Allocated,Full,2014-07-09
M0YMA,Allocated,Full,2014-07-09
M0LMN,Allocated,Full,2014-07-09
M0JLP,Allocated,Full,2014-07-09
M0TGF,Allocated,Full,2014-07-09
M0TBZ,Allocated,Full,2014-07-09
20DDU,Allocated,Intermediate,2014-07-09
20DDV,Allocated,Intermediate,2014-07-09
20DED,Allocated,Intermediate,2014-07-09
20IOU,Allocated,Intermediate,2014-07-09
20TDQ,Allocated,Intermediate,2014-07-09
20TOF,Allocated,Intermediate,2014-07-09
20XWZ,Allocated,Intermediate,2014-07-09
M6LDG,Allocated,Foundation,2014-07-10
M6VKO,Allocated,Foundation,2014-07-10
M6ILM,Allocated,Foundation,2014-07-10
M6EOT,Allocated,Foundation,2014-07-10
M0HQQ,Allocated,Full,2014-07-10
M0HQR,Allocated,Full,2014-07-10
M0MVA,Allocated,Full,2014-07-10
M0HQS,Allocated,Full,2014-07-10
M0HQU,Allocated,Full,2014-07-10
M0HQV,Allocated,Full,2014-07-10
M0MJF,Allocated,Full,2014-07-10
20DEH,Allocated,Intermediate,2014-07-10
M0IDG,Allocated,Full,2014-07-11
M0XGT,Allocated,Full,2014-07-12
20MEK,Allocated,Intermediate,2014-07-12
M6ZBG,Allocated,Foundation,2014-07-13
M6EOV,Allocated,Foundation,2014-07-13
M0OTG,Allocated,Full,2014-07-13
G1LIF,Allocated,Full,2014-07-13
20OPA,Allocated,Intermediate,2014-07-13
M6EOX,Allocated,Foundation,2014-07-14
20DEI,Allocated,Intermediate,2014-07-14
20DRQ,Allocated,Intermediate,2014-07-14
20DSJ,Allocated,Intermediate,2014-07-14
20DUO,Allocated,Intermediate,2014-07-14
20EJK,Allocated,Intermediate,2014-07-14
20EMB,Allocated,Intermediate,2014-07-14
20JCG,Allocated,Intermediate,2014-07-14
20JTW,Allocated,Intermediate,2014-07-14
20MIS,Allocated,Intermediate,2014-07-14
20MLH,Allocated,Intermediate,2014-07-14
20MMR,Allocated,Intermediate,2014-07-14
20RIW,Allocated,Intermediate,2014-07-14
20UDM,Allocated,Intermediate,2014-07-14
20WXD,Allocated,Intermediate,2014-07-14
M6OST,Allocated,Foundation,2014-07-15
M6OKM,Allocated,Foundation,2014-07-15
M0KIJ,Allocated,Full,2014-07-15
20NCO,Allocated,Intermediate,2014-07-15
M6HGJ,Allocated,Foundation,2014-07-16
G7GRC,Allocated,Full,2014-07-16
M0HQX,Allocated,Full,2014-07-16
M0WWV,Allocated,Full,2014-07-16
M6SHT,Allocated,Foundation,2014-07-17
M6OAM,Allocated,Foundation,2014-07-17
M6SIV,Allocated,Foundation,2014-07-17
M0HQY,Reserved,Full,2014-07-17
20DEJ,Reserved,Intermediate,2014-07-17
20HER,Allocated,Intermediate,2014-07-17
20MEP,Allocated,Intermediate,2014-07-17
20PDO,Allocated,Intermediate,2014-07-17
20STZ,Reserved,Intermediate,2014-07-17
20WBQ,Allocated,Intermediate,2014-07-17
20DEM,Allocated,Intermediate,2014-07-18
M6FGH,Allocated,Foundation,2014-07-20
M6TRD,Allocated,Foundation,2014-07-20
M6HCW,Allocated,Foundation,2014-07-20
M6TSE,Allocated,Foundation,2014-07-20
M6KCE,Allocated,Foundation,2014-07-20
M6PTY,Allocated,Foundation,2014-07-20
M6YJP,Allocated,Foundation,2014-07-20
M6TXU,Allocated,Foundation,2014-07-20
G7GRK,Allocated,Full,2014-07-20
G0CXF,Allocated,Full,2014-07-20
20DIJ,Allocated,Intermediate,2014-07-20
20DMH,Allocated,Intermediate,2014-07-20
20HTT,Allocated,Intermediate,2014-07-20
20JCX,Allocated,Intermediate,2014-07-20
20JWA,Allocated,Intermediate,2014-07-20
20MWE,Reserved,Intermediate,2014-07-20
M6NBJ,Allocated,Foundation,2014-07-21
M6TLB,Allocated,Foundation,2014-07-21
