Call Sign,Status,Licence Class,Licence Issued Dat
G0ITZ,Allocated,Full,17/12/1987
G0IUD,Allocated,Full,17/12/1987
G0IUE,Allocated,Full,17/12/1987
G0IUH,Allocated,Full,17/12/1987
G1ZZG,Allocated,Full,17/12/1987
G6JEU,Allocated,Full,17/12/1987
G0ITT,Reserved,Full,17/12/1987
G0ITU,Allocated,Full,17/12/1987
G1ZZC,Allocated,Full,17/12/1987
G4HUA,Allocated,Full,17/12/1987
G0ITS,Allocated,Full,17/12/1987
G0IUC,Reserved,Full,17/12/1987
G0IUM,Allocated,Full,22/12/1987
G0IUN,Allocated,Full,22/12/1987
G0IUK,Allocated,Full,22/12/1987
G6KTB,Allocated,Full,04/01/1988
G6JJT,Allocated,Full,04/01/1988
G0IVR,Allocated,Full,07/01/1988
G0IUQ,Allocated,Full,07/01/1988
G3COF,Reserved,Full,07/01/1988
G0IWB,Allocated,Full,07/01/1988
G0IWC,Reserved,Full,07/01/1988
G0IWD,Allocated,Full,07/01/1988
G0IVG,Allocated,Full,07/01/1988
G0IVI,Allocated,Full,07/01/1988
G0IUV,Allocated,Full,07/01/1988
G0IUP,Allocated,Full,07/01/1988
G0IUW,Allocated,Full,07/01/1988
G0IUY,Allocated,Full,07/01/1988
G0IVB,Allocated,Full,07/01/1988
G0IVD,Allocated,Full,07/01/1988
G0IVF,Reserved,Full,07/01/1988
G0IVM,Allocated,Full,07/01/1988
G0IVT,Allocated,Full,07/01/1988
G0IVV,Allocated,Full,07/01/1988
G0IVX,Allocated,Full,07/01/1988
G0IWF,Allocated,Full,07/01/1988
G0IWI,Allocated,Full,07/01/1988
G0IVZ,Allocated,Full,07/01/1988
G0IWJ,Allocated,Full,07/01/1988
G6ARM,Allocated,Full,07/01/1988
G0IVA,Allocated,Full,07/01/1988
G6WHH,Allocated,Full,07/01/1988
G8ZGK,Allocated,Full,07/01/1988
G0IVP,Allocated,Full,07/01/1988
G0IUR,Reserved,Full,07/01/1988
G0IWN,Allocated,Full,13/01/1988
G0IWT,Allocated,Full,13/01/1988
G3NWW,Allocated,Full,15/01/1988
G1CYB,Allocated,Full,15/01/1988
G6MAR,Allocated,Full,15/01/1988
G1ZZX,Allocated,Full,15/01/1988
G0IXA,Reserved,Full,19/01/1988
G1ZZY,Allocated,Full,19/01/1988
G0IWZ,Allocated,Full,19/01/1988
G0IWW,Reserved,Full,19/01/1988
G0DEZ,Allocated,Full,19/01/1988
G0IWY,Reserved,Full,19/01/1988
G7AAJ,Allocated,Full,20/01/1988
G7AAC,Allocated,Full,20/01/1988
G0IXI,Allocated,Full,22/01/1988
G0IXJ,Reserved,Full,22/01/1988
G0IXK,Allocated,Full,22/01/1988
G8RAC,Allocated,Full,22/01/1988
G3TSF,Allocated,Full,27/01/1988
G0IXM,Allocated,Full,27/01/1988
G0IXP,Allocated,Full,27/01/1988
G0IXO,Allocated,Full,27/01/1988
G3JET,Reserved,Full,27/01/1988
G7AGR,Allocated,Full,01/02/1988
G7AEC,Allocated,Full,01/02/1988
G7AEE,Allocated,Full,01/02/1988
G7AEF,Allocated,Full,01/02/1988
G7AEH,Allocated,Full,01/02/1988
G7AHR,Allocated,Full,01/02/1988
G7AII,Allocated,Full,01/02/1988
G6DFC,Allocated,Full,01/02/1988
G7AAY,Allocated,Full,01/02/1988
G7AHT,Allocated,Full,01/02/1988
G7AHZ,Reserved,Full,01/02/1988
G7AIC,Allocated,Full,01/02/1988
G7AIE,Allocated,Full,01/02/1988
G7AIF,Allocated,Full,01/02/1988
G7AIH,Allocated,Full,01/02/1988
G7AIV,Allocated,Full,01/02/1988
G7AIY,Allocated,Full,01/02/1988
G7AEO,Allocated,Full,01/02/1988
G7AEP,Allocated,Full,01/02/1988
G7AEQ,Allocated,Full,01/02/1988
G7AET,Reserved,Full,01/02/1988
G7AEU,Allocated,Full,01/02/1988
G7AEY,Allocated,Full,01/02/1988
G7AFE,Allocated,Full,01/02/1988
G7AFL,Allocated,Full,01/02/1988
G7AFO,Allocated,Full,01/02/1988
G7AFQ,Allocated,Full,01/02/1988
G7AFZ,Allocated,Full,01/02/1988
G7AGO,Allocated,Full,01/02/1988
G7AGZ,Allocated,Full,01/02/1988
G7AHB,Allocated,Full,01/02/1988
G7AHJ,Allocated,Full,01/02/1988
G7AHO,Allocated,Full,01/02/1988
G7AHP,Allocated,Full,01/02/1988
G7AHQ,Allocated,Full,01/02/1988
G7AHS,Allocated,Full,01/02/1988
G7AHV,Reserved,Full,01/02/1988
G7AGG,Allocated,Full,01/02/1988
G7AHA,Allocated,Full,01/02/1988
G7ACE,Allocated,Full,01/02/1988
G7AEJ,Allocated,Full,01/02/1988
G7AEL,Reserved,Full,01/02/1988
G7AFT,Allocated,Full,01/02/1988
G7ACG,Allocated,Full,01/02/1988
G7ABE,Allocated,Full,01/02/1988
G7ACK,Allocated,Full,01/02/1988
G7AFV,Allocated,Full,01/02/1988
G7AAQ,Allocated,Full,01/02/1988
G7AAR,Allocated,Full,01/02/1988
G7AAS,Allocated,Full,01/02/1988
G7AAU,Allocated,Full,01/02/1988
G7AAV,Allocated,Full,01/02/1988
G7AAW,Allocated,Full,01/02/1988
G7ABB,Reserved,Full,01/02/1988
G7ABF,Allocated,Full,01/02/1988
G7ABQ,Allocated,Full,01/02/1988
G7ABR,Allocated,Full,01/02/1988
G7ABZ,Allocated,Full,01/02/1988
G7ACA,Allocated,Full,01/02/1988
G7ACD,Allocated,Full,01/02/1988
G7ACJ,Allocated,Full,01/02/1988
G7ACM,Allocated,Full,01/02/1988
G7ACN,Allocated,Full,01/02/1988
G7ACR,Allocated,Full,01/02/1988
G7AHE,Allocated,Full,01/02/1988
G7AIT,Allocated,Full,01/02/1988
G7ACU,Allocated,Full,01/02/1988
G7ACW,Allocated,Full,01/02/1988
G7ADE,Reserved,Full,01/02/1988
G7ADP,Allocated,Full,01/02/1988
G7ADU,Allocated,Full,01/02/1988
G7ADW,Allocated,Full,01/02/1988
G7ADY,Allocated,Full,01/02/1988
G7AIR,Reserved,Full,01/02/1988
G7AGA,Allocated,Full,01/02/1988
G7AFW,Allocated,Full,01/02/1988
G7ABW,Reserved,Full,01/02/1988
G0IYH,Reserved,Full,03/02/1988
G6EYX,Allocated,Full,03/02/1988
G1LTL,Allocated,Full,03/02/1988
G0IYJ,Allocated,Full,03/02/1988
G0IYK,Allocated,Full,03/02/1988
G0IYO,Allocated,Full,03/02/1988
G0IYQ,Allocated,Full,03/02/1988
G0IYS,Allocated,Full,03/02/1988
G0IYU,Allocated,Full,03/02/1988
G0IYV,Allocated,Full,03/02/1988
G0IYW,Allocated,Full,03/02/1988
G0IYY,Allocated,Full,03/02/1988
G0IYZ,Allocated,Full,03/02/1988
G0IZA,Allocated,Full,03/02/1988
G0IZB,Reserved,Full,03/02/1988
G0IZC,Allocated,Full,03/02/1988
G0IZE,Allocated,Full,03/02/1988
G0IZI,Allocated,Full,03/02/1988
G0IZJ,Allocated,Full,03/02/1988
G0IZK,Allocated,Full,03/02/1988
G0IZL,Allocated,Full,03/02/1988
G0IZN,Allocated,Full,03/02/1988
G0IZP,Allocated,Full,03/02/1988
G0IZQ,Allocated,Full,03/02/1988
G0IZU,Allocated,Full,03/02/1988
G0IZV,Allocated,Full,03/02/1988
G7AKI,Allocated,Full,03/02/1988
G7AJP,Allocated,Full,03/02/1988
G0IYM,Allocated,Full,03/02/1988
G0IXT,Allocated,Full,03/02/1988
G0IXV,Allocated,Full,03/02/1988
G0IXZ,Allocated,Full,03/02/1988
G0IYA,Allocated,Full,03/02/1988
G7ALW,Allocated,Full,03/02/1988
G7AJE,Allocated,Full,03/02/1988
G7AJG,Allocated,Full,03/02/1988
G7AJJ,Allocated,Full,03/02/1988
G7AJN,Allocated,Full,03/02/1988
G7AJR,Allocated,Full,03/02/1988
G0IYB,Reserved,Full,03/02/1988
G0IYC,Reserved,Full,03/02/1988
G0IYD,Allocated,Full,03/02/1988
G0IYE,Allocated,Full,03/02/1988
G0IYT,Allocated,Full,03/02/1988
G0IZH,Reserved,Full,03/02/1988
G0IYX,Allocated,Full,03/02/1988
G7ALH,Allocated,Full,03/02/1988
G7ALI,Allocated,Full,03/02/1988
G7ALC,Allocated,Full,03/02/1988
G0IZM,Allocated,Full,03/02/1988
G0IXS,Allocated,Full,03/02/1988
G3VMQ,Allocated,Full,03/02/1988
G7AJS,Allocated,Full,03/02/1988
G7AJT,Allocated,Full,03/02/1988
G7AJX,Allocated,Full,03/02/1988
G7AKF,Allocated,Full,03/02/1988
G7AKJ,Allocated,Full,03/02/1988
G7AKM,Allocated,Full,03/02/1988
G7AKV,Allocated,Full,03/02/1988
G7AKZ,Reserved,Full,03/02/1988
G7ALG,Allocated,Full,03/02/1988
G7ALN,Allocated,Full,03/02/1988
G7ALR,Allocated,Full,03/02/1988
G7ALT,Reserved,Full,03/02/1988
G7AME,Allocated,Full,03/02/1988
G7AMF,Allocated,Full,03/02/1988
G7AMG,Allocated,Full,03/02/1988
G7AMH,Allocated,Full,03/02/1988
G7AMK,Allocated,Full,03/02/1988
G0IYF,Allocated,Full,03/02/1988
G7AMJ,Allocated,Full,03/02/1988
G3BDV,Reserved,Full,03/02/1988
G0IXW,Reserved,Full,03/02/1988
G0IYL,Reserved,Full,03/02/1988
G7APD,Allocated,Full,05/02/1988
G7ASN,Reserved,Full,05/02/1988
G7ASX,Allocated,Full,05/02/1988
G7ASY,Allocated,Full,05/02/1988
G7ASZ,Allocated,Full,05/02/1988
G7APC,Allocated,Full,05/02/1988
G7API,Allocated,Full,05/02/1988
G7APL,Allocated,Full,05/02/1988
G7APM,Allocated,Full,05/02/1988
G7APO,Allocated,Full,05/02/1988
G7APQ,Allocated,Full,05/02/1988
G7APS,Allocated,Full,05/02/1988
G7AQA,Allocated,Full,05/02/1988
G7AQD,Allocated,Full,05/02/1988
G7AQF,Allocated,Full,05/02/1988
G7AQK,Allocated,Full,05/02/1988
G7AQL,Allocated,Full,05/02/1988
G7AQN,Allocated,Full,05/02/1988
G7AQU,Allocated,Full,05/02/1988
G7AQV,Allocated,Full,05/02/1988
G7ARF,Allocated,Full,05/02/1988
G7ARJ,Allocated,Full,05/02/1988
G7ARP,Allocated,Full,05/02/1988
G7ART,Allocated,Full,05/02/1988
G7ARU,Allocated,Full,05/02/1988
G7ARV,Reserved,Full,05/02/1988
G8LVK,Allocated,Full,05/02/1988
G7APU,Allocated,Full,05/02/1988
G6CZS,Reserved,Full,05/02/1988
G8CQG,Allocated,Full,05/02/1988
G7ASL,Allocated,Full,05/02/1988
G8XGP,Allocated,Full,05/02/1988
G7AQX,Allocated,Full,05/02/1988
G8GYP,Allocated,Full,05/02/1988
G7AMS,Allocated,Full,05/02/1988
G7ASJ,Allocated,Full,05/02/1988
G7AMQ,Allocated,Full,05/02/1988
G7AMU,Allocated,Full,05/02/1988
G7AMW,Allocated,Full,05/02/1988
G7ANB,Allocated,Full,05/02/1988
G7ANE,Allocated,Full,05/02/1988
G7ANH,Allocated,Full,05/02/1988
G7ANK,Allocated,Full,05/02/1988
G7ANO,Allocated,Full,05/02/1988
G8HDH,Allocated,Full,05/02/1988
G7ANV,Allocated,Full,05/02/1988
G7ANX,Reserved,Full,05/02/1988
G7ANY,Allocated,Full,05/02/1988
G7ANZ,Allocated,Full,05/02/1988
G7AOA,Allocated,Full,05/02/1988
G7AOG,Allocated,Full,05/02/1988
G7AOK,Allocated,Full,05/02/1988
G7AOM,Allocated,Full,05/02/1988
G7AOO,Allocated,Full,05/02/1988
G7AOP,Allocated,Full,05/02/1988
G7AOQ,Allocated,Full,05/02/1988
G7AOR,Allocated,Full,05/02/1988
G7APA,Allocated,Full,05/02/1988
G1FHK,Allocated,Full,05/02/1988
G7ANQ,Allocated,Full,05/02/1988
G7AQO,Allocated,Full,05/02/1988
G7APY,Reserved,Full,05/02/1988
G7AQI,Reserved,Full,05/02/1988
G7ARB,Reserved,Full,05/02/1988
G7ARQ,Reserved,Full,05/02/1988
G6MXB,Reserved,Full,05/02/1988
G7DLY,Allocated,Full,08/02/1988
G3SBL,Allocated,Full,09/02/1988
G0JAG,Allocated,Full,09/02/1988
G0JAH,Reserved,Full,09/02/1988
G0JAI,Allocated,Full,09/02/1988
G0JAJ,Allocated,Full,09/02/1988
G0JAL,Allocated,Full,09/02/1988
G0JAM,Allocated,Full,09/02/1988
G0JAN,Allocated,Full,09/02/1988
G0JAO,Allocated,Full,09/02/1988
G0JAP,Allocated,Full,09/02/1988
G0IZW,Reserved,Full,09/02/1988
G0IZX,Allocated,Full,09/02/1988
G0JAC,Allocated,Full,09/02/1988
G0JAF,Allocated,Full,09/02/1988
G7ATQ,Allocated,Full,09/02/1988
G7ATV,Allocated,Full,09/02/1988
G7ATW,Allocated,Full,09/02/1988
G7AUE,Allocated,Full,09/02/1988
G7AUG,Allocated,Full,09/02/1988
G7AUL,Reserved,Full,09/02/1988
G7AUQ,Allocated,Full,09/02/1988
G7AUR,Allocated,Full,09/02/1988
G7AUP,Allocated,Full,09/02/1988
G8CTJ,Allocated,Full,09/02/1988
G0JBP,Allocated,Full,09/02/1988
G0JAQ,Allocated,Full,09/02/1988
G0JAR,Allocated,Full,09/02/1988
G0JAY,Allocated,Full,09/02/1988
G0JBA,Allocated,Full,09/02/1988
G7AUU,Allocated,Full,09/02/1988
G0JBD,Allocated,Full,09/02/1988
G7AUW,Allocated,Full,09/02/1988
G7AUX,Allocated,Full,09/02/1988
G7AUY,Allocated,Full,09/02/1988
G7AVB,Allocated,Full,09/02/1988
G7AVD,Reserved,Full,09/02/1988
G6ZGD,Allocated,Full,09/02/1988
G4GUV,Allocated,Full,09/02/1988
G0JBC,Allocated,Full,09/02/1988
G0JBE,Allocated,Full,09/02/1988
G0JBF,Reserved,Full,09/02/1988
G0JBH,Allocated,Full,09/02/1988
G0JBJ,Allocated,Full,09/02/1988
G0JBK,Allocated,Full,09/02/1988
G0JBL,Reserved,Full,09/02/1988
G0JBM,Allocated,Full,09/02/1988
G0JBO,Allocated,Full,09/02/1988
G0JBQ,Reserved,Full,09/02/1988
G3LZK,Reserved,Full,09/02/1988
G0IZZ,Reserved,Full,09/02/1988
G7AXC,Allocated,Full,12/02/1988
G7AXJ,Allocated,Full,12/02/1988
G7AVF,Allocated,Full,12/02/1988
G7AVU,Allocated,Full,12/02/1988
G7AWG,Allocated,Full,12/02/1988
G7AWK,Allocated,Full,12/02/1988
G7AXG,Allocated,Full,12/02/1988
G7AXM,Allocated,Full,12/02/1988
G7AXN,Allocated,Full,12/02/1988
G7AXU,Allocated,Full,12/02/1988
G7AXB,Allocated,Full,12/02/1988
G7AXL,Allocated,Full,12/02/1988
G7AXF,Allocated,Full,12/02/1988
G0JBY,Allocated,Full,12/02/1988
G8UUW,Allocated,Full,12/02/1988
G0JBS,Allocated,Full,12/02/1988
G0JBT,Reserved,Full,12/02/1988
G0JBV,Allocated,Full,12/02/1988
G0JBW,Allocated,Full,12/02/1988
G0JBZ,Allocated,Full,12/02/1988
G0JCA,Allocated,Full,12/02/1988
G0JCD,Allocated,Full,12/02/1988
G0JCF,Allocated,Full,12/02/1988
G0JCG,Allocated,Full,12/02/1988
G6OUX,Allocated,Full,12/02/1988
G7AWU,Reserved,Full,12/02/1988
G7AWR,Reserved,Full,12/02/1988
G0JCN,Allocated,Full,15/02/1988
G6GRV,Allocated,Full,16/02/1988
G7AXV,Allocated,Full,16/02/1988
G7AXW,Allocated,Full,16/02/1988
G7AYA,Allocated,Full,16/02/1988
G7AYE,Allocated,Full,16/02/1988
G7AYF,Reserved,Full,16/02/1988
G7AYB,Allocated,Full,16/02/1988
G0JCH,Allocated,Full,16/02/1988
G0JCK,Allocated,Full,16/02/1988
G0JCM,Allocated,Full,16/02/1988
G0JCP,Allocated,Full,16/02/1988
G0JCQ,Allocated,Full,16/02/1988
G0JCT,Allocated,Full,16/02/1988
G0JCR,Reserved,Full,16/02/1988
G7AYI,Allocated,Full,18/02/1988
G7AYP,Allocated,Full,18/02/1988
G7AYQ,Allocated,Full,18/02/1988
G7AYS,Allocated,Full,18/02/1988
G7AYW,Allocated,Full,18/02/1988
G7AZA,Allocated,Full,18/02/1988
G0JCX,Reserved,Full,18/02/1988
G0JCY,Allocated,Full,18/02/1988
G0JCZ,Allocated,Full,18/02/1988
G0DDA,Allocated,Full,23/02/1988
G3YTK,Allocated,Full,23/02/1988
G0JDI,Allocated,Full,23/02/1988
G8LMS,Allocated,Full,23/02/1988
G0JDJ,Allocated,Full,23/02/1988
G7AZH,Allocated,Full,23/02/1988
G7AZJ,Allocated,Full,23/02/1988
G7AZV,Allocated,Full,23/02/1988
G7AZW,Allocated,Full,23/02/1988
G8GHR,Allocated,Full,23/02/1988
G0JDL,Allocated,Full,23/02/1988
G0JDF,Allocated,Full,23/02/1988
G0JDM,Allocated,Full,23/02/1988
G7AZM,Allocated,Full,23/02/1988
G0JDD,Allocated,Full,23/02/1988
G0JDE,Allocated,Full,23/02/1988
G0JDK,Reserved,Full,23/02/1988
G3OMD,Allocated,Full,26/02/1988
G0JDS,Allocated,Full,26/02/1988
G3RFL,Allocated,Full,26/02/1988
G0JDQ,Allocated,Full,26/02/1988
G8WCQ,Allocated,Full,26/02/1988
G0JDP,Allocated,Full,26/02/1988
G3MMA,Allocated,Full,26/02/1988
G4DOI,Allocated,Full,26/02/1988
G8HDN,Reserved,Full,26/02/1988
G0JDU,Allocated,Full,26/02/1988
G1APA,Allocated,Full,26/02/1988
G3DON,Reserved,Full,26/02/1988
G4KPN,Reserved,Full,01/03/1988
G0JEQ,Allocated,Full,01/03/1988
G0JEF,Allocated,Full,01/03/1988
G0JDY,Allocated,Full,01/03/1988
G0JDZ,Reserved,Full,01/03/1988
G0JEA,Allocated,Full,01/03/1988
G0JEC,Allocated,Full,01/03/1988
G0JED,Allocated,Full,01/03/1988
G0JEE,Allocated,Full,01/03/1988
G0JEI,Allocated,Full,01/03/1988
G0JEK,Allocated,Full,01/03/1988
G0JEL,Reserved,Full,01/03/1988
G0JER,Reserved,Full,01/03/1988
G7BAI,Reserved,Full,02/03/1988
G1DYQ,Allocated,Full,02/03/1988
G7BAB,Allocated,Full,02/03/1988
G7BAC,Allocated,Full,02/03/1988
G7BAE,Allocated,Full,02/03/1988
G7BAL,Reserved,Full,02/03/1988
G6JJN,Allocated,Full,02/03/1988
G0JEV,Allocated,Full,04/03/1988
G0JEX,Reserved,Full,04/03/1988
G0JEZ,Allocated,Full,04/03/1988
G0JFA,Allocated,Full,04/03/1988
G0JFB,Reserved,Full,04/03/1988
G0JFC,Allocated,Full,04/03/1988
G0JEW,Allocated,Full,04/03/1988
G0JFD,Allocated,Full,04/03/1988
G0JFE,Allocated,Full,04/03/1988
G7BAS,Allocated,Full,04/03/1988
G7BAV,Allocated,Full,04/03/1988
G0JFN,Allocated,Full,08/03/1988
G0JFL,Allocated,Full,08/03/1988
G4ABG,Reserved,Full,08/03/1988
G7BBC,Allocated,Full,10/03/1988
G3WCA,Allocated,Full,10/03/1988
G7BBL,Allocated,Full,10/03/1988
G7BBN,Allocated,Full,10/03/1988
G7BBP,Allocated,Full,10/03/1988
G7BBD,Allocated,Full,10/03/1988
G7BBJ,Allocated,Full,10/03/1988
G7BBF,Allocated,Full,10/03/1988
G3XGS,Allocated,Full,10/03/1988
G0JFQ,Allocated,Full,10/03/1988
G0JFV,Reserved,Full,15/03/1988
G0JGD,Reserved,Full,15/03/1988
G7BBU,Allocated,Full,15/03/1988
G7BBY,Allocated,Full,15/03/1988
G4VCK,Allocated,Full,15/03/1988
G7BBQ,Allocated,Full,15/03/1988
G7BCB,Allocated,Full,15/03/1988
G1KYO,Allocated,Full,15/03/1988
G0JFU,Reserved,Full,15/03/1988
G0JGF,Allocated,Full,18/03/1988
G0JGH,Allocated,Full,18/03/1988
G3JFD,Allocated,Full,18/03/1988
G4HMA,Allocated,Full,18/03/1988
G7BCC,Allocated,Full,18/03/1988
G8XJN,Allocated,Full,18/03/1988
G0JHJ,Allocated,Full,22/03/1988
G0JHK,Allocated,Full,22/03/1988
G0JHL,Allocated,Full,22/03/1988
G0JHF,Allocated,Full,22/03/1988
G0JHG,Allocated,Full,22/03/1988
G0JHH,Allocated,Full,22/03/1988
G0JGM,Allocated,Full,22/03/1988
G0JGO,Reserved,Full,22/03/1988
G0JGP,Allocated,Full,22/03/1988
G0JGR,Reserved,Full,22/03/1988
G0JGS,Reserved,Full,22/03/1988
G0JGX,Allocated,Full,22/03/1988
G0JHA,Allocated,Full,22/03/1988
G0JHC,Allocated,Full,22/03/1988
G0JHD,Allocated,Full,22/03/1988
G0JHE,Allocated,Full,22/03/1988
G7BCI,Allocated,Full,22/03/1988
G7BCL,Allocated,Full,22/03/1988
G7BCK,Allocated,Full,22/03/1988
G8SCG,Allocated,Full,24/03/1988
G7BCO,Allocated,Full,24/03/1988
G0JHR,Allocated,Full,25/03/1988
G0JHW,Allocated,Full,25/03/1988
G3RBX,Allocated,Full,25/03/1988
G0JHU,Allocated,Full,25/03/1988
G0EQG,Allocated,Full,25/03/1988
G0JHT,Allocated,Full,28/03/1988
G0JIB,Allocated,Full,29/03/1988
G0JIC,Reserved,Full,29/03/1988
G0JIF,Allocated,Full,29/03/1988
G0JIL,Allocated,Full,29/03/1988
G0JIN,Reserved,Full,29/03/1988
G0JIR,Allocated,Full,29/03/1988
G0JIS,Allocated,Full,29/03/1988
G0JIT,Allocated,Full,29/03/1988
G0JIV,Allocated,Full,29/03/1988
G2DLX,Allocated,Full,29/03/1988
G7BCS,Allocated,Full,29/03/1988
G7BCW,Allocated,Full,29/03/1988
G3NUE,Allocated,Full,29/03/1988
G0JII,Allocated,Full,29/03/1988
G3DUH,Reserved,Full,29/03/1988
G0JIQ,Reserved,Full,29/03/1988
G0JJM,Allocated,Full,05/04/1988
G0JJK,Allocated,Full,05/04/1988
G0JJL,Allocated,Full,05/04/1988
G0JJE,Allocated,Full,05/04/1988
G0JIX,Reserved,Full,05/04/1988
G0JJF,Allocated,Full,05/04/1988
G0JJI,Allocated,Full,05/04/1988
G6JHG,Allocated,Full,05/04/1988
G0JJD,Allocated,Full,05/04/1988
G0JJG,Allocated,Full,05/04/1988
G0JIZ,Allocated,Full,05/04/1988
G8INN,Allocated,Full,05/04/1988
G1AHN,Reserved,Full,05/04/1988
G0JJO,Allocated,Full,07/04/1988
G0JJP,Allocated,Full,07/04/1988
G0JKE,Allocated,Full,07/04/1988
G0JKG,Allocated,Full,07/04/1988
G0JKH,Allocated,Full,07/04/1988
G0JKI,Allocated,Full,07/04/1988
G0JKM,Allocated,Full,07/04/1988
G0JJY,Allocated,Full,07/04/1988
G0JJZ,Reserved,Full,07/04/1988
G0JKC,Allocated,Full,07/04/1988
G8LIR,Allocated,Full,07/04/1988
G0JJQ,Allocated,Full,07/04/1988
G0JJS,Allocated,Full,07/04/1988
G0JKA,Allocated,Full,07/04/1988
G0JJR,Allocated,Full,07/04/1988
G4KKW,Reserved,Full,07/04/1988
G0JJX,Reserved,Full,07/04/1988
G0JKU,Allocated,Full,14/04/1988
G0JKV,Allocated,Full,14/04/1988
G0JKW,Reserved,Full,14/04/1988
G0JKX,Allocated,Full,14/04/1988
G0JKY,Allocated,Full,14/04/1988
G0JKZ,Allocated,Full,14/04/1988
G0JLA,Reserved,Full,14/04/1988
G6PKV,Allocated,Full,14/04/1988
G0JLD,Reserved,Full,14/04/1988
G0JLE,Allocated,Full,14/04/1988
G0JLF,Allocated,Full,14/04/1988
G0JLJ,Allocated,Full,14/04/1988
G3KIJ,Allocated,Full,14/04/1988
G0JLI,Allocated,Full,14/04/1988
G4MPG,Allocated,Full,14/04/1988
G7BDK,Allocated,Full,14/04/1988
G0JKR,Reserved,Full,14/04/1988
G3CPD,Reserved,Full,14/04/1988
G1IKL,Allocated,Full,19/04/1988
G8HTN,Allocated,Full,19/04/1988
G7BDQ,Allocated,Full,19/04/1988
G7BDR,Allocated,Full,19/04/1988
G7BDS,Allocated,Full,19/04/1988
G0JLL,Allocated,Full,19/04/1988
G0JLO,Allocated,Full,19/04/1988
G0JLS,Allocated,Full,19/04/1988
G0JLP,Allocated,Full,19/04/1988
G4DCR,Allocated,Full,19/04/1988
G0JLQ,Reserved,Full,19/04/1988
G1RGG,Allocated,Full,21/04/1988
G3OWO,Reserved,Full,21/04/1988
G0JLU,Allocated,Full,21/04/1988
G0JLV,Allocated,Full,21/04/1988
G0JLW,Allocated,Full,21/04/1988
G0JLX,Allocated,Full,21/04/1988
G0JLY,Allocated,Full,21/04/1988
G0JMH,Reserved,Full,22/04/1988
G0JMI,Allocated,Full,22/04/1988
G0JMJ,Allocated,Full,22/04/1988
G0JMK,Allocated,Full,22/04/1988
G0JML,Allocated,Full,22/04/1988
G0JMN,Allocated,Full,22/04/1988
G0JMO,Allocated,Full,22/04/1988
G4LFL,Allocated,Full,22/04/1988
G0JMC,Allocated,Full,22/04/1988
G0JMD,Allocated,Full,22/04/1988
G0JME,Allocated,Full,22/04/1988
G0JMP,Allocated,Full,22/04/1988
G0JMB,Reserved,Full,22/04/1988
G0JMG,Reserved,Full,22/04/1988
G6LPB,Allocated,Full,26/04/1988
G0JNK,Allocated,Full,28/04/1988
G0JNE,Allocated,Full,28/04/1988
G0JNG,Allocated,Full,28/04/1988
G0JNH,Allocated,Full,28/04/1988
G0JNJ,Allocated,Full,28/04/1988
G4THI,Allocated,Full,28/04/1988
G0JMS,Allocated,Full,28/04/1988
G0JMY,Reserved,Full,28/04/1988
G0JMR,Allocated,Full,28/04/1988
G0JMT,Allocated,Full,28/04/1988
G0JMU,Reserved,Full,28/04/1988
G0JMW,Allocated,Full,28/04/1988
G0JMX,Allocated,Full,28/04/1988
G0JMZ,Allocated,Full,28/04/1988
G0JNN,Allocated,Full,29/04/1988
G0JNQ,Allocated,Full,29/04/1988
G0JNR,Allocated,Full,29/04/1988
G0JNP,Allocated,Full,29/04/1988
G7BIM,Allocated,Full,01/05/1988
G0JNS,Allocated,Full,03/05/1988
G0JNT,Allocated,Full,03/05/1988
G0JNV,Allocated,Full,03/05/1988
G0JNU,Reserved,Full,03/05/1988
G0JOA,Reserved,Full,05/05/1988
G3EWT,Allocated,Full,05/05/1988
G0JNZ,Allocated,Full,05/05/1988
G8TBI,Allocated,Full,05/05/1988
G0JOD,Allocated,Full,10/05/1988
G0JOF,Reserved,Full,10/05/1988
G0JOH,Allocated,Full,10/05/1988
G0JPL,Allocated,Full,10/05/1988
G0JOL,Allocated,Full,10/05/1988
G0JPM,Allocated,Full,10/05/1988
G0JPU,Allocated,Full,10/05/1988
G0JPV,Reserved,Full,10/05/1988
G0JPH,Reserved,Full,10/05/1988
G0JPE,Allocated,Full,10/05/1988
G0JPG,Allocated,Full,10/05/1988
G0JOX,Allocated,Full,10/05/1988
G0JPA,Allocated,Full,10/05/1988
G0JPC,Allocated,Full,10/05/1988
G0JPD,Reserved,Full,10/05/1988
G0JPI,Allocated,Full,10/05/1988
G0JPQ,Allocated,Full,10/05/1988
G0JOO,Allocated,Full,10/05/1988
G3ZYD,Allocated,Full,10/05/1988
G0JOC,Allocated,Full,10/05/1988
G0JPJ,Allocated,Full,10/05/1988
G2FYO,Allocated,Full,10/05/1988
G0JOM,Allocated,Full,10/05/1988
G0JON,Allocated,Full,10/05/1988
G0JOP,Allocated,Full,10/05/1988
G0JOR,Reserved,Full,10/05/1988
G0JOS,Allocated,Full,10/05/1988
G0JOV,Allocated,Full,10/05/1988
G0JOK,Reserved,Full,10/05/1988
G0JPX,Allocated,Full,12/05/1988
G7BEP,Allocated,Full,12/05/1988
G8PJL,Reserved,Full,12/05/1988
G7BET,Allocated,Full,17/05/1988
G8JTL,Allocated,Full,17/05/1988
G7BEV,Reserved,Full,17/05/1988
