Call Sign,Status,Licence Class,Licence Issued Dat
21DWW,Reserved,Intermediate,
21DWX,Reserved,Intermediate,
21DXA,Reserved,Intermediate,
21DXE,Reserved,Intermediate,
21DXJ,Reserved,Intermediate,
21DXK,Reserved,Intermediate,
21DXR,Reserved,Intermediate,
21DXT,Reserved,Intermediate,
21DXW,Reserved,Intermediate,
21DXX,Reserved,Intermediate,
21DXZ,Reserved,Intermediate,
21DYA,Reserved,Intermediate,
21DYB,Reserved,Intermediate,
21DYC,Reserved,Intermediate,
21DYH,Reserved,Intermediate,
21DYI,Reserved,Intermediate,
21DYK,Reserved,Intermediate,
21DYN,Reserved,Intermediate,
21DYO,Reserved,Intermediate,
21DYP,Reserved,Intermediate,
21DYQ,Reserved,Intermediate,
21DYS,Reserved,Intermediate,
21DYU,Reserved,Intermediate,
21DYV,Reserved,Intermediate,
21DYW,Reserved,Intermediate,
21DYX,Reserved,Intermediate,
21DYY,Reserved,Intermediate,
21DYZ,Reserved,Intermediate,
21DZA,Reserved,Intermediate,
21DZB,Reserved,Intermediate,
21DZC,Reserved,Intermediate,
21DZD,Reserved,Intermediate,
21DZE,Reserved,Intermediate,
21DZG,Reserved,Intermediate,
21DZI,Reserved,Intermediate,
21DZK,Reserved,Intermediate,
21DZM,Reserved,Intermediate,
21DZN,Reserved,Intermediate,
21DZO,Reserved,Intermediate,
21DZQ,Reserved,Intermediate,
21DZT,Reserved,Intermediate,
21DZU,Reserved,Intermediate,
21DZZ,Reserved,Intermediate,
21EAA,Reserved,Intermediate,
21EAB,Reserved,Intermediate,
21EAC,Reserved,Intermediate,
21EAD,Reserved,Intermediate,
21EAE,Reserved,Intermediate,
21EAF,Reserved,Intermediate,
21EAH,Reserved,Intermediate,
21EAI,Reserved,Intermediate,
21EAJ,Reserved,Intermediate,
21EAL,Reserved,Intermediate,
21EAM,Reserved,Intermediate,
21EAO,Reserved,Intermediate,
21EAQ,Reserved,Intermediate,
21EAT,Reserved,Intermediate,
21EAU,Reserved,Intermediate,
21EAY,Reserved,Intermediate,
21EBA,Reserved,Intermediate,
21EBB,Reserved,Intermediate,
21EBC,Reserved,Intermediate,
21EBD,Reserved,Intermediate,
21EBE,Reserved,Intermediate,
21EBF,Reserved,Intermediate,
21EBG,Reserved,Intermediate,
21EBH,Reserved,Intermediate,
21EBI,Reserved,Intermediate,
21EBM,Reserved,Intermediate,
21EBP,Reserved,Intermediate,
21EBQ,Reserved,Intermediate,
21EBT,Reserved,Intermediate,
21EBU,Reserved,Intermediate,
21EBV,Reserved,Intermediate,
21EBW,Reserved,Intermediate,
21EBY,Reserved,Intermediate,
21ECA,Reserved,Intermediate,
21ECB,Reserved,Intermediate,
21ECC,Reserved,Intermediate,
21ECD,Reserved,Intermediate,
21ECE,Reserved,Intermediate,
21ECH,Reserved,Intermediate,
21ECI,Reserved,Intermediate,
21ECK,Reserved,Intermediate,
21ECO,Reserved,Intermediate,
21ECP,Reserved,Intermediate,
21ECR,Reserved,Intermediate,
21ECS,Reserved,Intermediate,
21ECT,Reserved,Intermediate,
21ECU,Reserved,Intermediate,
21ECW,Reserved,Intermediate,
21ECX,Reserved,Intermediate,
21ECZ,Reserved,Intermediate,
21EDC,Reserved,Intermediate,
21EDE,Reserved,Intermediate,
21EDG,Reserved,Intermediate,
21EDH,Reserved,Intermediate,
21EDI,Reserved,Intermediate,
21EDJ,Reserved,Intermediate,
21EDK,Reserved,Intermediate,
21EDL,Reserved,Intermediate,
21EDN,Reserved,Intermediate,
21EDO,Reserved,Intermediate,
21EDP,Reserved,Intermediate,
21EDQ,Reserved,Intermediate,
21EDS,Reserved,Intermediate,
21EDU,Reserved,Intermediate,
21EDX,Reserved,Intermediate,
21EDY,Reserved,Intermediate,
21EDZ,Reserved,Intermediate,
21EEA,Reserved,Intermediate,
21EEB,Reserved,Intermediate,
21EEC,Reserved,Intermediate,
21EED,Reserved,Intermediate,
21EEE,Reserved,Intermediate,
21EEF,Reserved,Intermediate,
21EEG,Reserved,Intermediate,
21EEH,Reserved,Intermediate,
21EEI,Reserved,Intermediate,
21EEJ,Reserved,Intermediate,
21EEL,Reserved,Intermediate,
21EEM,Reserved,Intermediate,
21EEN,Reserved,Intermediate,
21EEO,Reserved,Intermediate,
21EEQ,Reserved,Intermediate,
21EES,Reserved,Intermediate,
21EEV,Reserved,Intermediate,
21EEW,Reserved,Intermediate,
21EEX,Reserved,Intermediate,
21EEY,Reserved,Intermediate,
21EFA,Reserved,Intermediate,
21EFB,Reserved,Intermediate,
21EFC,Reserved,Intermediate,
21EFD,Reserved,Intermediate,
21EFE,Reserved,Intermediate,
21EFF,Reserved,Intermediate,
21EFI,Reserved,Intermediate,
21EFJ,Reserved,Intermediate,
21EFK,Reserved,Intermediate,
21EFL,Reserved,Intermediate,
21EFM,Reserved,Intermediate,
21EFN,Reserved,Intermediate,
21EFO,Reserved,Intermediate,
21EFP,Reserved,Intermediate,
21EFR,Reserved,Intermediate,
21EFS,Reserved,Intermediate,
21EFU,Reserved,Intermediate,
21EFV,Reserved,Intermediate,
21EFW,Reserved,Intermediate,
21EFX,Reserved,Intermediate,
21EFY,Reserved,Intermediate,
21EGA,Reserved,Intermediate,
21EGB,Reserved,Intermediate,
21EGC,Reserved,Intermediate,
21EGD,Reserved,Intermediate,
21EGE,Reserved,Intermediate,
21EGF,Reserved,Intermediate,
21EGG,Reserved,Intermediate,
21EGJ,Reserved,Intermediate,
21EGK,Reserved,Intermediate,
21EGL,Reserved,Intermediate,
21EGM,Reserved,Intermediate,
21EGN,Reserved,Intermediate,
21EGP,Reserved,Intermediate,
21EGR,Reserved,Intermediate,
21EGS,Reserved,Intermediate,
21EGT,Reserved,Intermediate,
21EGW,Reserved,Intermediate,
21EGX,Reserved,Intermediate,
21EGZ,Reserved,Intermediate,
21EHC,Reserved,Intermediate,
21EHD,Reserved,Intermediate,
21EHE,Reserved,Intermediate,
21EHG,Reserved,Intermediate,
21EHH,Reserved,Intermediate,
21EHJ,Reserved,Intermediate,
21EHK,Reserved,Intermediate,
21EHL,Reserved,Intermediate,
21EHN,Reserved,Intermediate,
21EHO,Reserved,Intermediate,
21EHQ,Reserved,Intermediate,
21EHR,Reserved,Intermediate,
21EHT,Reserved,Intermediate,
21EHU,Reserved,Intermediate,
21EHV,Reserved,Intermediate,
21EHW,Reserved,Intermediate,
21EHX,Reserved,Intermediate,
21EHZ,Reserved,Intermediate,
21EIB,Reserved,Intermediate,
21EIC,Reserved,Intermediate,
21EIE,Reserved,Intermediate,
21EIF,Reserved,Intermediate,
21EIG,Reserved,Intermediate,
21EIH,Reserved,Intermediate,
21EII,Reserved,Intermediate,
21EIK,Reserved,Intermediate,
21EIM,Reserved,Intermediate,
21EIP,Reserved,Intermediate,
21EIQ,Reserved,Intermediate,
21EIR,Reserved,Intermediate,
21EIS,Reserved,Intermediate,
21EIT,Reserved,Intermediate,
21EIW,Reserved,Intermediate,
21EIY,Reserved,Intermediate,
21EIZ,Reserved,Intermediate,
21EJA,Reserved,Intermediate,
21EJB,Reserved,Intermediate,
21EJE,Reserved,Intermediate,
21EJG,Reserved,Intermediate,
21EJH,Reserved,Intermediate,
21EJJ,Reserved,Intermediate,
21EJK,Reserved,Intermediate,
21EJL,Reserved,Intermediate,
21EJM,Reserved,Intermediate,
21EJO,Reserved,Intermediate,
21EJQ,Reserved,Intermediate,
21EJR,Reserved,Intermediate,
21EJS,Reserved,Intermediate,
21EJT,Reserved,Intermediate,
21EJV,Reserved,Intermediate,
21EJW,Reserved,Intermediate,
21EJY,Reserved,Intermediate,
21EJZ,Reserved,Intermediate,
21EKA,Reserved,Intermediate,
21EKB,Reserved,Intermediate,
21EKC,Reserved,Intermediate,
21EKD,Reserved,Intermediate,
21EKF,Reserved,Intermediate,
21EKG,Reserved,Intermediate,
21EKJ,Reserved,Intermediate,
21EKK,Reserved,Intermediate,
21EKL,Reserved,Intermediate,
21EKN,Reserved,Intermediate,
21EKO,Reserved,Intermediate,
21EKP,Reserved,Intermediate,
21EKS,Reserved,Intermediate,
21EKT,Reserved,Intermediate,
21EKV,Reserved,Intermediate,
21EKY,Reserved,Intermediate,
21EKZ,Reserved,Intermediate,
21ELA,Reserved,Intermediate,
21ELB,Reserved,Intermediate,
21ELC,Reserved,Intermediate,
21ELD,Reserved,Intermediate,
21ELF,Reserved,Intermediate,
21ELG,Reserved,Intermediate,
21ELI,Reserved,Intermediate,
21ELJ,Reserved,Intermediate,
21ELK,Reserved,Intermediate,
21ELL,Reserved,Intermediate,
21ELN,Reserved,Intermediate,
21ELO,Reserved,Intermediate,
21ELP,Reserved,Intermediate,
21ELQ,Reserved,Intermediate,
21ELS,Reserved,Intermediate,
21ELT,Reserved,Intermediate,
21ELV,Reserved,Intermediate,
21ELW,Reserved,Intermediate,
21ELX,Reserved,Intermediate,
21EMA,Reserved,Intermediate,
21EMB,Reserved,Intermediate,
21EMC,Reserved,Intermediate,
21EMD,Reserved,Intermediate,
21EME,Reserved,Intermediate,
21EMF,Reserved,Intermediate,
21EMG,Reserved,Intermediate,
21EMJ,Reserved,Intermediate,
21EML,Reserved,Intermediate,
21EMO,Reserved,Intermediate,
21EMQ,Reserved,Intermediate,
21EMR,Reserved,Intermediate,
21EMU,Reserved,Intermediate,
21EMW,Reserved,Intermediate,
21EMX,Reserved,Intermediate,
21EMY,Reserved,Intermediate,
21EMZ,Reserved,Intermediate,
21ENA,Reserved,Intermediate,
21ENB,Reserved,Intermediate,
21ENC,Reserved,Intermediate,
21END,Reserved,Intermediate,
21ENE,Reserved,Intermediate,
21ENG,Reserved,Intermediate,
21ENH,Reserved,Intermediate,
21ENJ,Reserved,Intermediate,
21ENL,Reserved,Intermediate,
21ENM,Reserved,Intermediate,
21ENO,Reserved,Intermediate,
21ENP,Reserved,Intermediate,
21ENQ,Reserved,Intermediate,
21ENS,Reserved,Intermediate,
21ENT,Reserved,Intermediate,
21ENU,Reserved,Intermediate,
21ENV,Reserved,Intermediate,
21ENW,Reserved,Intermediate,
21ENX,Reserved,Intermediate,
21ENY,Reserved,Intermediate,
21EOA,Reserved,Intermediate,
21EOB,Reserved,Intermediate,
21EOC,Reserved,Intermediate,
21EOE,Reserved,Intermediate,
21EOF,Reserved,Intermediate,
21EOG,Reserved,Intermediate,
21EOH,Reserved,Intermediate,
21EOJ,Reserved,Intermediate,
21EOL,Reserved,Intermediate,
21EOM,Reserved,Intermediate,
21EOP,Reserved,Intermediate,
21EOS,Reserved,Intermediate,
21EOT,Reserved,Intermediate,
21EOU,Reserved,Intermediate,
21EOX,Reserved,Intermediate,
21EOY,Reserved,Intermediate,
21EPB,Reserved,Intermediate,
21EPC,Reserved,Intermediate,
21EPF,Reserved,Intermediate,
21EPG,Reserved,Intermediate,
21EPI,Reserved,Intermediate,
21EPJ,Reserved,Intermediate,
21EPK,Reserved,Intermediate,
21EPM,Reserved,Intermediate,
21EPN,Reserved,Intermediate,
21EPP,Reserved,Intermediate,
21EPR,Reserved,Intermediate,
21EPS,Reserved,Intermediate,
21EPT,Reserved,Intermediate,
21EPU,Reserved,Intermediate,
21EPW,Reserved,Intermediate,
21EPX,Reserved,Intermediate,
21EPY,Reserved,Intermediate,
21EPZ,Reserved,Intermediate,
21EQA,Reserved,Intermediate,
21EQB,Reserved,Intermediate,
21EQC,Reserved,Intermediate,
21EQD,Reserved,Intermediate,
21EQF,Reserved,Intermediate,
21EQG,Reserved,Intermediate,
21EQH,Reserved,Intermediate,
21EQJ,Reserved,Intermediate,
21EQL,Reserved,Intermediate,
21EQN,Reserved,Intermediate,
21EQO,Reserved,Intermediate,
21EQP,Reserved,Intermediate,
21EQS,Reserved,Intermediate,
21EQT,Reserved,Intermediate,
21EQU,Reserved,Intermediate,
21EQV,Reserved,Intermediate,
21EQW,Reserved,Intermediate,
21EQX,Reserved,Intermediate,
21EQZ,Reserved,Intermediate,
21ERA,Reserved,Intermediate,
21ERB,Reserved,Intermediate,
21ERC,Reserved,Intermediate,
21ERE,Reserved,Intermediate,
21ERF,Reserved,Intermediate,
21ERH,Reserved,Intermediate,
21ERI,Reserved,Intermediate,
21ERK,Reserved,Intermediate,
21ERL,Reserved,Intermediate,
21ERM,Reserved,Intermediate,
21ERN,Reserved,Intermediate,
21ERO,Reserved,Intermediate,
21ERP,Reserved,Intermediate,
21ERQ,Reserved,Intermediate,
21ERR,Reserved,Intermediate,
21ERS,Reserved,Intermediate,
21ERT,Reserved,Intermediate,
21ERU,Reserved,Intermediate,
21ERV,Reserved,Intermediate,
21ERW,Reserved,Intermediate,
21ERX,Reserved,Intermediate,
21ERY,Reserved,Intermediate,
21ERZ,Reserved,Intermediate,
21ESA,Reserved,Intermediate,
21ESB,Reserved,Intermediate,
21ESC,Reserved,Intermediate,
21ESE,Reserved,Intermediate,
21ESF,Reserved,Intermediate,
21ESG,Reserved,Intermediate,
21ESH,Reserved,Intermediate,
21ESI,Reserved,Intermediate,
21ESJ,Reserved,Intermediate,
21ESL,Reserved,Intermediate,
21ESO,Reserved,Intermediate,
21ESP,Reserved,Intermediate,
21ESR,Reserved,Intermediate,
21ESS,Reserved,Intermediate,
21EST,Reserved,Intermediate,
21ESZ,Reserved,Intermediate,
21ETC,Reserved,Intermediate,
21ETD,Reserved,Intermediate,
21ETE,Reserved,Intermediate,
21ETF,Reserved,Intermediate,
21ETG,Reserved,Intermediate,
21ETH,Reserved,Intermediate,
21ETI,Reserved,Intermediate,
21ETK,Reserved,Intermediate,
21ETL,Reserved,Intermediate,
21ETO,Reserved,Intermediate,
21ETQ,Reserved,Intermediate,
21ETR,Reserved,Intermediate,
21ETS,Reserved,Intermediate,
21ETT,Reserved,Intermediate,
21ETU,Reserved,Intermediate,
21ETV,Reserved,Intermediate,
21ETX,Reserved,Intermediate,
21ETY,Reserved,Intermediate,
21ETZ,Reserved,Intermediate,
21EUA,Reserved,Intermediate,
21EUC,Reserved,Intermediate,
21EUD,Reserved,Intermediate,
21EUF,Reserved,Intermediate,
21EUH,Reserved,Intermediate,
21EUI,Reserved,Intermediate,
21EUJ,Reserved,Intermediate,
21EUK,Reserved,Intermediate,
21EUL,Reserved,Intermediate,
21EUM,Reserved,Intermediate,
21EUN,Reserved,Intermediate,
21EUO,Reserved,Intermediate,
21EUP,Reserved,Intermediate,
21EUQ,Reserved,Intermediate,
21EUS,Reserved,Intermediate,
21EUU,Reserved,Intermediate,
21EUX,Reserved,Intermediate,
21EUZ,Reserved,Intermediate,
21EVA,Reserved,Intermediate,
21EVC,Reserved,Intermediate,
21EVD,Reserved,Intermediate,
21EVE,Reserved,Intermediate,
21EVF,Reserved,Intermediate,
21EVG,Reserved,Intermediate,
21EVI,Reserved,Intermediate,
21EVL,Reserved,Intermediate,
21EVN,Reserved,Intermediate,
21EVO,Reserved,Intermediate,
21EVP,Reserved,Intermediate,
21EVQ,Reserved,Intermediate,
21EVR,Reserved,Intermediate,
21EVT,Reserved,Intermediate,
21EVU,Reserved,Intermediate,
21EVW,Reserved,Intermediate,
21EVZ,Reserved,Intermediate,
21EWA,Reserved,Intermediate,
21EWB,Reserved,Intermediate,
21EWC,Reserved,Intermediate,
21EWE,Reserved,Intermediate,
21EWG,Reserved,Intermediate,
21EWH,Reserved,Intermediate,
21EWI,Reserved,Intermediate,
21EWJ,Reserved,Intermediate,
21EWL,Reserved,Intermediate,
21EWM,Reserved,Intermediate,
21EWO,Reserved,Intermediate,
21EWP,Reserved,Intermediate,
21EWQ,Reserved,Intermediate,
21EWR,Reserved,Intermediate,
21EWS,Reserved,Intermediate,
21EWT,Reserved,Intermediate,
21EWU,Reserved,Intermediate,
21EWV,Reserved,Intermediate,
21EWW,Reserved,Intermediate,
21EWY,Reserved,Intermediate,
21EWZ,Reserved,Intermediate,
21EXB,Reserved,Intermediate,
21EXD,Reserved,Intermediate,
21EXE,Reserved,Intermediate,
21EXF,Reserved,Intermediate,
21EXG,Reserved,Intermediate,
21EXH,Reserved,Intermediate,
21EXJ,Reserved,Intermediate,
21EXM,Reserved,Intermediate,
21EXN,Reserved,Intermediate,
21EXO,Reserved,Intermediate,
21EXP,Reserved,Intermediate,
21EXQ,Reserved,Intermediate,
21EXR,Reserved,Intermediate,
21EXS,Reserved,Intermediate,
21EXT,Reserved,Intermediate,
21EXV,Reserved,Intermediate,
21EXW,Reserved,Intermediate,
21EXX,Reserved,Intermediate,
21EXY,Reserved,Intermediate,
21EXZ,Reserved,Intermediate,
21EYA,Reserved,Intermediate,
21EYB,Reserved,Intermediate,
21EYD,Reserved,Intermediate,
21EYE,Reserved,Intermediate,
21EYG,Reserved,Intermediate,
21EYH,Reserved,Intermediate,
21EYJ,Reserved,Intermediate,
21EYM,Reserved,Intermediate,
21EYQ,Reserved,Intermediate,
21EYR,Reserved,Intermediate,
21EYT,Reserved,Intermediate,
21EYU,Reserved,Intermediate,
21EYV,Reserved,Intermediate,
21EYX,Reserved,Intermediate,
21EYY,Reserved,Intermediate,
21EZC,Reserved,Intermediate,
21EZD,Reserved,Intermediate,
21EZE,Reserved,Intermediate,
21EZG,Reserved,Intermediate,
21EZH,Reserved,Intermediate,
21EZI,Reserved,Intermediate,
21EZJ,Reserved,Intermediate,
21EZK,Reserved,Intermediate,
21EZL,Reserved,Intermediate,
21EZM,Reserved,Intermediate,
21EZN,Reserved,Intermediate,
21EZO,Reserved,Intermediate,
21EZQ,Reserved,Intermediate,
21EZR,Reserved,Intermediate,
21EZS,Reserved,Intermediate,
21EZT,Reserved,Intermediate,
21EZU,Reserved,Intermediate,
21EZV,Reserved,Intermediate,
21EZW,Reserved,Intermediate,
21EZY,Reserved,Intermediate,
21EZZ,Reserved,Intermediate,
21FAA,Reserved,Intermediate,
21FAB,Reserved,Intermediate,
21FAC,Reserved,Intermediate,
21FAD,Reserved,Intermediate,
21FAE,Reserved,Intermediate,
21FAF,Reserved,Intermediate,
21FAH,Reserved,Intermediate,
21FAI,Reserved,Intermediate,
21FAJ,Reserved,Intermediate,
21FAK,Reserved,Intermediate,
21FAL,Reserved,Intermediate,
21FAM,Reserved,Intermediate,
21FAO,Reserved,Intermediate,
21FAP,Reserved,Intermediate,
21FAQ,Reserved,Intermediate,
21FAR,Reserved,Intermediate,
21FAS,Reserved,Intermediate,
21FAU,Reserved,Intermediate,
21FAW,Reserved,Intermediate,
21FAY,Reserved,Intermediate,
21FAZ,Reserved,Intermediate,
21FBB,Reserved,Intermediate,
21FBC,Reserved,Intermediate,
21FBD,Reserved,Intermediate,
21FBE,Reserved,Intermediate,
21FBF,Reserved,Intermediate,
21FBG,Reserved,Intermediate,
21FBH,Reserved,Intermediate,
21FBJ,Reserved,Intermediate,
21FBL,Reserved,Intermediate,
21FBM,Reserved,Intermediate,
21FBN,Reserved,Intermediate,
21FBO,Reserved,Intermediate,
21FBP,Reserved,Intermediate,
21FBQ,Reserved,Intermediate,
21FBR,Reserved,Intermediate,
21FBT,Reserved,Intermediate,
21FBU,Reserved,Intermediate,
21FBV,Reserved,Intermediate,
21FBW,Reserved,Intermediate,
21FBX,Reserved,Intermediate,
21FBZ,Reserved,Intermediate,
21FCA,Reserved,Intermediate,
21FCB,Reserved,Intermediate,
21FCG,Reserved,Intermediate,
21FCH,Reserved,Intermediate,
21FCI,Reserved,Intermediate,
21FCJ,Reserved,Intermediate,
21FCK,Reserved,Intermediate,
21FCL,Reserved,Intermediate,
21FCP,Reserved,Intermediate,
21FCQ,Reserved,Intermediate,
21FCR,Reserved,Intermediate,
21FCS,Reserved,Intermediate,
21FCT,Reserved,Intermediate,
21FCU,Reserved,Intermediate,
21FCX,Reserved,Intermediate,
21FCY,Reserved,Intermediate,
21FCZ,Reserved,Intermediate,
21FDA,Reserved,Intermediate,
21FDB,Reserved,Intermediate,
21FDE,Reserved,Intermediate,
21FDH,Reserved,Intermediate,
21FDI,Reserved,Intermediate,
21FDL,Reserved,Intermediate,
21FDN,Reserved,Intermediate,
21FDO,Reserved,Intermediate,
21FDQ,Reserved,Intermediate,
21FDR,Reserved,Intermediate,
21FDV,Reserved,Intermediate,
21FDW,Reserved,Intermediate,
21FDX,Reserved,Intermediate,
21FEA,Reserved,Intermediate,
21FEE,Reserved,Intermediate,
21FEH,Reserved,Intermediate,
21FEI,Reserved,Intermediate,
21FEJ,Reserved,Intermediate,
21FEL,Reserved,Intermediate,
21FEM,Reserved,Intermediate,
21FEN,Reserved,Intermediate,
21FEO,Reserved,Intermediate,
21FEP,Reserved,Intermediate,
21FEQ,Reserved,Intermediate,
21FES,Reserved,Intermediate,
21FEU,Reserved,Intermediate,
21FEW,Reserved,Intermediate,
21FEX,Reserved,Intermediate,
21FEY,Reserved,Intermediate,
21FEZ,Reserved,Intermediate,
21FFA,Reserved,Intermediate,
21FFB,Reserved,Intermediate,
21FFD,Reserved,Intermediate,
21FFE,Reserved,Intermediate,
21FFF,Reserved,Intermediate,
21FFG,Reserved,Intermediate,
21FFH,Reserved,Intermediate,
21FFK,Reserved,Intermediate,
21FFM,Reserved,Intermediate,
21FFN,Reserved,Intermediate,
21FFO,Reserved,Intermediate,
21FFP,Reserved,Intermediate,
21FFQ,Reserved,Intermediate,
21FFR,Reserved,Intermediate,
21FFS,Reserved,Intermediate,
21FFT,Reserved,Intermediate,
21FFU,Reserved,Intermediate,
21FFV,Reserved,Intermediate,
21FFW,Reserved,Intermediate,
21FFX,Reserved,Intermediate,
21FFY,Reserved,Intermediate,
21FGA,Reserved,Intermediate,
21FGC,Reserved,Intermediate,
21FGD,Reserved,Intermediate,
21FGE,Reserved,Intermediate,
21FGF,Reserved,Intermediate,
21FGG,Reserved,Intermediate,
21FGH,Reserved,Intermediate,
21FGJ,Reserved,Intermediate,
21FGM,Reserved,Intermediate,
21FGN,Reserved,Intermediate,
21FGO,Reserved,Intermediate,
21FGP,Reserved,Intermediate,
21FGQ,Reserved,Intermediate,
21FGS,Reserved,Intermediate,
21FGT,Reserved,Intermediate,
21FGU,Reserved,Intermediate,
21FGV,Reserved,Intermediate,
21FGW,Reserved,Intermediate,
21FGX,Reserved,Intermediate,
21FGZ,Reserved,Intermediate,
21FHA,Reserved,Intermediate,
21FHB,Reserved,Intermediate,
21FHC,Reserved,Intermediate,
21FHD,Reserved,Intermediate,
21FHE,Reserved,Intermediate,
21FHF,Reserved,Intermediate,
21FHG,Reserved,Intermediate,
21FHH,Reserved,Intermediate,
21FHI,Reserved,Intermediate,
21FHK,Reserved,Intermediate,
21FHL,Reserved,Intermediate,
21FHM,Reserved,Intermediate,
21FHN,Reserved,Intermediate,
21FHP,Reserved,Intermediate,
21FHR,Reserved,Intermediate,
21FHS,Reserved,Intermediate,
21FHT,Reserved,Intermediate,
21FHU,Reserved,Intermediate,
21FHV,Reserved,Intermediate,
21FHW,Reserved,Intermediate,
21FHX,Reserved,Intermediate,
21FHY,Reserved,Intermediate,
21FIA,Reserved,Intermediate,
21FIB,Reserved,Intermediate,
21FID,Reserved,Intermediate,
21FIG,Reserved,Intermediate,
21FIH,Reserved,Intermediate,
21FII,Reserved,Intermediate,
21FIJ,Reserved,Intermediate,
21FIK,Reserved,Intermediate,
21FIM,Reserved,Intermediate,
21FIN,Reserved,Intermediate,
21FIO,Reserved,Intermediate,
21FIP,Reserved,Intermediate,
21FIR,Reserved,Intermediate,
21FIU,Reserved,Intermediate,
21FIW,Reserved,Intermediate,
21FIZ,Reserved,Intermediate,
21FJA,Reserved,Intermediate,
21FJB,Reserved,Intermediate,
21FJC,Reserved,Intermediate,
21FJE,Reserved,Intermediate,
21FJF,Reserved,Intermediate,
21FJH,Reserved,Intermediate,
21FJI,Reserved,Intermediate,
21FJJ,Reserved,Intermediate,
21FJK,Reserved,Intermediate,
21FJM,Reserved,Intermediate,
21FJO,Reserved,Intermediate,
21FJQ,Reserved,Intermediate,
21FJR,Reserved,Intermediate,
21FJS,Reserved,Intermediate,
21FJT,Reserved,Intermediate,
21FJW,Reserved,Intermediate,
21FJX,Reserved,Intermediate,
21FJY,Reserved,Intermediate,
21FKB,Reserved,Intermediate,
21FKC,Reserved,Intermediate,
21FKF,Reserved,Intermediate,
21FKG,Reserved,Intermediate,
21FKH,Reserved,Intermediate,
21FKI,Reserved,Intermediate,
21FKK,Reserved,Intermediate,
21FKL,Reserved,Intermediate,
21FKN,Reserved,Intermediate,
21FKO,Reserved,Intermediate,
21FKP,Reserved,Intermediate,
21FKQ,Reserved,Intermediate,
21FKR,Reserved,Intermediate,
21FKS,Reserved,Intermediate,
21FKU,Reserved,Intermediate,
21FKV,Reserved,Intermediate,
21FKW,Reserved,Intermediate,
21FKX,Reserved,Intermediate,
21FKY,Reserved,Intermediate,
21FLA,Reserved,Intermediate,
21FLB,Reserved,Intermediate,
21FLC,Reserved,Intermediate,
21FLE,Reserved,Intermediate,
21FLF,Reserved,Intermediate,
21FLG,Reserved,Intermediate,
21FLH,Reserved,Intermediate,
21FLI,Reserved,Intermediate,
21FLJ,Reserved,Intermediate,
21FLL,Reserved,Intermediate,
21FLM,Reserved,Intermediate,
21FLO,Reserved,Intermediate,
21FLP,Reserved,Intermediate,
21FLQ,Reserved,Intermediate,
21FLR,Reserved,Intermediate,
21FLS,Reserved,Intermediate,
21FLT,Reserved,Intermediate,
21FLU,Reserved,Intermediate,
21FLV,Reserved,Intermediate,
21FLX,Reserved,Intermediate,
21FLY,Reserved,Intermediate,
21FLZ,Reserved,Intermediate,
21FMA,Reserved,Intermediate,
21FMB,Reserved,Intermediate,
21FMD,Reserved,Intermediate,
21FME,Reserved,Intermediate,
21FMF,Reserved,Intermediate,
21FMG,Reserved,Intermediate,
21FMH,Reserved,Intermediate,
21FMI,Reserved,Intermediate,
21FMJ,Reserved,Intermediate,
21FMK,Reserved,Intermediate,
21FML,Reserved,Intermediate,
21FMM,Reserved,Intermediate,
21FMO,Reserved,Intermediate,
21FMP,Reserved,Intermediate,
21FMQ,Reserved,Intermediate,
21FMR,Reserved,Intermediate,
21FMT,Reserved,Intermediate,
21FMU,Reserved,Intermediate,
21FMV,Reserved,Intermediate,
21FMX,Reserved,Intermediate,
21FMY,Reserved,Intermediate,
21FMZ,Reserved,Intermediate,
21FNA,Reserved,Intermediate,
21FND,Reserved,Intermediate,
21FNE,Reserved,Intermediate,
21FNF,Reserved,Intermediate,
21FNG,Reserved,Intermediate,
21FNH,Reserved,Intermediate,
21FNI,Reserved,Intermediate,
21FNK,Reserved,Intermediate,
21FNL,Reserved,Intermediate,
21FNM,Reserved,Intermediate,
21FNN,Reserved,Intermediate,
21FNO,Reserved,Intermediate,
21FNP,Reserved,Intermediate,
21FNR,Reserved,Intermediate,
21FNS,Reserved,Intermediate,
21FNT,Reserved,Intermediate,
21FNU,Reserved,Intermediate,
21FNV,Reserved,Intermediate,
21FNW,Reserved,Intermediate,
21FNZ,Reserved,Intermediate,
21FOA,Reserved,Intermediate,
21FOB,Reserved,Intermediate,
21FOD,Reserved,Intermediate,
21FOE,Reserved,Intermediate,
21FOG,Reserved,Intermediate,
21FOH,Reserved,Intermediate,
21FOI,Reserved,Intermediate,
21FOK,Reserved,Intermediate,
21FOL,Reserved,Intermediate,
21FOM,Reserved,Intermediate,
21FOQ,Reserved,Intermediate,
21FOS,Reserved,Intermediate,
21FOT,Reserved,Intermediate,
21FOV,Reserved,Intermediate,
21FOY,Reserved,Intermediate,
21FOZ,Reserved,Intermediate,
21FPA,Reserved,Intermediate,
21FPB,Reserved,Intermediate,
21FPE,Reserved,Intermediate,
21FPF,Reserved,Intermediate,
21FPG,Reserved,Intermediate,
21FPH,Reserved,Intermediate,
21FPJ,Reserved,Intermediate,
21FPL,Reserved,Intermediate,
21FPN,Reserved,Intermediate,
21FPO,Reserved,Intermediate,
21FPQ,Reserved,Intermediate,
21FPT,Reserved,Intermediate,
21FPX,Reserved,Intermediate,
